FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description, FY2014 Adopted Budget , Amendments , FY2014 Amended Budget 
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070010,TELEPHONE                     ," 4,000 ", -   ," 4,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52130001,MEMBERSHIPS                   , 220 , -   , 220 
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52340016,MACHINERY AND EQUIPMENT MTCE  ," 27,000 "," 2,002 "," 29,002 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52340034,OTHER REPAIRS AND MAINTENANCE ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52400007,OTHER EQUIPMENT RENTAL        ," 1,450 ", -   ," 1,450 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52890001,OTHER SERVICES AND CHARGES    ," 145,989 "," 4,298 "," 150,287 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010001,OFFICE SUPPLIES               ," 4,500 ", -   ," 4,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010007,COMPUTER SUPPLIES             ," 6,000 ", -   ," 6,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR," 1,400 ", -   ," 1,400 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040001,JANITOR SUPPLIES              ," 3,754 ", -   ," 3,754 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040007,FUEL                          ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040013,REPAIR & MAINTENANCE PARTS    ," 229,417 "," 10,496 "," 239,913 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040019,NONTARGET REPAIR PARTS        ," 3,000 ", -   ," 3,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040025,SMALL TOOLS & MINOR EQUIP     ," 6,000 ", -   ," 6,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040031,OTHER EQUIPMENT               ," 11,000 "," 6,430 "," 17,430 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53130013,CHEMICALS                     ," 1,925,000 "," 93,163 "," 2,018,163 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53160008,SAFETY EQUIPMENT & SUPPLIES   ," 20,000 "," 12,330 "," 32,330 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890004,CLOTHING & OTHER              ," 13,496 ", -   ," 13,496 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890022,OTHER SUPPLIES                ," 14,540 "," 2,579 "," 17,119 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51000004,BUDGET-VACANCY DISCOUNT       ," (22,779)", -   ," (22,779)"
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES            ," 1,042,184 ", -   ," 1,042,184 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010007,OVERTIME WAGES                ," 15,000 ", -   ," 15,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE  ," 241,130 ", -   ," 241,130 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB    ," 96,813 ", -   ," 96,813 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070001,ELECTRICITY                   ," 73,207 ", -   ," 73,207 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070007,NATURAL GAS                   ," 15,000 "," 4,222 "," 19,222 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070010,TELEPHONE                     ," 3,798 ", -   ," 3,798 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52130001,MEMBERSHIPS                   , 225 , -   , 225 
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52340016,MACHINERY AND EQUIPMENT MTCE  ," 14,040 ", -   ," 14,040 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52340034,OTHER REPAIRS AND MAINTENANCE ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52400007,OTHER EQUIPMENT RENTAL        , 560 , -   , 560 
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52890001,OTHER SERVICES AND CHARGES    ," 7,360 ", -   ," 7,360 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010001,OFFICE SUPPLIES               ," 3,175 ", -   ," 3,175 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010007,COMPUTER SUPPLIES             ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR," 2,000 ", -   ," 2,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040001,JANITOR SUPPLIES              ," 3,000 ", -   ," 3,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040013,REPAIR & MAINTENANCE PARTS    ," 100,048 ", 306 ," 100,354 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040019,NONTARGET REPAIR PARTS        ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040025,SMALL TOOLS & MINOR EQUIP     ," 5,610 ", -   ," 5,610 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040031,OTHER EQUIPMENT               ," 13,500 ", -   ," 13,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53100001,EDUCATIONAL & TRAINING        , 200 , -   , 200 
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53130013,CHEMICALS                     ," 1,133,377 "," 58,209 "," 1,191,586 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53160008,SAFETY EQUIPMENT & SUPPLIES   ," 17,000 "," 1,917 "," 18,917 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890004,CLOTHING & OTHER              ," 11,841 ", -   ," 11,841 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890022,OTHER SUPPLIES                ," 1,460 ", -   ," 1,460 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51000004,BUDGET-VACANCY DISCOUNT       ," (56,482)", -   ," (56,482)"
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51000016,BUDGET-RECRUIT OVERAGES       ," 52,755 ", -   ," 52,755 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES            ," 2,587,410 ", -   ," 2,587,410 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010007,OVERTIME WAGES                ," 4,200 ", -   ," 4,200 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE  ," 557,326 ", -   ," 557,326 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB    ," 236,958 ", -   ," 236,958 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52070001,ELECTRICITY                   ," 17,500 ", -   ," 17,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52070007,NATURAL GAS                   ," 5,500 ", -   ," 5,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52070010,TELEPHONE                     ," 2,000 ", -   ," 2,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52340016,MACHINERY AND EQUIPMENT MTCE  ," 15,960 ", -   ," 15,960 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52340034,OTHER REPAIRS AND MAINTENANCE ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52400007,OTHER EQUIPMENT RENTAL        ," 3,000 ", -   ," 3,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52890001,OTHER SERVICES AND CHARGES    ," 119,247 ", 92 ," 119,339 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53010001,OFFICE SUPPLIES               ," 2,000 ", -   ," 2,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53010007,COMPUTER SUPPLIES             ," 2,000 ", -   ," 2,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR," 2,400 ", -   ," 2,400 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040001,JANITOR SUPPLIES              ," 3,000 ", -   ," 3,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040007,FUEL                          ," 93,000 ", -   ," 93,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040013,REPAIR & MAINTENANCE PARTS    ," 91,047 "," 14,787 "," 105,834 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040019,NONTARGET REPAIR PARTS        ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040025,SMALL TOOLS & MINOR EQUIP     ," 11,000 ", -   ," 11,000 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040031,OTHER EQUIPMENT               ," 5,500 ", -   ," 5,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53100001,EDUCATIONAL & TRAINING        , 100 , -   , 100 
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53160008,SAFETY EQUIPMENT & SUPPLIES   ," 12,500 ", -   ," 12,500 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53890004,CLOTHING & OTHER              ," 24,110 ", -   ," 24,110 "
399,WATER UTILITIES               ,3001,WATER CITY OPERATIONS         ,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53890022,OTHER SUPPLIES                ," 2,348 ", -   ," 2,348 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51000004,BUDGET-VACANCY DISCOUNT       ," (3,674)", -   ," (3,674)"
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51010001,SALARIES AND WAGES            ," 169,708 ", -   ," 169,708 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51070001,HEALTH AND WELFARE INSURANCE  ," 20,473 ", -   ," 20,473 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51070004,RETIREMENT PENSION CONTRIB    ," 13,969 ", -   ," 13,969 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51000004,BUDGET-VACANCY DISCOUNT       ," (28,998)", -   ," (28,998)"
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51000013,BUDGET-SALARY RESERVE         ," 328,531 ", -   ," 328,531 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51010001,SALARIES AND WAGES            ," 1,329,399 ", -   ," 1,329,399 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51010004,PART TIME & TEMPORARY WAGES   ," 15,000 ", -   ," 15,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51070001,HEALTH AND WELFARE INSURANCE  ," 214,970 ", -   ," 214,970 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51070004,RETIREMENT PENSION CONTRIB    ," 120,130 ", -   ," 120,130 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51130004,CAR ALLOWANCE                 ," 1,500 ", -   ," 1,500 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51510004,EMPLOYEE PARKING              ," 49,042 ", -   ," 49,042 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52000007,BUDGET-OPERATING RESERVE      ," 472,579 ", -   ," 472,579 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52010028,MISCELLANEOUS SRVCS CONTRACTS ," 1,000 ", 63 ," 1,063 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52049001,EMPLOYEE TRAINING             ," 13,990 ", -   ," 13,990 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52070010,TELEPHONE                     , 500 , -   , 500 
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52130001,MEMBERSHIPS                   ," 4,500 ", -   ," 4,500 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52250001,ADVERTISING                   , 200 , -   , 200 
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280001,CHARGEBACK-ADMIN SRVCS        ," 2,674,670 ", -   ," 2,674,670 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280004,CHARGEBACK-IT                 ," 622,566 ", -   ," 622,566 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280007,CHARGEBACK-RISK MANAGEMENT    ," 883,714 ", -   ," 883,714 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280013,CHARGEBACK-PRINT SHOP         , 839 , -   , 839 
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280036,CHARGEBACK-BANKING CHARGES    ," 171,778 ", -   ," 171,778 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52290010,CHARGEBACK-POSTAGE            ," 3,081 ", -   ," 3,081 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52310001,PRINTING & BINDING            , 100 , -   , 100 
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52340016,MACHINERY AND EQUIPMENT MTCE  ," 3,000 ", -   ," 3,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52340019,BUILDING MAINTENANCE          , -   , 260 , 260 
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52370002,EMPLOYEE TRAVEL REIMBURSEMENT ," 8,000 ", -   ," 8,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52890001,OTHER SERVICES AND CHARGES    ," 10,000 ", -   ," 10,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010001,OFFICE SUPPLIES               ," 5,000 ", -   ," 5,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010007,COMPUTER SUPPLIES             ," 5,000 ", -   ," 5,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010013,NON-CAPITAL OFFICE MACHINES   ," 1,000 ", -   ," 1,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR," 3,000 ", -   ," 3,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53040013,REPAIR & MAINTENANCE PARTS    ," 60,000 ", 321 ," 60,321 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53890022,OTHER SUPPLIES                ," 3,000 ", -   ," 3,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51000004,BUDGET-VACANCY DISCOUNT       ," (30,847)", -   ," (30,847)"
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES            ," 1,411,628 ", -   ," 1,411,628 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51010007,OVERTIME WAGES                ," 14,000 ", -   ," 14,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE  ," 345,883 ", -   ," 345,883 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB    ," 131,130 ", -   ," 131,130 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,52340016,MACHINERY AND EQUIPMENT MTCE  ," 10,800 ", -   ," 10,800 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,52340034,OTHER REPAIRS AND MAINTENANCE ," 10,000 ", -   ," 10,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,52890001,OTHER SERVICES AND CHARGES    ," 2,260 ", 22 ," 2,282 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53010001,OFFICE SUPPLIES               ," 3,600 ", -   ," 3,600 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53010007,COMPUTER SUPPLIES             ," 2,000 ", -   ," 2,000 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53040013,REPAIR & MAINTENANCE PARTS    ," 95,299 "," 14,976 "," 110,275 "
399,WATER UTILITIES               ,3501,WASTEWATER CITY OPERATIONS    ,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53040025,SMALL TOOLS & MINOR EQUIP     ," 12,250 ", -   ," 12,250 "
