FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,FY2015 Budget
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,52070010,TELEPHONE,300
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,52130001,MEMBERSHIPS,275
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,52250001,ADVERTISING,250
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,52310004,POSTAGE,40
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,52340016,MACHINERY AND EQUIPMENT MTCE,7400
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53010001,OFFICE SUPPLIES,1400
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53010007,COMPUTER SUPPLIES,300
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR,1691
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53040001,JANITOR SUPPLIES,150
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53040013,REPAIR & MAINTENANCE PARTS,10800
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53040025,SMALL TOOLS & MINOR EQUIP,1000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53040031,OTHER EQUIPMENT,10000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53130013,CHEMICALS,15000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53160004,UNIFORMS & EQUIPMENT,240
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990602,UTILITIES WASTEWATER TREATMENT,39906,UTILITIES WASTEWATER QUAL LOB,53890022,OTHER SUPPLIES,27000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,51010007,OVERTIME WAGES,300
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52010025,BOTTLED GAS,3950
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52010028,MISCELLANEOUS SRVCS CONTRACTS,850
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52040046,PROFESSIONAL SERVICES-OTHER,63450
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52070010,TELEPHONE,75
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52130001,MEMBERSHIPS,2325
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52250001,ADVERTISING,1000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52310004,POSTAGE,40
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52340016,MACHINERY AND EQUIPMENT MTCE,13600
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,52890001,OTHER SERVICES AND CHARGES,3200
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,53010001,OFFICE SUPPLIES,9180
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,53010007,COMPUTER SUPPLIES,1300
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,53040013,REPAIR & MAINTENANCE PARTS,500
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,53040031,OTHER EQUIPMENT,20400
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,53130013,CHEMICALS,2700
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990603,UTILITIES IND WASTE PRETREAT,39906,UTILITIES WASTEWATER QUAL LOB,53890022,OTHER SUPPLIES,38000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,51010004,PART TIME & TEMPORARY WAGES,14169
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,51010007,OVERTIME WAGES,12373
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52010025,BOTTLED GAS,150
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52010028,MISCELLANEOUS SRVCS CONTRACTS,2550
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52040046,PROFESSIONAL SERVICES-OTHER,1325
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52070001,ELECTRICITY,110000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52070007,NATURAL GAS,5000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52070010,TELEPHONE,3000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52130001,MEMBERSHIPS,325
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52310004,POSTAGE,40
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52340016,MACHINERY AND EQUIPMENT MTCE,35000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52340019,BUILDING MAINTENANCE,400
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,52890001,OTHER SERVICES AND CHARGES,1500
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53010001,OFFICE SUPPLIES,1900
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53010007,COMPUTER SUPPLIES,5000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR,2500
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53040001,JANITOR SUPPLIES,1500
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53040013,REPAIR & MAINTENANCE PARTS,112000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53040022,GROUNDS IMPROVEMENT,18500
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53040025,SMALL TOOLS & MINOR EQUIP,8800
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53040031,OTHER EQUIPMENT,14000
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53130013,CHEMICALS,34300
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53160004,UNIFORMS & EQUIPMENT,4440
399,WATER UTILITIES,3501,WASTEWATER CITY OPERATIONS,3990604,UTILITIES LIFT STATION,39906,UTILITIES WASTEWATER QUAL LOB,53890022,OTHER SUPPLIES,2700
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,74116
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,1227435
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,264318
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,14764
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,244492
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,54489
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,52408
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,867957
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,191285
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990504,UTILITIES DRAPER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,74304
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990504,UTILITIES DRAPER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,1230559
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990504,UTILITIES DRAPER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,253887
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990502,UTILITIES RAW WATER,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,18837
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990502,UTILITIES RAW WATER,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,311964
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990502,UTILITIES RAW WATER,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,69558
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990504,UTILITIES DRAPER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,302
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990504,UTILITIES DRAPER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,4998
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990504,UTILITIES DRAPER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,1159
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,45518
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,753731
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,173881
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,45728
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,757463
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,173909
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51070004,RETIREMENT PENSION CONTRIB,11766
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51010001,SALARIES AND WAGES,155130
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51070001,HEALTH AND WELFARE INSURANCE,15070
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070004,RETIREMENT PENSION CONTRIB,19864
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51010001,SALARIES AND WAGES,324379
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070001,HEALTH AND WELFARE INSURANCE,52164
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990503,UTILITIES LAB AND SYS QUALITY,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,30560
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990503,UTILITIES LAB AND SYS QUALITY,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,506090
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990503,UTILITIES LAB AND SYS QUALITY,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,98536
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB,2989
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES,49500
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE,5797
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB,2988
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES,49500
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE,5796
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB,43017
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES,712393
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE,204252
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990303,UTILITIES DESIGN,39903,UTILITIES ENGINEERING LOB,51070004,RETIREMENT PENSION CONTRIB,39191
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990303,UTILITIES DESIGN,39903,UTILITIES ENGINEERING LOB,51010001,SALARIES AND WAGES,633470
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990303,UTILITIES DESIGN,39903,UTILITIES ENGINEERING LOB,51070001,HEALTH AND WELFARE INSURANCE,94025
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB,16875
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES,279489
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE,52168
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070004,RETIREMENT PENSION CONTRIB,219535
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51010001,SALARIES AND WAGES,3635865
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070001,HEALTH AND WELFARE INSURANCE,956421
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070004,RETIREMENT PENSION CONTRIB,16140
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51010001,SALARIES AND WAGES,267292
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070001,HEALTH AND WELFARE INSURANCE,57960
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB,69381
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES,1149099
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE,255040
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070004,RETIREMENT PENSION CONTRIB,21650
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51010001,SALARIES AND WAGES,358563
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51070001,HEALTH AND WELFARE INSURANCE,92737
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB,46982
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES,778145
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE,166722
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51070004,RETIREMENT PENSION CONTRIB,92920
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51010001,SALARIES AND WAGES,1538791
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51070001,HEALTH AND WELFARE INSURANCE,381400
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990404,UTILITIES LM FLEET OPERATIONS,39904,UTILITIES LINE MAINT LOB,51070004,RETIREMENT PENSION CONTRIB,34441
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990404,UTILITIES LM FLEET OPERATIONS,39904,UTILITIES LINE MAINT LOB,51010001,SALARIES AND WAGES,570368
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990404,UTILITIES LM FLEET OPERATIONS,39904,UTILITIES LINE MAINT LOB,51070001,HEALTH AND WELFARE INSURANCE,127512
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51010007,OVERTIME WAGES,14000
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,52340016,MACHINERY AND EQUIPMENT MTCE,9650
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,52340034,OTHER REPAIRS AND MAINTENANCE,12000
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,52890001,OTHER SERVICES AND CHARGES,2260
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53010001,OFFICE SUPPLIES,3600
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53010007,COMPUTER SUPPLIES,1800
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53040013,REPAIR & MAINTENANCE PARTS,97797
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53040025,SMALL TOOLS & MINOR EQUIP,12250
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53040031,OTHER EQUIPMENT,12700
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53890004,CLOTHING & OTHER,7500
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53890022,OTHER SUPPLIES,2200
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,51010007,OVERTIME WAGES,15468
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,52070010,TELEPHONE,150
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,52310001,PRINTING & BINDING,4500
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,52340034,OTHER REPAIRS AND MAINTENANCE,5125
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,52400007,OTHER EQUIPMENT RENTAL,230
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,52890001,OTHER SERVICES AND CHARGES,2350
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,53010001,OFFICE SUPPLIES,1500
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,53010007,COMPUTER SUPPLIES,2000
399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990203,UTILITIES FIELD SUPPORT,39902,UTILITIES CUST SERVICE LOB,53040013,REPAIR & MAINTENANCE PARTS,56474
