budget_year,account_type,department,fund_code,account_category,amount
FY15-16,Expense,Human Services,1010,,500
FY15-16,Expense,Human Services,1010,,500
FY15-16,Expense,Human Services,1010,,550
FY15-16,Expense,Human Services,1010,,3740
FY15-16,Expense,Human Services,1010,,2481
FY15-16,Expense,Human Services,1010,,720
FY15-16,Expense,Human Services,1010,,3000
FY15-16,Expense,Human Services,1010,,3150
FY15-16,Expense,Human Services,1010,,3230
FY15-16,Expense,Human Services,1010,,3140
FY15-16,Expense,Human Services,1010,,6618
FY15-16,Expense,Human Services,1010,,36720
FY15-16,Expense,Human Services,1010,,2230
FY15-16,Expense,Human Services,1010,,8081
FY15-16,Expense,Human Services,1010,,475374
FY15-16,Expense,Human Services,1010,,1350
FY15-16,Expense,Human Services,1010,,410
FY15-16,Expense,Human Services,1010,,4160
FY15-16,Expense,Human Services,1010,,590
FY15-16,Expense,Human Services,1010,,3350
FY15-16,Expense,Human Services,1010,,7771
FY15-16,Expense,Human Services,1010,,450
FY15-16,Expense,Human Services,1010,,130
FY15-16,Expense,Human Services,1010,,720
FY15-16,Expense,Human Services,1010,,500
FY15-16,Expense,Human Services,1010,,3000
FY15-16,Expense,Human Services,1010,,1710
FY15-16,Expense,Human Services,1010,,240351
FY15-16,Expense,Human Services,1010,,2340
FY15-16,Expense,Human Services,1010,,175296
FY15-16,Expense,Human Services,1010,,569
FY15-16,Expense,Human Services,1010,,3140
FY15-16,Expense,Human Services,1010,,410
FY15-16,Expense,Human Services,1010,,2500
FY15-16,Expense,Human Services,1010,,130
FY15-16,Expense,Human Services,1010,,2000
FY15-16,Expense,Human Services,1010,,3150
FY15-16,Expense,Human Services,1010,,41420
FY15-16,Expense,Human Services,1010,,550
FY15-16,Expense,Human Services,1010,,3350
FY15-16,Expense,Human Services,1010,,410
FY15-16,Expense,Human Services,1010,,1710
FY15-16,Expense,Human Services,1010,,590
FY15-16,Expense,Human Services,1010,,100000
FY15-16,Expense,Human Services,1010,,410
FY15-16,Expense,Human Services,1010,,4120
FY15-16,Expense,Human Services,1010,,49482
FY15-16,Expense,Human Services,1010,,1943
FY15-16,Expense,Human Services,2195,,25079
FY15-16,Expense,Human Services,2114,,12459
FY15-16,Expense,Human Services,1010,,650
FY15-16,Expense,Human Services,2195,,157
FY15-16,Expense,Human Services,2195,,1500
FY15-16,Expense,Human Services,2195,,965
FY15-16,Expense,Human Services,2195,,3248
FY15-16,Expense,Human Services,2114,,137654
FY15-16,Expense,Human Services,1010,,1500
FY15-16,Expense,Human Services,1010,,2362
FY15-16,Expense,Human Services,2195,,7614
FY15-16,Expense,Human Services,1010,,9134
FY15-16,Expense,Human Services,1010,,37029
FY15-16,Expense,Human Services,2195,,965
FY15-16,Expense,Human Services,2195,,14760
FY15-16,Expense,Human Services,2195,,679
FY15-16,Expense,Human Services,2114,,60104
FY15-16,Expense,Human Services,2195,,700
FY15-16,Expense,Human Services,2195,,21231
FY15-16,Expense,Human Services,1010,,10999
FY15-16,Expense,Human Services,1010,,18688
FY15-16,Expense,Human Services,2114,,90840
FY15-16,Expense,Human Services,1010,,3035
FY15-16,Expense,Human Services,1010,,1000
FY15-16,Expense,Human Services,1010,,5375
FY15-16,Expense,Human Services,2195,,1639
FY15-16,Expense,Human Services,1010,,6210
FY15-16,Expense,Human Services,2195,,700
FY15-16,Expense,Human Services,1010,,15821
FY15-16,Expense,Human Services,2114,,24687
FY15-16,Expense,Human Services,1010,,1600
FY15-16,Expense,Human Services,1010,,18099
FY15-16,Expense,Human Services,2114,,1700
FY15-16,Expense,Human Services,2114,,358668
FY15-16,Expense,Human Services,2114,,1000
FY15-16,Expense,Human Services,2114,,8292
FY15-16,Expense,Human Services,1010,,610
FY15-16,Expense,Human Services,1010,,500
FY15-16,Expense,Human Services,1010,,7732
FY15-16,Expense,Human Services,2114,,19408
FY15-16,Expense,Human Services,2195,,1388
FY15-16,Expense,Human Services,2195,,200
FY15-16,Expense,Human Services,2195,,1943
FY15-16,Expense,Human Services,1010,,6900
FY15-16,Expense,Human Services,1010,,806
FY15-16,Expense,Human Services,2195,,3060
FY15-16,Expense,Human Services,2195,,545
FY15-16,Expense,Human Services,1010,,1440
FY15-16,Expense,Human Services,1010,,500
FY15-16,Expense,Human Services,1010,,6510
FY15-16,Expense,Human Services,1010,,1695
FY15-16,Expense,Human Services,2114,,4140
FY15-16,Expense,Human Services,1010,,1284
FY15-16,Expense,Human Services,2195,,8000
FY15-16,Expense,Human Services,2114,,10547
FY15-16,Expense,Human Services,2114,,40378
FY15-16,Expense,Human Services,1010,,3330
FY15-16,Expense,Human Services,2195,,4100
FY15-16,Expense,Human Services,2195,,100
FY15-16,Expense,Human Services,2195,,49695
FY15-16,Expense,Human Services,2114,,10787
FY15-16,Expense,Human Services,2114,,1004826
FY15-16,Expense,Human Services,2114,,64445
FY15-16,Expense,Human Services,2195,,1419
FY15-16,Expense,Human Services,2195,,3000
FY15-16,Expense,Human Services,2195,,8334
FY15-16,Expense,Human Services,2195,,21715
FY15-16,Expense,Human Services,2195,,1220
FY15-16,Expense,Human Services,1010,,370
FY15-16,Expense,Human Services,1010,,491
FY15-16,Expense,Human Services,2114,,7332
FY15-16,Expense,Human Services,1010,,930
FY15-16,Expense,Human Services,2159,,240
FY15-16,Expense,Human Services,1010,,7102
FY15-16,Expense,Human Services,1010,,64216
FY15-16,Expense,Human Services,2159,,1412
FY15-16,Expense,Human Services,1010,,30
FY15-16,Expense,Human Services,1010,,250
FY15-16,Expense,Human Services,1010,,260
FY15-16,Expense,Human Services,1010,,720
FY15-16,Expense,Human Services,1010,,900
FY15-16,Expense,Human Services,1010,,2190
FY15-16,Expense,Human Services,1010,,1283
FY15-16,Expense,Human Services,1010,,2179
FY15-16,Expense,Human Services,1010,,830
FY15-16,Expense,Human Services,1010,,109112
FY15-16,Expense,Human Services,1010,,4200
FY15-16,Expense,Human Services,2159,,33254
FY15-16,Expense,Human Services,1010,,1660
FY15-16,Expense,Human Services,2159,,1917
FY15-16,Expense,Human Services,1010,,-1676735
FY15-16,Expense,Human Services,1010,,7312
FY15-16,Expense,Human Services,2159,,1000
FY15-16,Expense,Human Services,1010,,2430
FY15-16,Expense,Human Services,1010,,910
FY15-16,Expense,Human Services,1010,,4440
FY15-16,Expense,Human Services,1010,,2830
FY15-16,Expense,Human Services,1010,,2210
FY15-16,Expense,Human Services,1010,,3520
FY15-16,Expense,Human Services,1010,,92371
FY15-16,Expense,Human Services,1010,,870
FY15-16,Expense,Human Services,1010,,540
FY15-16,Expense,Human Services,2159,,16404
FY15-16,Expense,Human Services,1010,,4318
FY15-16,Expense,Human Services,1010,,42346
FY15-16,Expense,Human Services,1010,,2190
FY15-16,Expense,Human Services,1010,,21348
FY15-16,Expense,Human Services,1010,,930
FY15-16,Expense,Human Services,2159,,11150
FY15-16,Expense,Human Services,2159,,825
FY15-16,Expense,Human Services,1010,,47225
FY15-16,Expense,Human Services,1010,,36259
FY15-16,Expense,Human Services,1010,,19911
FY15-16,Expense,Human Services,1010,,1300
FY15-16,Expense,Human Services,1010,,2180
FY15-16,Expense,Human Services,2159,,13053
FY15-16,Expense,Human Services,1780,,59975
FY15-16,Expense,Human Services,1780,,2040
FY15-16,Expense,Human Services,1010,,30000
FY15-16,Expense,Human Services,1010,,250
FY15-16,Expense,Human Services,1010,,216206
FY15-16,Expense,Human Services,1010,,724
FY15-16,Expense,Human Services,1010,,1450
FY15-16,Expense,Human Services,1010,,870
FY15-16,Expense,Human Services,1010,,330
FY15-16,Expense,Human Services,1010,,21371
FY15-16,Expense,Human Services,1780,,740
FY15-16,Expense,Human Services,1010,,150
FY15-16,Expense,Human Services,2159,,34011
FY15-16,Expense,Human Services,2159,,39281
FY15-16,Expense,Human Services,1010,,18092
FY15-16,Expense,Human Services,1010,,517019
FY15-16,Expense,Human Services,1010,,330
FY15-16,Expense,Human Services,1010,,10000
FY15-16,Expense,Human Services,1010,,1160
FY15-16,Expense,Human Services,1010,,2180
FY15-16,Expense,Human Services,1010,,12564
FY15-16,Expense,Human Services,1010,,4303
FY15-16,Expense,Human Services,1010,,6100
FY15-16,Expense,Human Services,1010,,560
FY15-16,Expense,Human Services,1010,,1700
FY15-16,Expense,Human Services,1010,,12577
FY15-16,Expense,Human Services,1010,,200
FY15-16,Expense,Human Services,1010,,830
FY15-16,Expense,Human Services,1010,,780
FY15-16,Expense,Human Services,1010,,1950
FY15-16,Expense,Human Services,1010,,18072
FY15-16,Expense,Human Services,2159,,37540
FY15-16,Expense,Human Services,2159,,16039
FY15-16,Expense,Human Services,1010,,3540
FY15-16,Expense,Human Services,1010,,1700
FY15-16,Expense,Human Services,1010,,1040
FY15-16,Expense,Human Services,1010,,780
FY15-16,Expense,Human Services,1010,,2830
FY15-16,Expense,Human Services,1010,,14488
FY15-16,Expense,Human Services,2159,,19482
FY15-16,Expense,Human Services,2159,,-23553
FY15-16,Expense,Human Services,2159,,80
FY15-16,Expense,Human Services,1010,,10000
FY15-16,Expense,Human Services,1010,,740
FY15-16,Expense,Human Services,1010,,2120
FY15-16,Expense,Human Services,1010,,4370
FY15-16,Expense,Human Services,1010,,825
FY15-16,Expense,Human Services,1010,,200
FY15-16,Expense,Human Services,1010,,42301
FY15-16,Expense,Human Services,1010,,6190
FY15-16,Expense,Human Services,2159,,6296
FY15-16,Expense,Human Services,1010,,2120
FY15-16,Expense,Human Services,1010,,22760
FY15-16,Expense,Human Services,2159,,4030
FY15-16,Expense,Human Services,1010,,900
FY15-16,Expense,Human Services,2159,,5658
FY15-16,Expense,Human Services,2159,,77834
FY15-16,Expense,Human Services,1010,,1660
FY15-16,Expense,Human Services,2159,,2
FY15-16,Expense,Human Services,2159,,413
FY15-16,Expense,Human Services,1010,,1845
FY15-16,Expense,Human Services,1010,,7094
FY15-16,Expense,Human Services,1010,,2260
FY15-16,Expense,Human Services,1010,,540
FY15-16,Expense,Human Services,2159,,28474
FY15-16,Expense,Human Services,2159,,18945
FY15-16,Expense,Human Services,1010,,120
FY15-16,Expense,Human Services,1010,,200
FY15-16,Expense,Human Services,1010,,1450
FY15-16,Expense,Human Services,2159,,23118
FY15-16,Expense,Human Services,1010,,26520
FY15-16,Expense,Human Services,1010,,730
FY15-16,Expense,Human Services,1010,,560
FY15-16,Expense,Human Services,1010,,2830
FY15-16,Expense,Human Services,1010,,10192
FY15-16,Expense,Human Services,1010,,8700
FY15-16,Expense,Human Services,1010,,1698
FY15-16,Expense,Human Services,1010,,2724
FY15-16,Expense,Human Services,1010,,3008
FY15-16,Expense,Human Services,1010,,5111
FY15-16,Expense,Human Services,1010,,29103
FY15-16,Expense,Human Services,1010,,68118
FY15-16,Expense,Human Services,1010,,20232
FY15-16,Expense,Human Services,1010,,30669
FY15-16,Expense,Human Services,1010,,25964
FY15-16,Expense,Human Services,1010,,60771
FY15-16,Expense,Human Services,1010,,34377
FY15-16,Expense,Human Services,1010,,4327
FY15-16,Expense,Human Services,1010,,18050
FY15-16,Expense,Human Services,1010,,10128
FY15-16,Expense,Human Services,2128,,581645
FY15-16,Expense,Human Services,2128,,1750
FY15-16,Expense,Human Services,2102,,300000
FY15-16,Expense,Human Services,2128,,1500
FY15-16,Expense,Human Services,2128,,6310
FY15-16,Expense,Human Services,2128,,242127
FY15-16,Expense,Human Services,2128,,1500
FY15-16,Expense,Human Services,2138,,768159
FY15-16,Expense,Human Services,2128,,384663
FY15-16,Expense,Human Services,1010,,34001
FY15-16,Expense,Human Services,2128,,41599
FY15-16,Expense,Human Services,2128,,106894
FY15-16,Expense,Human Services,2128,,2469
FY15-16,Expense,Human Services,2128,,5500
FY15-16,Expense,Human Services,2128,,9700
FY15-16,Expense,Human Services,2128,,149312
FY15-16,Expense,Human Services,2128,,1000
FY15-16,Expense,Human Services,1010,,11300
FY15-16,Expense,Human Services,2128,,6700
FY15-16,Expense,Human Services,2128,,8000
FY15-16,Expense,Human Services,2128,,651456
FY15-16,Expense,Human Services,2128,,60000
FY15-16,Expense,Human Services,2128,,44410
FY15-16,Expense,Human Services,2128,,6750
FY15-16,Expense,Human Services,2128,,29470
FY15-16,Expense,Human Services,2128,,500
FY15-16,Expense,Human Services,2128,,7020
FY15-16,Expense,Human Services,2128,,25000
FY15-16,Expense,Human Services,2128,,6300
FY15-16,Expense,Human Services,2128,,700
FY15-16,Expense,Human Services,2128,,6166
FY15-16,Expense,Human Services,2128,,7500
FY15-16,Expense,Human Services,2128,,5000
FY15-16,Expense,Human Services,2128,,106620
FY15-16,Expense,Human Services,2128,,57200
FY15-16,Expense,Human Services,2128,,2100
FY15-16,Expense,Human Services,2128,,500
FY15-16,Expense,Human Services,2128,,172005
FY15-16,Expense,Human Services,2128,,1170
FY15-16,Expense,Human Services,2128,,14622
FY15-16,Expense,Human Services,2128,,3767
FY15-16,Expense,Human Services,2128,,1814
FY15-16,Expense,Human Services,2128,,548430
FY15-16,Expense,Human Services,2128,,2355688
FY15-16,Expense,Human Services,2128,,8000
FY15-16,Expense,Human Services,2128,,600
FY15-16,Expense,Human Services,2128,,10000
FY15-16,Expense,Human Services,2128,,21696
FY15-16,Expense,Human Services,2128,,1598402
FY15-16,Expense,Human Services,2128,,-1097225
FY15-16,Expense,Human Services,2128,,3400
FY15-16,Expense,Human Services,2128,,1195
FY15-16,Expense,Human Services,2128,,62264
FY15-16,Expense,Human Services,2128,,42991
FY15-16,Expense,Human Services,2128,,1200
FY15-16,Expense,Human Services,2128,,-11100
FY15-16,Expense,Human Services,2128,,306402
FY15-16,Expense,Human Services,2128,,95084
FY15-16,Expense,Human Services,2102,,2000
FY15-16,Expense,Human Services,2128,,6866
FY15-16,Expense,Human Services,2128,,10000
FY15-16,Expense,Human Services,2128,,35461
FY15-16,Expense,Human Services,2128,,1846
FY15-16,Expense,Human Services,2128,,2104
FY15-16,Expense,Human Services,2128,,12769
FY15-16,Expense,Human Services,2128,,3015019
FY15-16,Expense,Human Services,2128,,2800
FY15-16,Expense,Human Services,2128,,15000
FY15-16,Expense,Human Services,2128,,791
FY15-16,Expense,Human Services,2128,,49230
FY15-16,Expense,Human Services,2128,,3465
FY15-16,Expense,Human Services,2128,,27540
FY15-16,Expense,Human Services,2128,,110000
FY15-16,Expense,Human Services,2128,,5928
FY15-16,Expense,Human Services,2128,,1288110
FY15-16,Expense,Human Services,2128,,36270
FY15-16,Expense,Human Services,2128,,15176
FY15-16,Expense,Human Services,2128,,27912
FY15-16,Expense,Human Services,1010,,200199
FY15-16,Expense,Human Services,2128,,31457
FY15-16,Expense,Human Services,2128,,600
FY15-16,Expense,Human Services,2128,,1521591
FY15-16,Expense,Human Services,2128,,2933
FY15-16,Expense,Human Services,2138,,3421
FY15-16,Expense,Human Services,2128,,2399272
FY15-16,Expense,Human Services,2128,,2039
FY15-16,Expense,Human Services,2128,,13420
FY15-16,Expense,Human Services,2128,,12310
FY15-16,Expense,Human Services,2128,,600
FY15-16,Expense,Human Services,2128,,2000
FY15-16,Expense,Human Services,2128,,566725
FY15-16,Expense,Human Services,2128,,21033
FY15-16,Expense,Human Services,2128,,7500
FY15-16,Expense,Human Services,2138,,95262
FY15-16,Expense,Human Services,2102,,20000
FY15-16,Expense,Human Services,2128,,26700
FY15-16,Expense,Human Services,2128,,8332
FY15-16,Expense,Human Services,2128,,285720
FY15-16,Expense,Human Services,2128,,12300
FY15-16,Expense,Human Services,2128,,24845
FY15-16,Expense,Human Services,2128,,6938
FY15-16,Expense,Human Services,2128,,167800
FY15-16,Expense,Human Services,2128,,64220
FY15-16,Expense,Human Services,2128,,239194
FY15-16,Expense,Human Services,2128,,21508
FY15-16,Expense,Human Services,2128,,1400
FY15-16,Expense,Human Services,2128,,30336
FY15-16,Expense,Human Services,2128,,117595
FY15-16,Expense,Human Services,2128,,73723
FY15-16,Expense,Human Services,2128,,2061
FY15-16,Expense,Human Services,2128,,61276
FY15-16,Expense,Human Services,2128,,5694
FY15-16,Expense,Human Services,2128,,895506
FY15-16,Expense,Human Services,2128,,613456
FY15-16,Expense,Human Services,2128,,5941
FY15-16,Expense,Human Services,2128,,10814
FY15-16,Expense,Human Services,2128,,2700
FY15-16,Expense,Human Services,2128,,100000
FY15-16,Expense,Human Services,2128,,8000
FY15-16,Expense,Human Services,2128,,1600
FY15-16,Expense,Human Services,2128,,5000
FY15-16,Expense,Human Services,2102,,219000
FY15-16,Expense,Human Services,2128,,154896
FY15-16,Expense,Human Services,2128,,4000
FY15-16,Expense,Human Services,2128,,35000
FY15-16,Expense,Human Services,2128,,36030
FY15-16,Expense,Human Services,2128,,1933
FY15-16,Expense,Human Services,2128,,766
FY15-16,Expense,Human Services,2128,,3510
FY15-16,Expense,Human Services,2128,,8569
FY15-16,Expense,Human Services,2138,,29079
FY15-16,Expense,Human Services,2128,,2500
FY15-16,Expense,Human Services,2102,,4000
FY15-16,Expense,Human Services,2128,,7500
FY15-16,Expense,Human Services,2128,,9455
FY15-16,Expense,Human Services,2138,,50000
FY15-16,Expense,Human Services,2128,,12322
FY15-16,Expense,Human Services,2128,,18367
FY15-16,Expense,Human Services,2128,,10228
FY15-16,Expense,Human Services,2128,,60101
FY15-16,Expense,Human Services,2128,,293139
FY15-16,Expense,Human Services,2128,,11684
FY15-16,Expense,Human Services,2128,,9500
FY15-16,Expense,Human Services,2128,,4147
FY15-16,Expense,Human Services,2128,,86535
FY15-16,Expense,Human Services,2128,,73258
FY15-16,Expense,Human Services,2128,,234363
FY15-16,Expense,Human Services,2128,,69609
FY15-16,Expense,Human Services,2128,,2036
FY15-16,Expense,Human Services,2128,,180782
FY15-16,Expense,Human Services,2128,,77308
FY15-16,Expense,Human Services,2128,,70540
FY15-16,Expense,Human Services,2128,,2404
FY15-16,Expense,Human Services,2128,,171467
FY15-16,Expense,Human Services,2128,,237491
FY15-16,Expense,Human Services,2128,,101465
FY15-16,Expense,Human Services,2128,,4680
FY15-16,Expense,Human Services,2128,,119855
FY15-16,Expense,Human Services,2128,,100128
FY15-16,Expense,Human Services,2128,,1414
FY15-16,Expense,Human Services,2128,,4764
FY15-16,Expense,Human Services,2128,,7427
FY15-16,Expense,Human Services,2128,,59
FY15-16,Expense,Human Services,2128,,69383
FY15-16,Expense,Human Services,2128,,1112
FY15-16,Expense,Human Services,2128,,118277
FY15-16,Expense,Human Services,2128,,50928
FY15-16,Expense,Human Services,2128,,29670
FY15-16,Expense,Human Services,2128,,10500
FY15-16,Expense,Human Services,2128,,2500
FY15-16,Expense,Human Services,2128,,2800
FY15-16,Expense,Human Services,2128,,600
FY15-16,Expense,Human Services,2128,,1750
FY15-16,Expense,Human Services,2128,,1000
FY15-16,Expense,Human Services,2128,,10330
FY15-16,Expense,Human Services,2128,,109449
FY15-16,Expense,Human Services,2128,,46760
FY15-16,Expense,Human Services,2128,,28993
FY15-16,Expense,Human Services,2128,,109120
FY15-16,Expense,Human Services,2128,,55235
FY15-16,Expense,Human Services,1010,,1465
FY15-16,Expense,Human Services,2128,,4884
FY15-16,Expense,Human Services,2128,,57449
FY15-16,Expense,Human Services,2128,,24544
FY15-16,Expense,Human Services,2128,,20071
FY15-16,Expense,Human Services,2128,,17063
FY15-16,Expense,Human Services,2128,,31833
FY15-16,Expense,Human Services,2128,,988
FY15-16,Expense,Human Services,2128,,4373
FY15-16,Expense,Human Services,2128,,898
FY15-16,Expense,Human Services,2128,,10235
FY15-16,Expense,Human Services,2128,,3040
FY15-16,Expense,Human Services,1010,,2488
FY15-16,Expense,Human Services,1010,,4930
FY15-16,Expense,Human Services,2128,,5165
FY15-16,Expense,Human Services,2128,,2575
FY15-16,Expense,Human Services,2128,,26424
FY15-16,Expense,Human Services,2128,,1949
FY15-16,Expense,Human Services,2128,,984
FY15-16,Expense,Human Services,2128,,9676
FY15-16,Expense,Human Services,2128,,833
FY15-16,Expense,Human Services,2128,,212158
FY15-16,Expense,Human Services,2128,,4134
FY15-16,Expense,Human Services,2128,,41879
FY15-16,Expense,Human Services,2128,,579
FY15-16,Expense,Human Services,2128,,3024
FY15-16,Expense,Human Services,1010,,827
FY15-16,Expense,Human Services,2128,,52298
FY15-16,Expense,Human Services,1010,,2107
FY15-16,Expense,Human Services,2128,,10142
FY15-16,Expense,Human Services,2128,,107069
FY15-16,Expense,Human Services,2128,,1526
FY15-16,Expense,Human Services,2128,,9455
FY15-16,Expense,Human Services,2128,,16065
FY15-16,Expense,Human Services,2128,,1292
FY15-16,Expense,Human Services,2128,,13600
FY15-16,Expense,Human Services,2128,,32508
FY15-16,Expense,Human Services,2128,,63013
FY15-16,Expense,Human Services,2128,,90642
FY15-16,Expense,Human Services,2128,,2874
FY15-16,Expense,Human Services,2102,,10781
FY15-16,Expense,Human Services,2102,,360
FY15-16,Expense,Human Services,2102,,11203
FY15-16,Expense,Human Services,2102,,11466
FY15-16,Expense,Human Services,2102,,16493
FY15-16,Expense,Human Services,2102,,4000
FY15-16,Expense,Human Services,2102,,264553
FY15-16,Expense,Human Services,2102,,300
FY15-16,Expense,Human Services,2102,,19482
FY15-16,Expense,Human Services,2102,,1300
FY15-16,Expense,Human Services,2102,,38604
FY15-16,Expense,Human Services,2102,,6120
FY15-16,Expense,Human Services,2102,,5783
FY15-16,Expense,Human Services,2102,,3188
FY15-16,Expense,Human Services,2102,,-15743
FY15-16,Expense,Human Services,2102,,167909
FY15-16,Expense,Human Services,2102,,75385
FY15-16,Expense,Human Services,2102,,28932
FY15-16,Expense,Human Services,2102,,500
FY15-16,Expense,Human Services,2102,,500
FY15-16,Expense,Human Services,2102,,6514
FY15-16,Expense,Human Services,2102,,22523
FY15-16,Expense,Human Services,2102,,22616
FY15-16,Expense,Human Services,1780,,500
FY15-16,Expense,Human Services,1780,,1000
FY15-16,Expense,Human Services,1010,,11876
FY15-16,Expense,Human Services,1780,,860550
FY15-16,Expense,Human Services,1010,,10000
FY15-16,Expense,Human Services,1010,,15521
FY15-16,Expense,Human Services,1780,,155693
FY15-16,Expense,Human Services,1780,,188849
FY15-16,Expense,Human Services,1780,,131018
FY15-16,Expense,Human Services,1010,,70814
FY15-16,Expense,Human Services,1010,,56250
FY15-16,Expense,Human Services,1780,,1038
FY15-16,Expense,Human Services,1780,,306664
FY15-16,Expense,Human Services,1780,,2040
FY15-16,Expense,Human Services,1780,,21208
FY15-16,Expense,Human Services,1010,,35738
FY15-16,Expense,Human Services,1010,,21033
FY15-16,Expense,Human Services,1010,,26373
FY15-16,Expense,Human Services,1780,,1000
FY15-16,Expense,Human Services,1780,,144
FY15-16,Expense,Human Services,1780,,6000
FY15-16,Expense,Human Services,1010,,1000
FY15-16,Expense,Human Services,1780,,14744
FY15-16,Expense,Human Services,1010,,1550
FY15-16,Expense,Human Services,1010,,330
FY15-16,Expense,Human Services,1780,,279
FY15-16,Expense,Human Services,1010,,1000
FY15-16,Expense,Human Services,1780,,62361
FY15-16,Expense,Human Services,1780,,3000
FY15-16,Expense,Human Services,1780,,3000
FY15-16,Expense,Human Services,1780,,5547
FY15-16,Expense,Human Services,1780,,11727790
FY15-16,Expense,Human Services,1010,,52258
FY15-16,Expense,Human Services,1780,,1000
FY15-16,Expense,Human Services,1780,,154765
FY15-16,Expense,Human Services,1780,,1320
FY15-16,Expense,Human Services,1010,,100
FY15-16,Expense,Human Services,1010,,1000
FY15-16,Expense,Human Services,1780,,740
FY15-16,Expense,Human Services,1780,,25052
FY15-16,Expense,Human Services,1780,,1360
FY15-16,Expense,Human Services,1780,,170
FY15-16,Expense,Human Services,1010,,8764
FY15-16,Expense,Human Services,1780,,91085
FY15-16,Expense,Human Services,1780,,5800
FY15-16,Expense,Human Services,1010,,3890
FY15-16,Expense,Human Services,1010,,1000
FY15-16,Expense,Human Services,1010,,22326
FY15-16,Expense,Human Services,1780,,59754
FY15-16,Expense,Human Services,1010,,800
FY15-16,Expense,Human Services,1780,,49640
FY15-16,Expense,Human Services,1010,,5800
FY15-16,Expense,Human Services,1010,,30255
FY15-16,Expense,Human Services,1010,,6826
FY15-16,Expense,Human Services,2252,,453756
FY15-16,Expense,Human Services,2252,,15760
FY15-16,Expense,Human Services,2252,,29221
FY15-16,Expense,Human Services,1010,,40703
FY15-16,Expense,Human Services,2252,,91122
FY15-16,Expense,Human Services,2252,,25115
FY15-16,Expense,Human Services,2252,,47
FY15-16,Expense,Human Services,2152,,30242
FY15-16,Expense,Human Services,2252,,159
FY15-16,Expense,Human Services,2252,,153893
FY15-16,Expense,Human Services,2252,,12776
FY15-16,Expense,Human Services,2252,,3000
FY15-16,Expense,Human Services,2252,,18914
FY15-16,Expense,Human Services,2252,,79073
FY15-16,Expense,Human Services,2252,,68394
FY15-16,Expense,Human Services,2252,,20315
FY15-16,Expense,Human Services,2252,,68
FY15-16,Expense,Human Services,2252,,63348
FY15-16,Expense,Human Services,2252,,63678
FY15-16,Expense,Human Services,2152,,13215
FY15-16,Expense,Human Services,2152,,5072
FY15-16,Expense,Human Services,2252,,214956
FY15-16,Expense,Human Services,2252,,900000
FY15-16,Expense,Human Services,2252,,80
FY15-16,Expense,Human Services,2252,,107636
FY15-16,Expense,Human Services,2252,,743
FY15-16,Expense,Human Services,2252,,26644
FY15-16,Expense,Human Services,2252,,7913
FY15-16,Expense,Human Services,1010,,20541
FY15-16,Expense,Human Services,2252,,1080000
FY15-16,Expense,Human Services,2252,,14856
FY15-16,Expense,Human Services,2252,,16987
FY15-16,Expense,Human Services,2252,,700
FY15-16,Expense,Human Services,2252,,983000
FY15-16,Expense,Human Services,2252,,310800
FY15-16,Expense,Human Services,2252,,6801
FY15-16,Expense,Human Services,2252,,1000
FY15-16,Expense,Human Services,2252,,40000
FY15-16,Expense,Human Services,2252,,32136
FY15-16,Expense,Human Services,2252,,14781
FY15-16,Expense,Human Services,2152,,-72481
FY15-16,Expense,Human Services,2152,,15263
FY15-16,Expense,Human Services,2252,,333000
FY15-16,Expense,Human Services,2252,,17404
FY15-16,Expense,Human Services,2252,,34516
FY15-16,Expense,Human Services,1010,,10
FY15-16,Expense,Human Services,2252,,4728
FY15-16,Expense,Human Services,2252,,64000
FY15-16,Expense,Human Services,2252,,40737
FY15-16,Expense,Human Services,2252,,1000
FY15-16,Expense,Human Services,1010,,12089
FY15-16,Expense,Human Services,2252,,11990
FY15-16,Expense,Human Services,2252,,500
FY15-16,Expense,Human Services,2252,,1650
FY15-16,Expense,Human Services,2252,,150000
FY15-16,Expense,Human Services,2252,,213281
FY15-16,Expense,Human Services,2252,,40368
FY15-16,Expense,Human Services,2252,,1170
FY15-16,Expense,Human Services,2252,,12099
FY15-16,Expense,Human Services,2252,,50016
FY15-16,Expense,Human Services,2252,,175000
FY15-16,Expense,Human Services,2152,,12921
FY15-16,Expense,Human Services,2252,,8034
FY15-16,Expense,Human Services,2252,,4681
FY15-16,Expense,Human Services,2152,,8983
FY15-16,Expense,Human Services,2252,,43691
FY15-16,Expense,Human Services,2252,,49766
FY15-16,Expense,Human Services,2252,,460000
FY15-16,Expense,Human Services,2252,,219514
FY15-16,Expense,Human Services,2252,,125000
FY15-16,Expense,Human Services,2252,,5
FY15-16,Expense,Human Services,2252,,7954
FY15-16,Expense,Human Services,2252,,11092
FY15-16,Expense,Human Services,2252,,-206751
FY15-16,Expense,Human Services,2252,,21369
FY15-16,Expense,Human Services,2252,,490
FY15-16,Expense,Human Services,2252,,2000
FY15-16,Expense,Human Services,2252,,14193
FY15-16,Expense,Human Services,2252,,17247
FY15-16,Expense,Human Services,2252,,500
FY15-16,Expense,Human Services,2252,,21262
FY15-16,Expense,Human Services,2252,,15920
FY15-16,Expense,Human Services,2252,,13446
FY15-16,Expense,Human Services,2252,,300
FY15-16,Expense,Human Services,1010,,17390
FY15-16,Expense,Human Services,2252,,125000
FY15-16,Expense,Human Services,2252,,11383
FY15-16,Expense,Human Services,2252,,27206
