budget_year,department,fund_code,account_type,account_category,amount
FY13-14,Police Department,1010,Expense,,80153
FY13-14,Police Department,1010,Expense,,1120
FY13-14,Police Department,1010,Expense,,15090
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,1675
FY13-14,Police Department,1010,Expense,,17942
FY13-14,Police Department,1010,Expense,,33047
FY13-14,Police Department,1010,Expense,,34196
FY13-14,Police Department,1010,Expense,,96174
FY13-14,Police Department,1010,Expense,,47514
FY13-14,Police Department,1010,Expense,,304886
FY13-14,Police Department,1010,Expense,,92478
FY13-14,Police Department,1010,Expense,,2417873
FY13-14,Police Department,1010,Expense,,5040
FY13-14,Police Department,1010,Expense,,1960
FY13-14,Police Department,1010,Expense,,24940
FY13-14,Police Department,1010,Expense,,216490
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,20800
FY13-14,Police Department,1010,Expense,,86514
FY13-14,Police Department,1010,Expense,,46404
FY13-14,Police Department,1010,Expense,,160753
FY13-14,Police Department,1010,Expense,,5659
FY13-14,Police Department,1010,Expense,,28675
FY13-14,Police Department,1010,Expense,,5659
FY13-14,Police Department,1010,Expense,,3250
FY13-14,Police Department,1010,Expense,,13129
FY13-14,Police Department,1010,Expense,,84249
FY13-14,Police Department,1010,Expense,,20700
FY13-14,Police Department,1010,Expense,,541215
FY13-14,Police Department,1010,Expense,,16555
FY13-14,Police Department,1010,Expense,,106235
FY13-14,Police Department,1010,Expense,,37453
FY13-14,Police Department,1010,Expense,,1089687
FY13-14,Police Department,1010,Expense,,22650
FY13-14,Police Department,1010,Expense,,145342
FY13-14,Police Department,1010,Expense,,39454
FY13-14,Police Department,1010,Expense,,1031544
FY13-14,Police Department,1010,Expense,,35000
FY13-14,Police Department,1010,Expense,,26510
FY13-14,Police Department,1010,Expense,,170
FY13-14,Police Department,1010,Expense,,242493
FY13-14,Police Department,1010,Expense,,653780
FY13-14,Police Department,1010,Expense,,2500
FY13-14,Police Department,1010,Expense,,1960
FY13-14,Police Department,1010,Expense,,4150
FY13-14,Police Department,1010,Expense,,5600
FY13-14,Police Department,1010,Expense,,8093
FY13-14,Police Department,1010,Expense,,43948
FY13-14,Police Department,1010,Expense,,3350
FY13-14,Police Department,1010,Expense,,5385
FY13-14,Police Department,1010,Expense,,67007
FY13-14,Police Department,1010,Expense,,146344
FY13-14,Police Department,1010,Expense,,84494
FY13-14,Police Department,1010,Expense,,282961
FY13-14,Police Department,1010,Expense,,115598
FY13-14,Police Department,1010,Expense,,278925
FY13-14,Police Department,1010,Expense,,4800
FY13-14,Police Department,1010,Expense,,49240
FY13-14,Police Department,1010,Expense,,413090
FY13-14,Police Department,1010,Expense,,8030
FY13-14,Police Department,1010,Expense,,38930
FY13-14,Police Department,1010,Expense,,-20660
FY13-14,Police Department,1010,Expense,,4000
FY13-14,Police Department,1010,Expense,,12262
FY13-14,Police Department,1010,Expense,,22749
FY13-14,Police Department,1010,Expense,,8975
FY13-14,Police Department,1010,Expense,,92468
FY13-14,Police Department,1010,Expense,,181894
FY13-14,Police Department,1010,Expense,,176238
FY13-14,Police Department,1010,Expense,,500
FY13-14,Police Department,1010,Expense,,32737
FY13-14,Police Department,1010,Expense,,153084
FY13-14,Police Department,1010,Expense,,960
FY13-14,Police Department,1010,Expense,,1300
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,28103
FY13-14,Police Department,1010,Expense,,1875
FY13-14,Police Department,1010,Expense,,9046
FY13-14,Police Department,1010,Expense,,34267
FY13-14,Police Department,1010,Expense,,11407
FY13-14,Police Department,1010,Expense,,71678
FY13-14,Police Department,1010,Expense,,15606
FY13-14,Police Department,1010,Expense,,65311
FY13-14,Police Department,1010,Expense,,865
FY13-14,Police Department,1010,Expense,,247926
FY13-14,Police Department,1010,Expense,,4250
FY13-14,Police Department,1010,Expense,,7850
FY13-14,Police Department,1010,Expense,,7613
FY13-14,Police Department,1010,Expense,,1000
FY13-14,Police Department,1010,Expense,,3319
FY13-14,Police Department,1010,Expense,,68510
FY13-14,Police Department,1010,Expense,,86387
FY13-14,Police Department,1010,Expense,,118188
FY13-14,Police Department,1010,Expense,,2500
FY13-14,Police Department,1010,Expense,,5510
FY13-14,Police Department,1010,Expense,,5510
FY13-14,Police Department,1010,Expense,,40000
FY13-14,Police Department,1010,Expense,,500
FY13-14,Police Department,1010,Expense,,155696
FY13-14,Police Department,1010,Expense,,8700
FY13-14,Police Department,1010,Expense,,43024
FY13-14,Police Department,1010,Expense,,54252
FY13-14,Police Department,1010,Expense,,74222
FY13-14,Police Department,1010,Expense,,775000
FY13-14,Police Department,1010,Expense,,15750
FY13-14,Police Department,1010,Expense,,177461
FY13-14,Police Department,1010,Expense,,244832
FY13-14,Police Department,1010,Expense,,49036
FY13-14,Police Department,1010,Expense,,67653
FY13-14,Police Department,1010,Expense,,61833
FY13-14,Police Department,1010,Expense,,85308
FY13-14,Police Department,1010,Expense,,84596
FY13-14,Police Department,1010,Expense,,116713
FY13-14,Police Department,1010,Expense,,137210
FY13-14,Police Department,1010,Expense,,409927
FY13-14,Police Department,1010,Expense,,80153
FY13-14,Police Department,1010,Expense,,2760
FY13-14,Police Department,1010,Expense,,7850
FY13-14,Police Department,1010,Expense,,1300
FY13-14,Police Department,1010,Expense,,9600
FY13-14,Police Department,1010,Expense,,3200
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,14600
FY13-14,Police Department,1010,Expense,,4414
FY13-14,Police Department,1010,Expense,,4625
FY13-14,Police Department,1010,Expense,,1275
FY13-14,Police Department,1010,Expense,,4295
FY13-14,Police Department,1010,Expense,,37915
FY13-14,Police Department,1010,Expense,,91759
FY13-14,Police Department,1010,Expense,,17942
FY13-14,Police Department,1010,Expense,,47809
FY13-14,Police Department,1010,Expense,,172223
FY13-14,Police Department,1010,Expense,,34366
FY13-14,Police Department,1010,Expense,,65409
FY13-14,Police Department,1010,Expense,,174888
FY13-14,Police Department,1010,Expense,,34196
FY13-14,Police Department,1010,Expense,,40000
FY13-14,Police Department,1010,Expense,,22000
FY13-14,Police Department,1010,Expense,,15000
FY13-14,Police Department,1010,Expense,,14350
FY13-14,Police Department,1010,Expense,,165000
FY13-14,Police Department,1010,Expense,,15000
FY13-14,Police Department,1010,Expense,,4000
FY13-14,Police Department,1010,Expense,,15000
FY13-14,Police Department,1010,Expense,,2000
FY13-14,Police Department,1010,Expense,,10000
FY13-14,Police Department,1010,Expense,,2000
FY13-14,Police Department,2113,Expense,,2043390
FY13-14,Police Department,2113,Expense,,-373736
FY13-14,Police Department,2113,Expense,,20000
FY13-14,Police Department,2113,Expense,,373736
FY13-14,Police Department,2113,Expense,,678030
FY13-14,Police Department,2113,Expense,,712326
FY13-14,Police Department,2113,Expense,,-3453746
FY13-14,Police Department,1010,Expense,,38178
FY13-14,Police Department,1010,Expense,,1335351
FY13-14,Police Department,1010,Expense,,2520
FY13-14,Police Department,1010,Expense,,16880
FY13-14,Police Department,1010,Expense,,835070
FY13-14,Police Department,1010,Expense,,12000
FY13-14,Police Department,1010,Expense,,6131
FY13-14,Police Department,1010,Expense,,27541
FY13-14,Police Department,1010,Expense,,67266
FY13-14,Police Department,1010,Expense,,16150
FY13-14,Police Department,1010,Expense,,10550
FY13-14,Police Department,1010,Expense,,298905
FY13-14,Police Department,1010,Expense,,13303
FY13-14,Police Department,1010,Expense,,579431
FY13-14,Police Department,1010,Expense,,18200
FY13-14,Police Department,1010,Expense,,569704
FY13-14,Police Department,1010,Expense,,38178
FY13-14,Police Department,1010,Expense,,1390954
FY13-14,Police Department,1010,Expense,,7840
FY13-14,Police Department,1010,Expense,,135060
FY13-14,Police Department,1010,Expense,,4370
FY13-14,Police Department,1010,Expense,,13600
FY13-14,Police Department,1010,Expense,,49966
FY13-14,Police Department,1010,Expense,,70589
FY13-14,Police Department,1010,Expense,,20175
FY13-14,Police Department,1010,Expense,,3250
FY13-14,Police Department,1010,Expense,,10550
FY13-14,Police Department,1010,Expense,,311360
FY13-14,Police Department,1010,Expense,,13303
FY13-14,Police Department,1010,Expense,,611158
FY13-14,Police Department,1010,Expense,,18200
FY13-14,Police Department,1010,Expense,,593430
FY13-14,Police Department,1010,Expense,,38178
FY13-14,Police Department,1010,Expense,,43446
FY13-14,Police Department,1010,Expense,,883809
FY13-14,Police Department,1010,Expense,,2520
FY13-14,Police Department,1010,Expense,,15380
FY13-14,Police Department,1010,Expense,,940
FY13-14,Police Department,1010,Expense,,108230
FY13-14,Police Department,1010,Expense,,8000
FY13-14,Police Department,1010,Expense,,9810
FY13-14,Police Department,1010,Expense,,41708
FY13-14,Police Department,1010,Expense,,9250
FY13-14,Police Department,1010,Expense,,650
FY13-14,Police Department,1010,Expense,,10550
FY13-14,Police Department,1010,Expense,,12005
FY13-14,Police Department,1010,Expense,,197835
FY13-14,Police Department,1010,Expense,,13303
FY13-14,Police Department,1010,Expense,,15138
FY13-14,Police Department,1010,Expense,,378238
FY13-14,Police Department,1010,Expense,,18200
FY13-14,Police Department,1010,Expense,,20711
FY13-14,Police Department,1010,Expense,,377062
FY13-14,Police Department,1010,Expense,,32737
FY13-14,Police Department,1010,Expense,,106964
FY13-14,Police Department,1010,Expense,,5040
FY13-14,Police Department,1010,Expense,,14410
FY13-14,Police Department,1010,Expense,,26700
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,9046
FY13-14,Police Department,1010,Expense,,23943
FY13-14,Police Department,1010,Expense,,11407
FY13-14,Police Department,1010,Expense,,43279
FY13-14,Police Department,1010,Expense,,15606
FY13-14,Police Department,1010,Expense,,45634
FY13-14,Police Department,1010,Expense,,111452
FY13-14,Police Department,1010,Expense,,178163
FY13-14,Police Department,1010,Expense,,1491987
FY13-14,Police Department,1010,Expense,,133574
FY13-14,Police Department,1010,Expense,,1846235
FY13-14,Police Department,1010,Expense,,10420
FY13-14,Police Department,1010,Expense,,35600
FY13-14,Police Department,1010,Expense,,16350
FY13-14,Police Department,1010,Expense,,254970
FY13-14,Police Department,1010,Expense,,19560
FY13-14,Police Department,1010,Expense,,4370
FY13-14,Police Department,1010,Expense,,12800
FY13-14,Police Department,1010,Expense,,1600
FY13-14,Police Department,1010,Expense,,19200
FY13-14,Police Department,1010,Expense,,17162
FY13-14,Police Department,1010,Expense,,29395
FY13-14,Police Department,1010,Expense,,10055
FY13-14,Police Department,1010,Expense,,95123
FY13-14,Police Department,1010,Expense,,56799
FY13-14,Police Department,1010,Expense,,7357
FY13-14,Police Department,1010,Expense,,23725
FY13-14,Police Department,1010,Expense,,15950
FY13-14,Police Department,1010,Expense,,7258
FY13-14,Police Department,1010,Expense,,11601
FY13-14,Police Department,1010,Expense,,4386
FY13-14,Police Department,1010,Expense,,1950
FY13-14,Police Department,1010,Expense,,44264
FY13-14,Police Department,1010,Expense,,49232
FY13-14,Police Department,1010,Expense,,323065
FY13-14,Police Department,1010,Expense,,29898
FY13-14,Police Department,1010,Expense,,413259
FY13-14,Police Department,1010,Expense,,55814
FY13-14,Police Department,1010,Expense,,62079
FY13-14,Police Department,1010,Expense,,634023
FY13-14,Police Department,1010,Expense,,54242
FY13-14,Police Department,1010,Expense,,787494
FY13-14,Police Department,1010,Expense,,76360
FY13-14,Police Department,1010,Expense,,84932
FY13-14,Police Department,1010,Expense,,615744
FY13-14,Police Department,1010,Expense,,56986
FY13-14,Police Department,1010,Expense,,787661
FY13-14,Police Department,1010,Expense,,9000
FY13-14,Police Department,1010,Expense,,32737
FY13-14,Police Department,1010,Expense,,494974
FY13-14,Police Department,1010,Expense,,2520
FY13-14,Police Department,1010,Expense,,24200
FY13-14,Police Department,1010,Expense,,78050
FY13-14,Police Department,1010,Expense,,4800
FY13-14,Police Department,1010,Expense,,24409
FY13-14,Police Department,1010,Expense,,6300
FY13-14,Police Department,1010,Expense,,9046
FY13-14,Police Department,1010,Expense,,110795
FY13-14,Police Department,1010,Expense,,11407
FY13-14,Police Department,1010,Expense,,210724
FY13-14,Police Department,1010,Expense,,15606
FY13-14,Police Department,1010,Expense,,211172
FY13-14,Police Department,1010,Expense,,1671742
FY13-14,Police Department,1010,Expense,,3340
FY13-14,Police Department,1010,Expense,,24360
FY13-14,Police Department,1010,Expense,,4200
FY13-14,Police Department,1010,Expense,,10138
FY13-14,Police Department,1010,Expense,,461945
FY13-14,Police Department,1010,Expense,,582495
FY13-14,Police Department,1010,Expense,,796928
FY13-14,Police Department,1010,Expense,,11474
FY13-14,Police Department,1010,Expense,,975
FY13-14,Police Department,1010,Expense,,54017
FY13-14,Police Department,1010,Expense,,1733
FY13-14,Police Department,1010,Expense,,48867
FY13-14,Police Department,1010,Expense,,10500
FY13-14,Police Department,1010,Expense,,1000
FY13-14,Police Department,1010,Expense,,13800
FY13-14,Police Department,1010,Expense,,5465
FY13-14,Police Department,1010,Expense,,22500
FY13-14,Police Department,1010,Expense,,2280
FY13-14,Police Department,2159,Expense,,80330
FY13-14,Police Department,2159,Expense,,5126
FY13-14,Police Department,2159,Expense,,22197
FY13-14,Police Department,2159,Expense,,27990
FY13-14,Police Department,2159,Expense,,38294
FY13-14,Police Department,2159,Expense,,-72150
FY13-14,Police Department,1010,Expense,,117139
FY13-14,Police Department,1010,Expense,,1650
FY13-14,Police Department,1010,Expense,,32368
FY13-14,Police Department,1010,Expense,,40815
FY13-14,Police Department,1010,Expense,,55841
FY13-14,Police Department,1010,Expense,,32737
FY13-14,Police Department,1010,Expense,,1026148
FY13-14,Police Department,1010,Expense,,244466
FY13-14,Police Department,1010,Expense,,41030
FY13-14,Police Department,1010,Expense,,23970
FY13-14,Police Department,1010,Expense,,2400
FY13-14,Police Department,1010,Expense,,12675
FY13-14,Police Department,1010,Expense,,13684
FY13-14,Police Department,1010,Expense,,4825
FY13-14,Police Department,1010,Expense,,3489
FY13-14,Police Department,1010,Expense,,4307
FY13-14,Police Department,1010,Expense,,9046
FY13-14,Police Department,1010,Expense,,215682
FY13-14,Police Department,1010,Expense,,54723
FY13-14,Police Department,1010,Expense,,11407
FY13-14,Police Department,1010,Expense,,271972
FY13-14,Police Department,1010,Expense,,105184
FY13-14,Police Department,1010,Expense,,15606
FY13-14,Police Department,1010,Expense,,391126
FY13-14,Police Department,1010,Expense,,104298
FY13-14,Police Department,1010,Expense,,9210
FY13-14,Police Department,1010,Expense,,12267
FY13-14,Police Department,1010,Expense,,10000
FY13-14,Police Department,1010,Expense,,10175
FY13-14,Police Department,1010,Expense,,2165
FY13-14,Police Department,1010,Expense,,14000
FY13-14,Police Department,1010,Expense,,31750
FY13-14,Police Department,1010,Expense,,8659
FY13-14,Police Department,1010,Expense,,13710
FY13-14,Police Department,1010,Expense,,1443
FY13-14,Police Department,1010,Expense,,3000
FY13-14,Police Department,1010,Expense,,1443
FY13-14,Police Department,1010,Expense,,723
FY13-14,Police Department,1010,Expense,,17480
FY13-14,Police Department,1010,Expense,,131779
FY13-14,Police Department,1010,Expense,,700
FY13-14,Police Department,1010,Expense,,710
FY13-14,Police Department,1010,Expense,,36414
FY13-14,Police Department,1010,Expense,,45917
FY13-14,Police Department,1010,Expense,,62820
FY13-14,Police Department,1010,Expense,,28860
FY13-14,Police Department,1010,Expense,,4000
FY13-14,Police Department,1010,Expense,,13275
FY13-14,Police Department,1010,Expense,,22000
FY13-14,Police Department,1010,Expense,,15000
FY13-14,Police Department,1010,Expense,,1515
FY13-14,Police Department,1010,Expense,,47514
FY13-14,Police Department,1010,Expense,,814760
FY13-14,Police Department,1010,Expense,,61260
FY13-14,Police Department,1010,Expense,,176330
FY13-14,Police Department,1010,Expense,,1120
FY13-14,Police Department,1010,Expense,,7472
FY13-14,Police Department,1010,Expense,,13129
FY13-14,Police Department,1010,Expense,,225145
FY13-14,Police Department,1010,Expense,,16555
FY13-14,Police Department,1010,Expense,,283899
FY13-14,Police Department,1010,Expense,,22650
FY13-14,Police Department,1010,Expense,,388406
FY13-14,Police Department,1010,Expense,,75771
FY13-14,Police Department,1010,Expense,,4137506
FY13-14,Police Department,1010,Expense,,444525
FY13-14,Police Department,1010,Expense,,276190
FY13-14,Police Department,1010,Expense,,175188
FY13-14,Police Department,1010,Expense,,6680
FY13-14,Police Department,1010,Expense,,139490
FY13-14,Police Department,1010,Expense,,4200
FY13-14,Police Department,1010,Expense,,5600
FY13-14,Police Department,1010,Expense,,141457
FY13-14,Police Department,1010,Expense,,26886
FY13-14,Police Department,1010,Expense,,8375
FY13-14,Police Department,1010,Expense,,56000
FY13-14,Police Department,1010,Expense,,37700
FY13-14,Police Department,1010,Expense,,20938
FY13-14,Police Department,1010,Expense,,1143290
FY13-14,Police Department,1010,Expense,,99504
FY13-14,Police Department,1010,Expense,,26402
FY13-14,Police Department,1010,Expense,,1441658
FY13-14,Police Department,1010,Expense,,202562
FY13-14,Police Department,1010,Expense,,36121
FY13-14,Police Department,1010,Expense,,1972387
FY13-14,Police Department,1010,Expense,,189649
FY13-14,Police Department,1010,Expense,,8470
FY13-14,Police Department,1010,Expense,,23000
FY13-14,Police Department,2411,Expense,,184274
FY13-14,Police Department,2411,Expense,,3822
FY13-14,Police Department,2411,Expense,,50919
FY13-14,Police Department,2411,Expense,,64207
FY13-14,Police Department,2411,Expense,,87845
FY13-14,Police Department,2411,Expense,,28294
FY13-14,Police Department,1010,Expense,,143223
FY13-14,Police Department,1010,Expense,,1487766
FY13-14,Police Department,1010,Expense,,1073612
FY13-14,Police Department,1010,Expense,,-272112
FY13-14,Police Department,1010,Expense,,247284
FY13-14,Police Department,1010,Expense,,5040
FY13-14,Police Department,1010,Expense,,8070
FY13-14,Police Department,1010,Expense,,17240
FY13-14,Police Department,1010,Expense,,213640
FY13-14,Police Department,1010,Expense,,10400
FY13-14,Police Department,1010,Expense,,14224
FY13-14,Police Department,1010,Expense,,4905
FY13-14,Police Department,1010,Expense,,53258
FY13-14,Police Department,1010,Expense,,14714
FY13-14,Police Department,1010,Expense,,17425
FY13-14,Police Department,1010,Expense,,1000
FY13-14,Police Department,1010,Expense,,3736
FY13-14,Police Department,1010,Expense,,39577
FY13-14,Police Department,1010,Expense,,240321
FY13-14,Police Department,1010,Expense,,272112
FY13-14,Police Department,1010,Expense,,49905
FY13-14,Police Department,1010,Expense,,469523
FY13-14,Police Department,1010,Expense,,55791
FY13-14,Police Department,1010,Expense,,87440
FY13-14,Police Department,1010,Expense,,458039
FY13-14,Police Department,1010,Expense,,413599
FY13-14,Police Department,1010,Expense,,9273
FY13-14,Police Department,1010,Expense,,18000
FY13-14,Police Department,1010,Expense,,108000
FY13-14,Police Department,1010,Expense,,300000
FY13-14,Police Department,1010,Expense,,175000
FY13-14,Police Department,1010,Expense,,15000
FY13-14,Police Department,1010,Expense,,55000
FY13-14,Police Department,1010,Expense,,9400
FY13-14,Police Department,1010,Expense,,11900
FY13-14,Police Department,1010,Expense,,11100
FY13-14,Police Department,1010,Expense,,17400
FY13-14,Police Department,1010,Expense,,30700
FY13-14,Police Department,1010,Expense,,45000
FY13-14,Police Department,1010,Expense,,3500
FY13-14,Police Department,1010,Expense,,355851
FY13-14,Police Department,1010,Expense,,48966
FY13-14,Police Department,1010,Expense,,6670
FY13-14,Police Department,1010,Expense,,1500
FY13-14,Police Department,1010,Expense,,1300
FY13-14,Police Department,1010,Expense,,98330
FY13-14,Police Department,1010,Expense,,13531
FY13-14,Police Department,1010,Expense,,123991
FY13-14,Police Department,1010,Expense,,17062
FY13-14,Police Department,1010,Expense,,169638
FY13-14,Police Department,1010,Expense,,23343
FY13-14,Police Department,1010,Expense,,12630
FY13-14,Police Department,1010,Expense,,11000
FY13-14,Police Department,1010,Expense,,2500
FY13-14,Police Department,1010,Expense,,3500
FY13-14,Police Department,1010,Expense,,1500
FY13-14,Police Department,1010,Expense,,147780
FY13-14,Police Department,1010,Expense,,63530
FY13-14,Police Department,1150,Expense,,48966
FY13-14,Police Department,1150,Expense,,75771
FY13-14,Police Department,1150,Expense,,13531
FY13-14,Police Department,1150,Expense,,20938
FY13-14,Police Department,1150,Expense,,17062
FY13-14,Police Department,1150,Expense,,26402
FY13-14,Police Department,1150,Expense,,23343
FY13-14,Police Department,1150,Expense,,36121
FY13-14,Police Department,1150,Expense,,7518
FY13-14,Police Department,1150,Expense,,11634
FY13-14,Police Department,1010,Expense,,41912
FY13-14,Police Department,1010,Expense,,210485
FY13-14,Police Department,1010,Expense,,2960
FY13-14,Police Department,1010,Expense,,1600
FY13-14,Police Department,1010,Expense,,15951
FY13-14,Police Department,1010,Expense,,3350
FY13-14,Police Department,1010,Expense,,11582
FY13-14,Police Department,1010,Expense,,47116
FY13-14,Police Department,1010,Expense,,14604
FY13-14,Police Department,1010,Expense,,91516
FY13-14,Police Department,1010,Expense,,19980
FY13-14,Police Department,1010,Expense,,89800
FY13-14,Police Department,1010,Expense,,4695
FY13-14,Police Department,1010,Expense,,21105
FY13-14,Police Department,1010,Expense,,63312
FY13-14,Police Department,1010,Expense,,25600
FY13-14,Police Department,1010,Expense,,3900
FY13-14,Police Department,1010,Expense,,833326
FY13-14,Police Department,2999,Expense,,300000
FY13-14,Police Department,1010,Expense,,484431
FY13-14,Police Department,1010,Expense,,80153
FY13-14,Police Department,1010,Expense,,2520
FY13-14,Police Department,1010,Expense,,2780
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,4414
FY13-14,Police Department,1010,Expense,,1475
FY13-14,Police Department,1010,Expense,,650
FY13-14,Police Department,1010,Expense,,133860
FY13-14,Police Department,1010,Expense,,17942
FY13-14,Police Department,1010,Expense,,168791
FY13-14,Police Department,1010,Expense,,34432
FY13-14,Police Department,1010,Expense,,230932
FY13-14,Police Department,1010,Expense,,34196
FY13-14,Police Department,1010,Expense,,4840
FY13-14,Police Department,1010,Expense,,1820
FY13-14,Police Department,1010,Expense,,1820
FY13-14,Police Department,2112,Expense,,65458
FY13-14,Police Department,2112,Expense,,18087
FY13-14,Police Department,2112,Expense,,22808
FY13-14,Police Department,2112,Expense,,31204
FY13-14,Police Department,2112,Expense,,10050
FY13-14,Police Department,2411,Expense,,149783
FY13-14,Police Department,2411,Expense,,41389
FY13-14,Police Department,2411,Expense,,52191
FY13-14,Police Department,2411,Expense,,71403
FY13-14,Police Department,2411,Expense,,97591
FY13-14,Police Department,2411,Expense,,250000
FY13-14,Police Department,2411,Expense,,7920
FY13-14,Police Department,2411,Expense,,22998
FY13-14,Police Department,2411,Expense,,5000
FY13-14,Police Department,1010,Expense,,94840
FY13-14,Police Department,1010,Expense,,57120
FY13-14,Police Department,1010,Expense,,160306
FY13-14,Police Department,1010,Expense,,6980
FY13-14,Police Department,1010,Expense,,1600
FY13-14,Police Department,1010,Expense,,8829
FY13-14,Police Department,1010,Expense,,3150
FY13-14,Police Department,1010,Expense,,650
FY13-14,Police Department,1010,Expense,,650
FY13-14,Police Department,1010,Expense,,26207
FY13-14,Police Department,1010,Expense,,15783
FY13-14,Police Department,1010,Expense,,35884
FY13-14,Police Department,1010,Expense,,33046
FY13-14,Police Department,1010,Expense,,19902
FY13-14,Police Department,1010,Expense,,69144
FY13-14,Police Department,1010,Expense,,45211
FY13-14,Police Department,1010,Expense,,27229
FY13-14,Police Department,1010,Expense,,68392
FY13-14,Police Department,1010,Expense,,5000
FY13-14,Police Department,1010,Expense,,200
FY13-14,Police Department,1010,Expense,,22000
FY13-14,Police Department,1010,Expense,,100
FY13-14,Police Department,1010,Expense,,80153
FY13-14,Police Department,1010,Expense,,12470
FY13-14,Police Department,1010,Expense,,8650
FY13-14,Police Department,1010,Expense,,4660
FY13-14,Police Department,1010,Expense,,300750
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,6131
FY13-14,Police Department,1010,Expense,,4414
FY13-14,Police Department,1010,Expense,,1875
FY13-14,Police Department,1010,Expense,,17942
FY13-14,Police Department,1010,Expense,,36578
FY13-14,Police Department,1010,Expense,,34196
FY13-14,Police Department,1010,Expense,,6340
FY13-14,Police Department,1010,Expense,,1000
FY13-14,Police Department,2251,Expense,,500000
FY13-14,Police Department,2251,Expense,,186960
FY13-14,Police Department,2251,Expense,,75600
FY13-14,Police Department,1010,Expense,,1626196
FY13-14,Police Department,1010,Expense,,106964
FY13-14,Police Department,1010,Expense,,84160
FY13-14,Police Department,1010,Expense,,231100
FY13-14,Police Department,1010,Expense,,12868962
FY13-14,Police Department,1010,Expense,,379160
FY13-14,Police Department,1010,Expense,,18060
FY13-14,Police Department,1010,Expense,,19620
FY13-14,Police Department,1010,Expense,,184870
FY13-14,Police Department,1010,Expense,,988660
FY13-14,Police Department,1010,Expense,,8740
FY13-14,Police Department,1010,Expense,,1200
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,2400
FY13-14,Police Department,1010,Expense,,138400
FY13-14,Police Department,1010,Expense,,3200
FY13-14,Police Department,1010,Expense,,10800
FY13-14,Police Department,1010,Expense,,682545
FY13-14,Police Department,1010,Expense,,29002
FY13-14,Police Department,1010,Expense,,13980
FY13-14,Police Department,1010,Expense,,7854
FY13-14,Police Department,1010,Expense,,427878
FY13-14,Police Department,1010,Expense,,10594
FY13-14,Police Department,1010,Expense,,6180
FY13-14,Police Department,1010,Expense,,36415
FY13-14,Police Department,1010,Expense,,29221
FY13-14,Police Department,1010,Expense,,1475
FY13-14,Police Department,1010,Expense,,110100
FY13-14,Police Department,1010,Expense,,1475
FY13-14,Police Department,1010,Expense,,6100
FY13-14,Police Department,1010,Expense,,105675
FY13-14,Police Department,1010,Expense,,8121
FY13-14,Police Department,1010,Expense,,14211
FY13-14,Police Department,1010,Expense,,1300
FY13-14,Police Department,1010,Expense,,422241
FY13-14,Police Department,1010,Expense,,23943
FY13-14,Police Department,1010,Expense,,18839
FY13-14,Police Department,1010,Expense,,2883362
FY13-14,Police Department,1010,Expense,,51730
FY13-14,Police Department,1010,Expense,,84870
FY13-14,Police Department,1010,Expense,,532453
FY13-14,Police Department,1010,Expense,,49894
FY13-14,Police Department,1010,Expense,,36139
FY13-14,Police Department,1010,Expense,,97692
FY13-14,Police Department,1010,Expense,,5666317
FY13-14,Police Department,1010,Expense,,177460
FY13-14,Police Department,1010,Expense,,701598
FY13-14,Police Department,1010,Expense,,45634
FY13-14,Police Department,1010,Expense,,35906
FY13-14,Police Department,1010,Expense,,5495564
FY13-14,Police Department,1010,Expense,,98595
FY13-14,Police Department,1010,Expense,,161762
FY13-14,Police Department,1010,Expense,,16747
FY13-14,Police Department,1010,Expense,,6480
FY13-14,Police Department,2251,Expense,,71634
FY13-14,Police Department,2251,Expense,,2203776
FY13-14,Police Department,2251,Expense,,800
FY13-14,Police Department,2251,Expense,,20800
FY13-14,Police Department,2251,Expense,,127108
FY13-14,Police Department,2251,Expense,,89507
FY13-14,Police Department,2251,Expense,,9250
FY13-14,Police Department,2251,Expense,,5659
FY13-14,Police Department,2251,Expense,,3900
FY13-14,Police Department,2251,Expense,,16035
FY13-14,Police Department,2251,Expense,,474092
FY13-14,Police Department,2251,Expense,,29071
FY13-14,Police Department,2251,Expense,,935679
FY13-14,Police Department,2251,Expense,,30562
FY13-14,Police Department,2251,Expense,,903593
FY13-14,Police Department,2416,Expense,,84160
FY13-14,Police Department,2416,Expense,,84160
FY13-14,Police Department,2416,Expense,,800
FY13-14,Police Department,2416,Expense,,800
FY13-14,Police Department,2416,Expense,,8497
FY13-14,Police Department,2416,Expense,,6437
FY13-14,Police Department,2416,Expense,,7725
FY13-14,Police Department,2416,Expense,,18839
FY13-14,Police Department,2416,Expense,,18839
FY13-14,Police Department,2416,Expense,,36900
FY13-14,Police Department,2416,Expense,,38762
FY13-14,Police Department,2416,Expense,,35906
FY13-14,Police Department,2416,Expense,,35906
