"FundDescription","OperatingUnitDescription","ProgramName","LOBName","Account.Description","Total"
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","OKLAHOMA RIVER ENGINEERING","Oklahoma River","RETIREMENT PENSION CONTRIB",3822
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","OKLAHOMA RIVER ENGINEERING","Oklahoma River","SALARIES AND WAGES",63298
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","BUDGET-CONTINGENCY",315003
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","BUDGET-VACANCY DISCOUNT",-2395
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-ADMIN SRVCS",1056017
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-BANKING CHARGES",171778
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-COLOR COPIES",1000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-IT",233547
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-OCWUT",784000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-PRINT SHOP",1498
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","CHARGEBACK-RISK MANAGEMENT",272075
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","HEALTH AND WELFARE INSURANCE",20288
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","PART TIME & TEMPORARY WAGES",46950
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","RETIREMENT PENSION CONTRIB",6831
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS BUSINESS SERVICES","Public Works Administration","SALARIES AND WAGES",112980
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","BUDGET-VACANCY DISCOUNT",-941
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","CAR ALLOWANCE",1050
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","HEALTH AND WELFARE INSURANCE",2898
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","RETIREMENT PENSION CONTRIB",2723
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","PUB WORKS EXECUTIVE LEADERSHIP","Public Works Administration","SALARIES AND WAGES",44329
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","ADVERTISING",55000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","BUDGET-VACANCY DISCOUNT",-895
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","DRINKS",1000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","FOOD",1000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","HEALTH AND WELFARE INSURANCE",11593
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","OTHER SERVICES AND CHARGES",2000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","OTHER SUPPLIES",14000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","PUBLIC RELATIONS",1000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","RETIREMENT PENSION CONTRIB",2547
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","SALARIES AND WAGES",42188
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR  PUBLIC OUTREACH","Drainage Administration","SHIPPING / FREIGHT",1000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","BUDGET-VACANCY DISCOUNT",-18456
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","CHARGEBACK FUEL",33004
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","CHARGEBACK-VEHICLE MAINTENANCE",22545
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","CLOTHING & OTHER",3000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","COMPUTER SUPPLIES",5000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","EMPLOYEE PARKING",12804
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","EMPLOYEE TRAINING",2000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","EMPLOYEE TRAVEL REIMBURSEMENT",12000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","HEALTH AND WELFARE INSURANCE",159983
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","LICENSES",2380
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","MACHINERY AND EQUIPMENT MTCE",5000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","MEMBERSHIPS",1925
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","MILEAGE REIMBURSEMENT",1000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","MISCELLANEOUS SRVCS CONTRACTS",86350
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","NON-CAPITAL FURNITURE & FIXTUR",3000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","NON-CAPITAL OFFICE MACHINES",15000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","NONTARGET REPAIR PARTS",10000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","OFFICE SUPPLIES",15538
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","OTHER REPAIRS AND MAINTENANCE",2500
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","OTHER SUPPLIES",5000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","OVERTIME WAGES",3000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","PART TIME & TEMPORARY WAGES",25500
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","PRINTING & BINDING",1100
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","REPAIR & MAINTENANCE PARTS",2000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","RETIREMENT PENSION CONTRIB",52546
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","SALARIES AND WAGES",870259
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","SMALL TOOLS & MINOR EQUIP",5000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","STRMWTR CONSTR/INDUSTR PERMIT","Drainage Administration","VEHICLES",25000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","BUDGET-VACANCY DISCOUNT",-19440
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","COMPUTER SUPPLIES",6000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","EMPLOYEE TRAINING",2000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","HEALTH AND WELFARE INSURANCE",129843
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","LICENSES",200
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","MACHINERY AND EQUIPMENT MTCE",5600
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","MEMBERSHIPS",300
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","MILEAGE REIMBURSEMENT",500
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","OFFICE SUPPLIES",1550
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","OTHER SUPPLIES",1000
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","PART TIME & TEMPORARY WAGES",20205
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","RETIREMENT PENSION CONTRIB",55348
"STORMWATER DRAINAGE","DRAINAGE CITY OPERATIONS","TECH REVIEW AND REGULATION","Engineering","SALARIES AND WAGES",916653
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET APPURTENANCE","GO Bond Street Resurfacing","NON-CAPITAL A&E",1121
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET CONSTRUCTION","GO Bond Street Resurfacing","ARCHITECT & ENGINEERING",11264
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET CONSTRUCTION","GO Bond Street Resurfacing","OTHER SERVICES AND CHARGES",21091
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET CONSTRUCTION","GO Bond Street Resurfacing","TESTING",1000
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET LISTED CONTROL ACCOUNT","GO Bond Street Resurfacing","BUDGET-CONTINGENCY",8002
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET RESURFACING","GO Bond Street Resurfacing","CONSTRUCTION IN PROGRESS",300000
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET RESURFACING","GO Bond Street Resurfacing","NON-CAPITAL CONSTRUCTION",149291
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET RESURFACING","GO Bond Street Resurfacing","OTHER SUPPLIES",514875
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET RESURFACING","GO Bond Street Resurfacing","REPAIR & MAINTENANCE PARTS",5793
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET RESURFACING","GO Bond Street Resurfacing","TESTING",3102
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREET WIDENING","GO Bond Street Resurfacing","ARCHITECT & ENGINEERING",7652
"STREET & ALLEY","STREET & ALLEY CAP-RSTR","STREETS","Street & Drainage Maint","NON-CAPITAL CONSTRUCTION",3156
"TRANSPORTATION","TRANSIT","BUS OPERATIONS","Public Transportation","BUDGET-SALARY RESERVE",26458
"TRANSPORTATION","TRANSIT","BUS OPERATIONS","Public Transportation","HEALTH AND WELFARE INSURANCE",34779
"TRANSPORTATION","TRANSIT","BUS OPERATIONS","Public Transportation","RETIREMENT PENSION CONTRIB",12375
"TRANSPORTATION","TRANSIT","BUS OPERATIONS","Public Transportation","SALARIES AND WAGES",204947
"TRANSPORTATION","TRANSIT","BUSINESS SERVICES","Transit","BUDGET-SALARY RESERVE",49556
"TRANSPORTATION","TRANSIT","BUSINESS SERVICES","Transit","HEALTH AND WELFARE INSURANCE",46372
"TRANSPORTATION","TRANSIT","BUSINESS SERVICES","Transit","RETIREMENT PENSION CONTRIB",16691
"TRANSPORTATION","TRANSIT","BUSINESS SERVICES","Transit","SALARIES AND WAGES",276433
"TRANSPORTATION","TRANSIT","EXECUTIVE LEADERSHIP","Transit","BUDGET-CONTINGENCY",36482
"TRANSPORTATION","TRANSIT","EXECUTIVE LEADERSHIP","Transit","BUDGET-SALARY RESERVE",19000
"TRANSPORTATION","TRANSIT","EXECUTIVE LEADERSHIP","Transit","CAR ALLOWANCE",3000
"TRANSPORTATION","TRANSIT","EXECUTIVE LEADERSHIP","Transit","HEALTH AND WELFARE INSURANCE",55067
"TRANSPORTATION","TRANSIT","EXECUTIVE LEADERSHIP","Transit","RETIREMENT PENSION CONTRIB",29961
"TRANSPORTATION","TRANSIT","EXECUTIVE LEADERSHIP","Transit","SALARIES AND WAGES",463083
"TRANSPORTATION","TRANSIT","FACILITY MANAGEMENT","Public Transportation","HEALTH AND WELFARE INSURANCE",11593
"TRANSPORTATION","TRANSIT","FACILITY MANAGEMENT","Public Transportation","RETIREMENT PENSION CONTRIB",4137
"TRANSPORTATION","TRANSIT","FACILITY MANAGEMENT","Public Transportation","SALARIES AND WAGES",68511
"TRANSPORTATION","TRANSIT","METRO LIFT ADA TRANSPORTATION","Public Transportation","HEALTH AND WELFARE INSURANCE",11593
"TRANSPORTATION","TRANSIT","METRO LIFT ADA TRANSPORTATION","Public Transportation","RETIREMENT PENSION CONTRIB",3001
"TRANSPORTATION","TRANSIT","METRO LIFT ADA TRANSPORTATION","Public Transportation","SALARIES AND WAGES",49697
"TRANSPORTATION","TRANSIT","OKLAHOMA RIVER CRUISES","Public Transportation","HEALTH AND WELFARE INSURANCE",11593
"TRANSPORTATION","TRANSIT","OKLAHOMA RIVER CRUISES","Public Transportation","RETIREMENT PENSION CONTRIB",4639
"TRANSPORTATION","TRANSIT","OKLAHOMA RIVER CRUISES","Public Transportation","SALARIES AND WAGES",76827
"TRANSPORTATION","TRANSIT","PUBLIC INFORMATION","Transit","HEALTH AND WELFARE INSURANCE",104337
"TRANSPORTATION","TRANSIT","PUBLIC INFORMATION","Transit","RETIREMENT PENSION CONTRIB",25410
"TRANSPORTATION","TRANSIT","PUBLIC INFORMATION","Transit","SALARIES AND WAGES",420825
"TRANSPORTATION","TRANSIT","PUBLIC INFORMATION","Transit","TRAINING/EDUCATION",350
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","BUDGET-RECRUIT OVERAGES",101402
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","BUDGET-VACANCY DISCOUNT",-31742
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","COMPUTER SUPPLIES",94703
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","EDUCATIONAL & TRAINING",990
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","HEALTH AND WELFARE INSURANCE",356843
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","MACHINERY AND EQUIPMENT MTCE",30881
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","MEMBERSHIPS",100
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","MISCELLANEOUS SRVCS CONTRACTS",415
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","NON-CAPITAL FURNITURE & FIXTUR",12990
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","NON-CAPITAL OFFICE MACHINES",7170
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","OFFICE SUPPLIES",8650
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","OTHER EQUIPMENT",450
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","OTHER EQUIPMENT RENTAL",315
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","OTHER SERVICES AND CHARGES",12685
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","OTHER SUPPLIES",400
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","OVERTIME WAGES",12639
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","PART TIME & TEMPORARY WAGES",9000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","POSTAGE",430506
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","PRINTING & BINDING",400
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","RETIREMENT PENSION CONTRIB",90338
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","SAFETY PROGRAM EXPENSE",960
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","SALARIES AND WAGES",1496269
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","SALARY ADJUSTMENTS",5100
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","SMALL TOOLS & MINOR EQUIP",900
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES CUST SERV BILLING","UTILITIES CUST SERVICE LOB","TELEPHONE",8300
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","BUDGET-RECRUIT OVERAGES",29750
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","BUDGET-VACANCY DISCOUNT",-117187
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","CLOTHING & OTHER",10335
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","COMPUTER SUPPLIES",2500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","CUSTODIAL SERVICE",20500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","HEALTH AND WELFARE INSURANCE",1414364
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","JANITOR SUPPLIES",5000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","LANDFILL",12000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","LANDSCAPING",152000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","MEMBERSHIPS",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","MISCELLANEOUS SRVCS CONTRACTS",608600
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","NON-CAPITAL FURNITURE & FIXTUR",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","NON-CAPITAL OFFICE MACHINES",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","OFFICE SUPPLIES",9525
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","OTHER SERVICES AND CHARGES",71498
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","OTHER SUPPLIES",5000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","OVERTIME WAGES",143000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","PAVEMENT MAINTENANCE",100000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","REPAIR & MAINTENANCE PARTS",296823
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","RETIREMENT PENSION CONTRIB",333891
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","SAFETY EQUIPMENT & SUPPLIES",20000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","SALARIES AND WAGES",5525225
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","SMALL TOOLS & MINOR EQUIP",65377
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","SUBSCRIPTIONS",500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","TOPSOIL",1500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","UNIFORMS & EQUIPMENT",38400
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILIITIES WW LINE MAINT","UTILITIES LINE MAINT LOB","WATER, SEWER & REFUSE",20000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","ADVERTISING",200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","BUDGET-OPERATING RESERVE",480000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","BUDGET-SALARY RESERVE",352326
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","BUDGET-VACANCY DISCOUNT",-31380
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","CAR ALLOWANCE",1500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","CHARGEBACK-ADMIN SRVCS",2621934
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","CHARGEBACK-BANKING CHARGES",171778
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","CHARGEBACK-IT",674359
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","CHARGEBACK-POSTAGE",3081
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","CHARGEBACK-PRINT SHOP",26131
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","CHARGEBACK-RISK MANAGEMENT",1134551
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","COMPUTER SUPPLIES",5000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","EMPLOYEE PARKING",49042
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","EMPLOYEE TRAINING",13990
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","EMPLOYEE TRAVEL REIMBURSEMENT",8000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","HEALTH AND WELFARE INSURANCE",242312
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","MACHINERY AND EQUIPMENT MTCE",3000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","MEMBERSHIPS",4500
