budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Planning & Building,2415,,1723290
FY16-17,Expense,Planning & Building,2415,,126394
FY16-17,Expense,Planning & Building,2415,,162240
FY16-17,Expense,Planning & Building,2415,,42450
FY16-17,Expense,Planning & Building,2415,,4200
FY16-17,Expense,Planning & Building,2415,,3300
FY16-17,Expense,Planning & Building,2415,,307488
FY16-17,Expense,Planning & Building,2415,,501311
FY16-17,Expense,Planning & Building,2415,,61001
FY16-17,Expense,Planning & Building,2415,,61164
FY16-17,Expense,Planning & Building,2415,,39468
FY16-17,Expense,Planning & Building,2415,,92187
FY16-17,Expense,Planning & Building,2415,,184962
FY16-17,Expense,Planning & Building,2415,,6000
FY16-17,Expense,Planning & Building,2415,,17350
FY16-17,Expense,Planning & Building,2415,,1200
FY16-17,Expense,Planning & Building,2415,,12792
FY16-17,Expense,Planning & Building,2415,,530
FY16-17,Expense,Planning & Building,2415,,19518
FY16-17,Expense,Planning & Building,2415,,1000
FY16-17,Expense,Planning & Building,2415,,2000
FY16-17,Expense,Planning & Building,2415,,100000
FY16-17,Expense,Planning & Building,2415,,7820
FY16-17,Expense,Planning & Building,2415,,824091
FY16-17,Expense,Planning & Building,2415,,23301
FY16-17,Expense,Planning & Building,2415,,16750
FY16-17,Expense,Planning & Building,2415,,15581
FY16-17,Expense,Planning & Building,2415,,700
FY16-17,Expense,Planning & Building,2415,,22060
FY16-17,Expense,Planning & Building,2415,,197404
FY16-17,Expense,Planning & Building,2415,,706914
FY16-17,Expense,Planning & Building,2415,,124130
FY16-17,Expense,Planning & Building,2415,,153406
FY16-17,Expense,Planning & Building,2415,,759959
FY16-17,Expense,Planning & Building,2415,,4200
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,511840
FY16-17,Expense,Planning & Building,2415,,45564
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,5000
FY16-17,Expense,Planning & Building,2415,,25770
FY16-17,Expense,Planning & Building,2415,,2500
FY16-17,Expense,Planning & Building,2415,,7000
FY16-17,Expense,Planning & Building,2415,,9302
FY16-17,Expense,Planning & Building,2415,,4896
FY16-17,Expense,Planning & Building,2415,,4425
FY16-17,Expense,Planning & Building,2415,,212216
FY16-17,Expense,Planning & Building,2415,,24004
FY16-17,Expense,Planning & Building,2415,,20000
FY16-17,Expense,Planning & Building,2415,,180000
FY16-17,Expense,Planning & Building,2415,,196552
FY16-17,Expense,Planning & Building,2415,,4200
FY16-17,Expense,Planning & Building,2415,,37441
FY16-17,Expense,Planning & Building,2415,,225719
FY16-17,Expense,Planning & Building,2415,,18150
FY16-17,Expense,Planning & Building,2415,,60069
FY16-17,Expense,Planning & Building,2415,,41597
FY16-17,Expense,Planning & Building,2415,,16521
FY16-17,Expense,Planning & Building,2415,,348931
FY16-17,Expense,Planning & Building,2415,,3000
FY16-17,Expense,Planning & Building,2415,,4025
FY16-17,Expense,Planning & Building,2415,,508
FY16-17,Expense,Planning & Building,2415,,145701
FY16-17,Expense,Planning & Building,2415,,4884
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,150
FY16-17,Expense,Planning & Building,2415,,600
FY16-17,Expense,Planning & Building,2415,,1347
FY16-17,Expense,Planning & Building,2415,,2736
FY16-17,Expense,Planning & Building,2415,,34930
FY16-17,Expense,Planning & Building,2415,,181766
FY16-17,Expense,Planning & Building,2415,,17064
FY16-17,Expense,Planning & Building,2415,,35203
FY16-17,Expense,Planning & Building,2415,,9534
FY16-17,Expense,Planning & Building,2415,,336215
FY16-17,Expense,Planning & Building,2415,,1031526
FY16-17,Expense,Planning & Building,2415,,34141
FY16-17,Expense,Planning & Building,2415,,59485
FY16-17,Expense,Planning & Building,2415,,59634
FY16-17,Expense,Planning & Building,2415,,833927
FY16-17,Expense,Planning & Building,2415,,298731
FY16-17,Expense,Planning & Building,2415,,324576
FY16-17,Expense,Planning & Building,2415,,57879
FY16-17,Expense,Planning & Building,2415,,56993
FY16-17,Expense,Planning & Building,2415,,90245
FY16-17,Expense,Planning & Building,2415,,32409
FY16-17,Expense,Planning & Building,2415,,4000
FY16-17,Expense,Planning & Building,2415,,9243
FY16-17,Expense,Planning & Building,2415,,2900
FY16-17,Expense,Planning & Building,2415,,11865
FY16-17,Expense,Planning & Building,2415,,151
FY16-17,Expense,Planning & Building,2415,,7100
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,150
FY16-17,Expense,Planning & Building,2415,,36427
FY16-17,Expense,Planning & Building,2415,,8879
FY16-17,Expense,Planning & Building,2415,,14162
FY16-17,Expense,Planning & Building,2415,,117850
FY16-17,Expense,Planning & Building,2415,,304335
FY16-17,Expense,Planning & Building,2415,,56067
FY16-17,Expense,Planning & Building,2415,,112492
FY16-17,Expense,Planning & Building,2415,,19711
FY16-17,Expense,Planning & Building,2415,,179430
FY16-17,Expense,Planning & Building,2415,,100000
FY16-17,Expense,Planning & Building,2415,,32073
FY16-17,Expense,Planning & Building,2415,,85960
FY16-17,Expense,Planning & Building,2415,,200780
FY16-17,Expense,Planning & Building,2415,,4950
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,2196
FY16-17,Expense,Planning & Building,2415,,37542
FY16-17,Expense,Planning & Building,2415,,20965
FY16-17,Expense,Planning & Building,2415,,314850
FY16-17,Expense,Planning & Building,2415,,29571
FY16-17,Expense,Planning & Building,2415,,791237
FY16-17,Expense,Planning & Building,2415,,58034
FY16-17,Expense,Planning & Building,2415,,28057
FY16-17,Expense,Planning & Building,2415,,8652
FY16-17,Expense,Planning & Building,2415,,4000
FY16-17,Expense,Planning & Building,2415,,5798
FY16-17,Expense,Planning & Building,2415,,3250
FY16-17,Expense,Planning & Building,2415,,3150
FY16-17,Expense,Planning & Building,2415,,16244
FY16-17,Expense,Planning & Building,2415,,5152
FY16-17,Expense,Planning & Building,2415,,11000
FY16-17,Expense,Planning & Building,2415,,14849
FY16-17,Expense,Planning & Building,2415,,11500
FY16-17,Expense,Planning & Building,2415,,20000
FY16-17,Expense,Planning & Building,2415,,15920
FY16-17,Expense,Planning & Building,2415,,15569
FY16-17,Expense,Planning & Building,2415,,834
FY16-17,Expense,Planning & Building,2415,,55830
FY16-17,Expense,Planning & Building,2415,,125349
FY16-17,Expense,Planning & Building,2415,,310940
FY16-17,Expense,Planning & Building,2415,,193769
FY16-17,Expense,Planning & Building,2415,,402839
FY16-17,Expense,Planning & Building,2415,,102460
FY16-17,Expense,Planning & Building,2415,,370
FY16-17,Expense,Planning & Building,2415,,1650
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,4680
FY16-17,Expense,Planning & Building,2415,,2340
FY16-17,Expense,Planning & Building,2415,,193249
FY16-17,Expense,Planning & Building,2415,,25531
FY16-17,Expense,Planning & Building,2415,,119651
FY16-17,Expense,Planning & Building,2415,,342087
FY16-17,Expense,Planning & Building,2415,,97255
FY16-17,Expense,Planning & Building,2415,,34158
FY16-17,Expense,Planning & Building,2415,,74236
FY16-17,Expense,Planning & Building,2415,,473616
FY16-17,Expense,Planning & Building,2415,,70436
FY16-17,Expense,Planning & Building,2415,,15675
FY16-17,Expense,Planning & Building,2415,,1244
FY16-17,Expense,Planning & Building,2415,,13298
FY16-17,Expense,Planning & Building,2415,,200
FY16-17,Expense,Planning & Building,2415,,2400
FY16-17,Expense,Planning & Building,2415,,1500
FY16-17,Expense,Planning & Building,2415,,840
FY16-17,Expense,Planning & Building,2415,,116
FY16-17,Expense,Planning & Building,2415,,15000
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,4375
FY16-17,Expense,Planning & Building,2415,,1300
FY16-17,Expense,Planning & Building,2415,,400
FY16-17,Expense,Planning & Building,2415,,3000
FY16-17,Expense,Planning & Building,2415,,62030
FY16-17,Expense,Planning & Building,2415,,34663
FY16-17,Expense,Planning & Building,2415,,190846
FY16-17,Expense,Planning & Building,2415,,70587
FY16-17,Expense,Planning & Building,2415,,6600
FY16-17,Expense,Planning & Building,2415,,3510
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,10658
FY16-17,Expense,Planning & Building,2415,,209965
FY16-17,Expense,Planning & Building,2415,,97161
FY16-17,Expense,Planning & Building,2415,,367757
FY16-17,Expense,Planning & Building,2415,,194939
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,800
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,1377
FY16-17,Expense,Planning & Building,2415,,700
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,7870
FY16-17,Expense,Planning & Building,2415,,2100
FY16-17,Expense,Planning & Building,2415,,200
FY16-17,Expense,Planning & Building,2415,,2000
FY16-17,Expense,Planning & Building,2415,,167175
FY16-17,Expense,Planning & Building,2415,,2003
FY16-17,Expense,Planning & Building,2415,,3381
FY16-17,Expense,Planning & Building,2415,,42838
FY16-17,Expense,Planning & Building,2415,,1000000
FY16-17,Expense,Planning & Building,2415,,-1000000
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,138411
FY16-17,Expense,Planning & Building,2415,,41110
FY16-17,Expense,Planning & Building,2415,,13904
FY16-17,Expense,Planning & Building,2415,,5000
FY16-17,Expense,Planning & Building,2415,,367
FY16-17,Expense,Planning & Building,2415,,18498
FY16-17,Expense,Planning & Building,2415,,19675
FY16-17,Expense,Planning & Building,2415,,32056
FY16-17,Expense,Planning & Building,2415,,41899
FY16-17,Expense,Planning & Building,2415,,3051
FY16-17,Expense,Planning & Building,2415,,38651
FY16-17,Expense,Planning & Building,2415,,66243
FY16-17,Expense,Planning & Building,2415,,5000
FY16-17,Expense,Planning & Building,2415,,1460
FY16-17,Expense,Planning & Building,2415,,66979
FY16-17,Expense,Planning & Building,2415,,1650
FY16-17,Expense,Planning & Building,2415,,30415
FY16-17,Expense,Planning & Building,2415,,86388
FY16-17,Expense,Planning & Building,2415,,63551
FY16-17,Expense,Planning & Building,2415,,16000
FY16-17,Expense,Planning & Building,2415,,1399
FY16-17,Expense,Planning & Building,2415,,1081
FY16-17,Expense,Planning & Building,2415,,19773
FY16-17,Expense,Planning & Building,2415,,18760
FY16-17,Expense,Planning & Building,2415,,611942
FY16-17,Expense,Planning & Building,2415,,418463
FY16-17,Expense,Planning & Building,2415,,6819
FY16-17,Expense,Planning & Building,2415,,17729
FY16-17,Expense,Planning & Building,2415,,63488
FY16-17,Expense,Planning & Building,2415,,4516
FY16-17,Expense,Planning & Building,2415,,11410
FY16-17,Expense,Planning & Building,2415,,45110
FY16-17,Expense,Planning & Building,2415,,30722
FY16-17,Expense,Planning & Building,2415,,29150
FY16-17,Expense,Planning & Building,2415,,119814
FY16-17,Expense,Planning & Building,2415,,96678
FY16-17,Expense,Planning & Building,2415,,151878
FY16-17,Expense,Planning & Building,2415,,50059
FY16-17,Expense,Planning & Building,2415,,42412
FY16-17,Expense,Planning & Building,2415,,69734
FY16-17,Expense,Planning & Building,2415,,40860
FY16-17,Expense,Planning & Building,2415,,73496
FY16-17,Expense,Planning & Building,2415,,45305
FY16-17,Expense,Planning & Building,2415,,12136
FY16-17,Expense,Planning & Building,2415,,18856
FY16-17,Expense,Planning & Building,2415,,30093
FY16-17,Expense,Planning & Building,2415,,132185
FY16-17,Expense,Planning & Building,2415,,62187
FY16-17,Expense,Planning & Building,2415,,38000
FY16-17,Expense,Planning & Building,2415,,172394
FY16-17,Expense,Planning & Building,2415,,2091
FY16-17,Expense,Planning & Building,2415,,225
FY16-17,Expense,Planning & Building,2415,,287894
FY16-17,Expense,Planning & Building,2415,,10215
FY16-17,Expense,Planning & Building,2415,,2340
FY16-17,Expense,Planning & Building,2415,,3034
FY16-17,Expense,Planning & Building,2415,,28552
FY16-17,Expense,Planning & Building,2415,,2853
FY16-17,Expense,Planning & Building,2415,,85507
FY16-17,Expense,Planning & Building,2415,,4690
FY16-17,Expense,Planning & Building,2415,,150000
FY16-17,Expense,Planning & Building,2415,,7158
FY16-17,Expense,Planning & Building,2415,,80393
FY16-17,Expense,Planning & Building,2415,,139316
FY16-17,Expense,Planning & Building,2415,,-7802
FY16-17,Expense,Planning & Building,2415,,18470
FY16-17,Expense,Planning & Building,2415,,4943
FY16-17,Expense,Planning & Building,2415,,17365
FY16-17,Expense,Planning & Building,2415,,52340
FY16-17,Expense,Planning & Building,2415,,37660
FY16-17,Expense,Planning & Building,2415,,82311
FY16-17,Expense,Planning & Building,2415,,1897
FY16-17,Expense,Planning & Building,2415,,102891
FY16-17,Expense,Planning & Building,2415,,31094
FY16-17,Expense,Planning & Building,2415,,32772
FY16-17,Expense,Planning & Building,2415,,67723
FY16-17,Expense,Planning & Building,2415,,10000
FY16-17,Expense,Planning & Building,2415,,7635
FY16-17,Expense,Planning & Building,2415,,96735
FY16-17,Expense,Planning & Building,2415,,346412
FY16-17,Expense,Planning & Building,2415,,20115
FY16-17,Expense,Planning & Building,2415,,159052
FY16-17,Expense,Planning & Building,2415,,167634
FY16-17,Expense,Planning & Building,2415,,1493
FY16-17,Expense,Planning & Building,2415,,18912
FY16-17,Expense,Planning & Building,2415,,1913524
FY16-17,Expense,Planning & Building,2415,,346978
FY16-17,Expense,Planning & Building,2415,,116024
FY16-17,Expense,Planning & Building,2415,,-3018
FY16-17,Expense,Police,1010,,618955
FY16-17,Expense,Police,1010,,254571
FY16-17,Expense,Police,1010,,8807610
FY16-17,Expense,Police,1010,,175280
FY16-17,Expense,Police,1010,,96300
FY16-17,Expense,Police,1010,,496379
FY16-17,Expense,Police,1010,,346270
FY16-17,Expense,Police,1010,,77259
FY16-17,Expense,Police,1010,,295132
FY16-17,Expense,Police,1010,,83466
FY16-17,Expense,Police,1010,,111385
FY16-17,Expense,Police,1010,,346383
FY16-17,Expense,Police,1010,,183939
FY16-17,Expense,Police,1010,,96300
FY16-17,Expense,Police,1010,,72210
FY16-17,Expense,Police,1010,,96300
FY16-17,Expense,Police,1010,,421503
FY16-17,Expense,Police,1010,,135720
FY16-17,Expense,Police,1010,,59599
FY16-17,Expense,Police,1010,,40553
FY16-17,Expense,Police,1010,,128326
FY16-17,Expense,Police,1010,,61426
FY16-17,Expense,Police,1010,,116961
FY16-17,Expense,Police,1010,,44857
FY16-17,Expense,Police,1010,,44857
FY16-17,Expense,Police,1010,,40453
FY16-17,Expense,Police,1010,,641060
FY16-17,Expense,Police,1010,,1083300
FY16-17,Expense,Police,1010,,988660
FY16-17,Expense,Police,1010,,17470
FY16-17,Expense,Police,1010,,2960
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,16880
FY16-17,Expense,Police,1010,,184870
FY16-17,Expense,Police,1010,,6400
FY16-17,Expense,Police,1010,,7200
FY16-17,Expense,Police,1010,,2658
FY16-17,Expense,Police,1010,,48251
FY16-17,Expense,Police,1010,,15600
FY16-17,Expense,Police,1010,,5600
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,258
FY16-17,Expense,Police,1010,,258
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,8450
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,5779
FY16-17,Expense,Police,1010,,6667
FY16-17,Expense,Police,1010,,6350
FY16-17,Expense,Police,1010,,1475
FY16-17,Expense,Police,1010,,5503
FY16-17,Expense,Police,1010,,5779
FY16-17,Expense,Police,1010,,7641
FY16-17,Expense,Police,1010,,8668
FY16-17,Expense,Police,1010,,16923
FY16-17,Expense,Police,1010,,7641
FY16-17,Expense,Police,1010,,9906
FY16-17,Expense,Police,1010,,30426
FY16-17,Expense,Police,1010,,158028
FY16-17,Expense,Police,1010,,49029
FY16-17,Expense,Police,1010,,1734
FY16-17,Expense,Police,1010,,77441
FY16-17,Expense,Police,1010,,9906
FY16-17,Expense,Police,1010,,22860
FY16-17,Expense,Police,1010,,42872
FY16-17,Expense,Police,1010,,6113
FY16-17,Expense,Police,1010,,9906
FY16-17,Expense,Police,1010,,8184
FY16-17,Expense,Police,1010,,164554
FY16-17,Expense,Police,1010,,15960
FY16-17,Expense,Police,1010,,14446
FY16-17,Expense,Police,1010,,10477
FY16-17,Expense,Police,1010,,217566
FY16-17,Expense,Police,1010,,27934
FY16-17,Expense,Police,1010,,1416854
FY16-17,Expense,Police,1010,,27934
FY16-17,Expense,Police,1010,,307335
FY16-17,Expense,Police,1010,,81142
FY16-17,Expense,Police,1010,,43259
FY16-17,Expense,Police,1010,,194309
FY16-17,Expense,Police,1010,,26604
FY16-17,Expense,Police,1010,,138472
FY16-17,Expense,Police,1010,,26604
FY16-17,Expense,Police,1010,,76705
FY16-17,Expense,Police,1010,,26604
FY16-17,Expense,Police,1010,,13323
FY16-17,Expense,Police,1010,,426352
FY16-17,Expense,Police,1010,,18245
FY16-17,Expense,Police,1010,,63287
FY16-17,Expense,Police,1010,,48775
FY16-17,Expense,Police,1010,,16465
FY16-17,Expense,Police,1010,,13323
FY16-17,Expense,Police,1010,,21117
FY16-17,Expense,Police,1010,,76048
FY16-17,Expense,Police,1010,,79805
FY16-17,Expense,Police,1010,,79805
FY16-17,Expense,Police,1010,,36213
FY16-17,Expense,Police,1010,,209882
FY16-17,Expense,Police,1010,,182876
FY16-17,Expense,Police,1010,,36213
FY16-17,Expense,Police,1010,,57187
FY16-17,Expense,Police,1010,,36213
FY16-17,Expense,Police,1010,,118882
FY16-17,Expense,Police,1010,,123361
FY16-17,Expense,Police,1010,,34405
FY16-17,Expense,Police,1010,,16096
FY16-17,Expense,Police,1010,,49498
FY16-17,Expense,Police,1010,,17843
FY16-17,Expense,Police,1010,,39548
FY16-17,Expense,Police,1010,,29725
FY16-17,Expense,Police,1010,,29373
FY16-17,Expense,Police,1010,,34405
FY16-17,Expense,Police,1010,,332824
FY16-17,Expense,Police,1010,,154957
FY16-17,Expense,Police,1010,,91717
FY16-17,Expense,Police,1010,,101816
FY16-17,Expense,Police,1010,,317936
FY16-17,Expense,Police,1010,,175650
FY16-17,Expense,Police,1010,,71189
FY16-17,Expense,Police,1010,,106557
FY16-17,Expense,Police,1010,,241204
FY16-17,Expense,Police,1010,,77951
FY16-17,Expense,Police,1010,,30091
FY16-17,Expense,Police,1010,,43897
FY16-17,Expense,Police,1010,,42020
FY16-17,Expense,Police,1010,,2237228
FY16-17,Expense,Police,1010,,32644
FY16-17,Expense,Police,1010,,28203
FY16-17,Expense,Police,1010,,25453
FY16-17,Expense,Police,1010,,62273
FY16-17,Expense,Police,1010,,58920
FY16-17,Expense,Police,1010,,16930
FY16-17,Expense,Police,1010,,700
FY16-17,Expense,Police,1010,,1200
FY16-17,Expense,Police,1010,,10500
FY16-17,Expense,Police,1010,,7000
FY16-17,Expense,Police,1010,,55000
FY16-17,Expense,Police,1010,,500
FY16-17,Expense,Police,1010,,6000
FY16-17,Expense,Police,1010,,750
FY16-17,Expense,Police,1010,,750
FY16-17,Expense,Police,1010,,2500
FY16-17,Expense,Police,1010,,30000
FY16-17,Expense,Police,1010,,1000
FY16-17,Expense,Police,1010,,850000
FY16-17,Expense,Police,1010,,30000
FY16-17,Expense,Police,1010,,325
FY16-17,Expense,Police,1010,,3000
FY16-17,Expense,Police,1010,,7500
FY16-17,Expense,Police,1010,,37000
FY16-17,Expense,Police,1010,,1000
FY16-17,Expense,Police,1010,,35000
FY16-17,Expense,Police,1010,,195781
FY16-17,Expense,Police,1010,,55000
FY16-17,Expense,Police,1010,,187000
FY16-17,Expense,Police,1010,,420
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,8118391
FY16-17,Expense,Police,1010,,3797234
FY16-17,Expense,Police,1010,,4110
FY16-17,Expense,Police,1010,,3119
FY16-17,Expense,Police,1010,,43415
FY16-17,Expense,Police,1010,,17082
FY16-17,Expense,Police,1010,,14353
FY16-17,Expense,Police,1010,,12893
FY16-17,Expense,Police,1010,,3435
FY16-17,Expense,Police,1010,,1119
FY16-17,Expense,Police,1010,,8910
FY16-17,Expense,Police,1010,,1863
FY16-17,Expense,Police,1010,,1063
FY16-17,Expense,Police,1010,,2731
FY16-17,Expense,Police,1010,,34781
FY16-17,Expense,Police,1010,,8592
FY16-17,Expense,Police,1010,,1227
FY16-17,Expense,Police,1010,,3435
FY16-17,Expense,Police,1010,,2227
FY16-17,Expense,Police,1010,,3435
FY16-17,Expense,Police,1010,,2970
FY16-17,Expense,Police,1010,,747
FY16-17,Expense,Police,1010,,1838
FY16-17,Expense,Police,1010,,8643
FY16-17,Expense,Police,1010,,23521
FY16-17,Expense,Police,1010,,162952
FY16-17,Expense,Police,1010,,23451
FY16-17,Expense,Police,1010,,3444
FY16-17,Expense,Police,1010,,10204
FY16-17,Expense,Police,1010,,170
FY16-17,Expense,Police,1010,,206405
FY16-17,Expense,Police,1010,,254571
FY16-17,Expense,Police,1010,,404020
FY16-17,Expense,Police,1010,,143653
FY16-17,Expense,Police,1010,,35503
FY16-17,Expense,Police,1010,,55868
FY16-17,Expense,Police,1010,,81142
FY16-17,Expense,Police,1010,,30695
FY16-17,Expense,Police,1010,,26960
FY16-17,Expense,Police,1010,,41781
FY16-17,Expense,Police,1010,,110944
FY16-17,Expense,Police,1010,,130548
FY16-17,Expense,Police,1010,,29725
FY16-17,Expense,Police,1010,,194957
FY16-17,Expense,Police,1010,,43926
FY16-17,Expense,Police,1010,,505642
FY16-17,Expense,Police,1010,,2586196
FY16-17,Expense,Police,1010,,52766
FY16-17,Expense,Police,1010,,345720
FY16-17,Expense,Police,1010,,802857
FY16-17,Expense,Police,1010,,83466
FY16-17,Expense,Police,1010,,83466
FY16-17,Expense,Police,1010,,135720
FY16-17,Expense,Police,1010,,183939
FY16-17,Expense,Police,1010,,83466
FY16-17,Expense,Police,1010,,280239
FY16-17,Expense,Police,1010,,83466
FY16-17,Expense,Police,1010,,77259
FY16-17,Expense,Police,1010,,83466
FY16-17,Expense,Police,1010,,1005097
FY16-17,Expense,Police,1010,,419992
FY16-17,Expense,Police,1010,,61426
FY16-17,Expense,Police,1010,,33262
FY16-17,Expense,Police,1010,,396347
FY16-17,Expense,Police,1010,,71097
FY16-17,Expense,Police,1010,,36519
FY16-17,Expense,Police,1010,,40860
FY16-17,Expense,Police,1010,,4370
FY16-17,Expense,Police,1010,,15090
FY16-17,Expense,Police,1010,,38930
FY16-17,Expense,Police,1010,,216490
FY16-17,Expense,Police,1010,,300750
FY16-17,Expense,Police,1010,,45910
FY16-17,Expense,Police,1010,,14160
FY16-17,Expense,Police,1010,,49460
FY16-17,Expense,Police,1010,,16680
FY16-17,Expense,Police,1010,,54080
FY16-17,Expense,Police,1010,,2520
FY16-17,Expense,Police,1010,,43160
FY16-17,Expense,Police,1010,,54340
FY16-17,Expense,Police,1010,,4250
FY16-17,Expense,Police,1010,,2260
FY16-17,Expense,Police,1010,,9780
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,11326
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,329
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,3200
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,600
FY16-17,Expense,Police,1010,,680
FY16-17,Expense,Police,1010,,2600
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,1950
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,5503
FY16-17,Expense,Police,1010,,7344
FY16-17,Expense,Police,1010,,5503
FY16-17,Expense,Police,1010,,16923
FY16-17,Expense,Police,1010,,94109
FY16-17,Expense,Police,1010,,85441
FY16-17,Expense,Police,1010,,8668
FY16-17,Expense,Police,1010,,8255
FY16-17,Expense,Police,1010,,228788
FY16-17,Expense,Police,1010,,37642
FY16-17,Expense,Police,1010,,13164
FY16-17,Expense,Police,1010,,12001
FY16-17,Expense,Police,1010,,11430
FY16-17,Expense,Police,1010,,11430
FY16-17,Expense,Police,1010,,4953
FY16-17,Expense,Police,1010,,6113
FY16-17,Expense,Police,1010,,7937
FY16-17,Expense,Police,1010,,4912
FY16-17,Expense,Police,1010,,18938
FY16-17,Expense,Police,1010,,15160
FY16-17,Expense,Police,1010,,7223
FY16-17,Expense,Police,1010,,17472
FY16-17,Expense,Police,1010,,7937
FY16-17,Expense,Police,1010,,7223
FY16-17,Expense,Police,1010,,32315
FY16-17,Expense,Police,1010,,50197
FY16-17,Expense,Police,1010,,199934
FY16-17,Expense,Police,1010,,55868
FY16-17,Expense,Police,1010,,30695
FY16-17,Expense,Police,1010,,55868
FY16-17,Expense,Police,1010,,61390
FY16-17,Expense,Police,1010,,30695
FY16-17,Expense,Police,1010,,92085
FY16-17,Expense,Police,1010,,23016
FY16-17,Expense,Police,1010,,24625
FY16-17,Expense,Police,1010,,26604
FY16-17,Expense,Police,1010,,35503
FY16-17,Expense,Police,1010,,18997
FY16-17,Expense,Police,1010,,125464
FY16-17,Expense,Police,1010,,21117
FY16-17,Expense,Police,1010,,99912
FY16-17,Expense,Police,1010,,9880
FY16-17,Expense,Police,1010,,12136
FY16-17,Expense,Police,1010,,296148
FY16-17,Expense,Police,1010,,110450
FY16-17,Expense,Police,1010,,128047
FY16-17,Expense,Police,1010,,41781
FY16-17,Expense,Police,1010,,38024
FY16-17,Expense,Police,1010,,41781
FY16-17,Expense,Police,1010,,36213
FY16-17,Expense,Police,1010,,121586
FY16-17,Expense,Police,1010,,36213
FY16-17,Expense,Police,1010,,76048
FY16-17,Expense,Police,1010,,31329
FY16-17,Expense,Police,1010,,33520
FY16-17,Expense,Police,1010,,36213
FY16-17,Expense,Police,1010,,41781
FY16-17,Expense,Police,1010,,41781
FY16-17,Expense,Police,1010,,110948
FY16-17,Expense,Police,1010,,19773
FY16-17,Expense,Police,1010,,16096
FY16-17,Expense,Police,1010,,80435
FY16-17,Expense,Police,1010,,19624
FY16-17,Expense,Police,1010,,29725
FY16-17,Expense,Police,1010,,134898
FY16-17,Expense,Police,1010,,878096
FY16-17,Expense,Police,1010,,44523
FY16-17,Expense,Police,1010,,126117
FY16-17,Expense,Police,1010,,30091
FY16-17,Expense,Police,1010,,90183
FY16-17,Expense,Police,1010,,232367
FY16-17,Expense,Police,1010,,44227
FY16-17,Expense,Police,1010,,50841
FY16-17,Expense,Police,1010,,30091
FY16-17,Expense,Police,1010,,20596
FY16-17,Expense,Police,1010,,18620
FY16-17,Expense,Police,1010,,63330
FY16-17,Expense,Police,1010,,46964
FY16-17,Expense,Police,1010,,16930
FY16-17,Expense,Police,1010,,52123
FY16-17,Expense,Police,1010,,25453
FY16-17,Expense,Police,1010,,1000
