budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,City Attorney,3100,,18340
FY16-17,Expense,City Attorney,1100,,25467
FY16-17,Expense,City Attorney,2413,,24958
FY16-17,Expense,City Attorney,1100,,309413
FY16-17,Expense,City Attorney,1610,,723
FY16-17,Expense,City Attorney,1010,,3550
FY16-17,Expense,City Attorney,1010,,1880
FY16-17,Expense,City Attorney,2413,,52400
FY16-17,Expense,City Attorney,1610,,26200
FY16-17,Expense,City Attorney,1010,,3050
FY16-17,Expense,City Attorney,2415,,27826
FY16-17,Expense,City Attorney,3100,,43000
FY16-17,Expense,City Attorney,3100,,320
FY16-17,Expense,City Attorney,1710,,7023
FY16-17,Expense,City Attorney,3100,,39121
FY16-17,Expense,City Attorney,1100,,12852
FY16-17,Expense,City Attorney,2413,,26445
FY16-17,Expense,City Attorney,1010,,86079
FY16-17,Expense,City Attorney,3100,,650
FY16-17,Expense,City Attorney,1010,,15000
FY16-17,Expense,City Attorney,3100,,85203
FY16-17,Expense,City Attorney,3100,,5447
FY16-17,Expense,City Attorney,2415,,39752
FY16-17,Expense,City Attorney,1010,,34061
FY16-17,Expense,City Attorney,1010,,254863
FY16-17,Expense,City Attorney,1010,,30240
FY16-17,Expense,City Attorney,1010,,163469
FY16-17,Expense,City Attorney,2415,,86578
FY16-17,Expense,City Attorney,2415,,43693
FY16-17,Expense,City Attorney,1150,,420
FY16-17,Expense,City Attorney,1010,,56060
FY16-17,Expense,City Attorney,1100,,14083
FY16-17,Expense,City Attorney,1010,,17189
FY16-17,Expense,City Attorney,1010,,15639
FY16-17,Expense,City Attorney,1010,,7080
FY16-17,Expense,City Attorney,1010,,1000
FY16-17,Expense,City Attorney,2415,,55138
FY16-17,Expense,City Attorney,1100,,23929
FY16-17,Expense,City Attorney,3100,,25306
FY16-17,Expense,City Attorney,1010,,1170
FY16-17,Expense,City Attorney,1610,,13222
FY16-17,Expense,City Attorney,1010,,11702
FY16-17,Expense,City Attorney,1710,,11933
FY16-17,Expense,City Attorney,1710,,20674
FY16-17,Expense,City Attorney,1010,,8350
FY16-17,Expense,City Attorney,1010,,8750
FY16-17,Expense,City Attorney,2415,,16377
FY16-17,Expense,City Attorney,3100,,9256
FY16-17,Expense,City Attorney,2413,,450
FY16-17,Expense,City Attorney,1010,,355093
FY16-17,Expense,City Attorney,1100,,142293
FY16-17,Expense,City Attorney,2413,,24059
FY16-17,Expense,City Attorney,1610,,38
FY16-17,Expense,City Attorney,1710,,10856
FY16-17,Expense,City Attorney,1010,,10270
FY16-17,Expense,City Attorney,1100,,47414
FY16-17,Expense,City Attorney,1010,,3810
FY16-17,Expense,City Attorney,1010,,40960
FY16-17,Expense,City Attorney,2415,,25316
FY16-17,Expense,City Attorney,3100,,8421
FY16-17,Expense,City Attorney,1610,,2229
FY16-17,Expense,City Attorney,2415,,640
FY16-17,Expense,City Attorney,2415,,46058
FY16-17,Expense,City Attorney,1100,,4330
FY16-17,Expense,City Attorney,1010,,75
FY16-17,Expense,City Attorney,1100,,129456
FY16-17,Expense,City Attorney,1610,,12030
FY16-17,Expense,City Attorney,1150,,30261
FY16-17,Expense,City Attorney,1010,,10038
FY16-17,Expense,City Attorney,1010,,5500
FY16-17,Expense,City Attorney,1010,,20405
FY16-17,Expense,City Attorney,1100,,446
FY16-17,Expense,City Attorney,1100,,680
FY16-17,Expense,City Attorney,2415,,23213
FY16-17,Expense,City Attorney,1010,,64052
FY16-17,Expense,City Attorney,1010,,32324
FY16-17,Expense,City Attorney,3100,,1592
FY16-17,Expense,City Attorney,2415,,25515
FY16-17,Expense,City Attorney,1010,,23917
FY16-17,Expense,City Attorney,2415,,1470
FY16-17,Expense,City Attorney,2415,,22325
FY16-17,Expense,City Attorney,2415,,50557
FY16-17,Expense,City Attorney,2415,,44238
FY16-17,Expense,City Attorney,1150,,52113
FY16-17,Expense,City Attorney,7760,,367
FY16-17,Expense,City Attorney,1010,,1590
FY16-17,Expense,City Attorney,3100,,38970
FY16-17,Expense,City Attorney,1010,,21760
FY16-17,Expense,City Attorney,1150,,57280
FY16-17,Expense,City Attorney,7760,,120
FY16-17,Expense,City Attorney,1010,,9512
FY16-17,Expense,City Attorney,1010,,500
FY16-17,Expense,City Attorney,7760,,8704
FY16-17,Expense,City Attorney,1010,,3000
FY16-17,Expense,City Attorney,1150,,1634
FY16-17,Expense,City Attorney,7760,,9567
FY16-17,Expense,City Attorney,1010,,14704
FY16-17,Expense,City Attorney,1100,,989725
FY16-17,Expense,City Attorney,1010,,19024
FY16-17,Expense,City Attorney,1010,,510
FY16-17,Expense,City Attorney,2415,,15016
FY16-17,Expense,City Attorney,1010,,16162
FY16-17,Expense,City Attorney,1100,,499483
FY16-17,Expense,City Attorney,7760,,8658
FY16-17,Expense,City Attorney,1010,,32026
FY16-17,Expense,City Attorney,7760,,5630
FY16-17,Expense,City Attorney,2415,,1680
FY16-17,Expense,City Attorney,3100,,77219
FY16-17,Expense,City Attorney,1010,,47392
FY16-17,Expense,City Attorney,2415,,13139
FY16-17,Expense,City Attorney,1010,,1090
FY16-17,Expense,City Attorney,3100,,35454
FY16-17,Expense,City Attorney,1100,,1170
FY16-17,Expense,City Attorney,1010,,4550
FY16-17,Expense,City Attorney,1010,,11500
FY16-17,Expense,City Attorney,1150,,113500
FY16-17,Expense,City Attorney,1150,,33711
FY16-17,Expense,City Attorney,1010,,29408
FY16-17,Expense,City Attorney,7760,,18957
FY16-17,Expense,City Attorney,1010,,380
FY16-17,Expense,City Attorney,3100,,22935
FY16-17,Expense,City Attorney,1100,,14476
FY16-17,Expense,City Attorney,1010,,14076
FY16-17,Expense,City Attorney,2415,,20311
FY16-17,Expense,City Attorney,1100,,293964
FY16-17,Expense,City Attorney,1100,,454425
FY16-17,Expense,City Attorney,1010,,380
FY16-17,Expense,City Attorney,3100,,413
FY16-17,Expense,City Attorney,7760,,16795
FY16-17,Expense,City Attorney,2413,,57408
FY16-17,Expense,City Attorney,1610,,3529
FY16-17,Expense,City Attorney,1610,,10050
FY16-17,Expense,City Attorney,1100,,39858
FY16-17,Expense,City Attorney,2108,,20746
FY16-17,Expense,City Attorney,1010,,324322
FY16-17,Expense,City Attorney,2415,,1238
FY16-17,Expense,City Attorney,2415,,23165
FY16-17,Expense,City Attorney,1010,,706360
FY16-17,Expense,City Attorney,1010,,29039
FY16-17,Expense,City Attorney,2211,,5771
FY16-17,Expense,City Attorney,2415,,13120
FY16-17,Expense,City Attorney,2415,,37405
FY16-17,Expense,City Attorney,1100,,4950
FY16-17,Expense,City Attorney,1150,,89259
FY16-17,Expense,City Attorney,3100,,24170
FY16-17,Expense,City Attorney,2415,,413
FY16-17,Expense,City Attorney,2211,,30
FY16-17,Expense,City Attorney,1710,,34052
FY16-17,Expense,City Attorney,2108,,147
FY16-17,Expense,City Attorney,2415,,35809
FY16-17,Expense,City Attorney,2415,,7722
FY16-17,Expense,City Attorney,1610,,183243
FY16-17,Expense,City Attorney,1010,,4500
FY16-17,Expense,City Attorney,1010,,9475
FY16-17,Expense,City Attorney,7760,,1050
FY16-17,Expense,City Attorney,1610,,825
FY16-17,Expense,City Attorney,1010,,4310
FY16-17,Expense,City Attorney,1150,,40982
FY16-17,Expense,City Attorney,2108,,314
FY16-17,Expense,City Attorney,1150,,26511
FY16-17,Expense,City Attorney,2413,,33787
FY16-17,Expense,City Attorney,2211,,12568
FY16-17,Expense,City Attorney,2415,,125936
FY16-17,Expense,City Attorney,3100,,50662
FY16-17,Expense,City Attorney,7100,,825
FY16-17,Expense,City Attorney,1100,,86809
FY16-17,Expense,City Attorney,3100,,1403
FY16-17,Expense,City Attorney,1100,,182283
FY16-17,Expense,City Attorney,3100,,11097
FY16-17,Expense,City Attorney,2108,,3106
FY16-17,Expense,City Attorney,2415,,11936
FY16-17,Expense,City Attorney,1100,,95697
FY16-17,Expense,City Attorney,2415,,63556
FY16-17,Expense,City Attorney,3100,,29816
FY16-17,Expense,City Attorney,1100,,43810
FY16-17,Expense,City Attorney,1710,,114646
FY16-17,Expense,City Attorney,1010,,36593
FY16-17,Expense,City Attorney,1610,,363095
FY16-17,Expense,City Attorney,3100,,8922
FY16-17,Expense,City Attorney,2415,,39360
FY16-17,Expense,City Attorney,2415,,25997
FY16-17,Expense,City Attorney,1010,,5948
FY16-17,Expense,City Attorney,3100,,100386
FY16-17,Expense,City Attorney,1710,,52640
FY16-17,Expense,City Attorney,3100,,7179
FY16-17,Expense,City Attorney,2211,,1869
FY16-17,Expense,City Attorney,1010,,33292
FY16-17,Expense,City Attorney,2413,,3780
FY16-17,Expense,City Attorney,7760,,36579
FY16-17,Expense,City Attorney,1610,,31893
FY16-17,Expense,City Attorney,7100,,26320
FY16-17,Expense,City Attorney,1010,,1238
FY16-17,Expense,City Attorney,2108,,9525
FY16-17,Expense,City Attorney,7760,,10865
FY16-17,Expense,City Attorney,1610,,63197
FY16-17,Expense,City Attorney,1010,,1090
FY16-17,Expense,City Attorney,1010,,500
FY16-17,Expense,City Attorney,1100,,309721
FY16-17,Expense,City Attorney,1710,,1650
FY16-17,Expense,City Attorney,2108,,10470
FY16-17,Expense,City Attorney,1010,,5840
FY16-17,Expense,City Attorney,1100,,25784
FY16-17,Expense,City Attorney,1010,,72509
FY16-17,Expense,City Attorney,1100,,613713
FY16-17,Expense,City Attorney,2211,,6343
FY16-17,Expense,City Attorney,7760,,18460
FY16-17,Expense,City Attorney,1610,,18770
FY16-17,Expense,City Attorney,1010,,17360
FY16-17,Expense,City Attorney,2415,,2280
FY16-17,Expense,City Attorney,2211,,3733
FY16-17,Expense,City Attorney,2413,,52229
FY16-17,Expense,City Attorney,1710,,57858
FY16-17,Expense,City Attorney,1610,,166713
FY16-17,Expense,City Attorney,2211,,91
FY16-17,Expense,City Attorney,2415,,57823
FY16-17,Expense,City Attorney,1100,,281780
FY16-17,Expense,City Attorney,3100,,12198
FY16-17,Expense,City Attorney,2108,,40
FY16-17,Expense,City Attorney,2415,,77992
FY16-17,Expense,City Attorney,1010,,356478
FY16-17,Expense,City Attorney,7100,,28929
FY16-17,Expense,City Attorney,2108,,6162
FY16-17,Expense,City Attorney,1010,,510
FY16-17,Expense,City Attorney,1150,,45046
FY16-17,Expense,City Attorney,1610,,107847
FY16-17,Expense,City Attorney,7100,,17026
FY16-17,Expense,City Attorney,2413,,113753
FY16-17,Expense,City Attorney,3100,,46091
FY16-17,Expense,City Attorney,1010,,1000
FY16-17,Expense,City Attorney,1010,,209802
FY16-17,Expense,City Attorney,7100,,57323
FY16-17,Expense,City Attorney,1010,,21537
FY16-17,Expense,City Attorney,1610,,29016
FY16-17,Expense,Human Resources Management,7130,,20000
FY16-17,Expense,Human Resources Management,1010,,43080
FY16-17,Expense,Human Resources Management,7130,,3578
FY16-17,Expense,Human Resources Management,7130,,15000
FY16-17,Expense,Human Resources Management,1010,,110423
FY16-17,Expense,Human Resources Management,1010,,1030
FY16-17,Expense,Human Resources Management,7130,,2000
FY16-17,Expense,Human Resources Management,7130,,5531
FY16-17,Expense,Human Resources Management,1010,,500
FY16-17,Expense,Human Resources Management,1150,,8229
FY16-17,Expense,Human Resources Management,7130,,420
FY16-17,Expense,Human Resources Management,1010,,390
FY16-17,Expense,Human Resources Management,1010,,300
FY16-17,Expense,Human Resources Management,1010,,100462
FY16-17,Expense,Human Resources Management,1610,,3675
FY16-17,Expense,Human Resources Management,1010,,2814
FY16-17,Expense,Human Resources Management,1150,,27704
FY16-17,Expense,Human Resources Management,7130,,3000
FY16-17,Expense,Human Resources Management,1010,,390
FY16-17,Expense,Human Resources Management,1010,,630
FY16-17,Expense,Human Resources Management,7130,,7000
FY16-17,Expense,Human Resources Management,1010,,250
FY16-17,Expense,Human Resources Management,1010,,500
FY16-17,Expense,Human Resources Management,1010,,250
FY16-17,Expense,Human Resources Management,1010,,64989
FY16-17,Expense,Human Resources Management,1010,,322509
FY16-17,Expense,Human Resources Management,1010,,330
FY16-17,Expense,Human Resources Management,1010,,218803
FY16-17,Expense,Human Resources Management,1150,,12720
FY16-17,Expense,Human Resources Management,7130,,500
FY16-17,Expense,Human Resources Management,1010,,1940
FY16-17,Expense,Human Resources Management,7130,,2000
FY16-17,Expense,Human Resources Management,1010,,470
FY16-17,Expense,Human Resources Management,1010,,430
FY16-17,Expense,Human Resources Management,1010,,6200
FY16-17,Expense,Human Resources Management,1150,,966
FY16-17,Expense,Human Resources Management,7130,,4000
FY16-17,Expense,Human Resources Management,1010,,750
FY16-17,Expense,Human Resources Management,1010,,4150
FY16-17,Expense,Human Resources Management,7130,,50000
FY16-17,Expense,Human Resources Management,1010,,700
FY16-17,Expense,Human Resources Management,7130,,1500
FY16-17,Expense,Human Resources Management,7130,,6079
FY16-17,Expense,Human Resources Management,7130,,1000
FY16-17,Expense,Human Resources Management,7130,,1500
FY16-17,Expense,Human Resources Management,1150,,13982
FY16-17,Expense,Human Resources Management,7130,,4000
FY16-17,Expense,Human Resources Management,7130,,2000
FY16-17,Expense,Human Resources Management,1010,,740
FY16-17,Expense,Human Resources Management,1010,,3000
FY16-17,Expense,Human Resources Management,1150,,111352
FY16-17,Expense,Human Resources Management,1010,,8130
FY16-17,Expense,Human Resources Management,7130,,12045
FY16-17,Expense,Human Resources Management,1010,,200
FY16-17,Expense,Human Resources Management,1010,,2000
FY16-17,Expense,Human Resources Management,1010,,525780
FY16-17,Expense,Human Resources Management,1010,,4200
FY16-17,Expense,Human Resources Management,1010,,30773
FY16-17,Expense,Human Resources Management,1010,,2310
FY16-17,Expense,Human Resources Management,1010,,19907
FY16-17,Expense,Human Resources Management,1010,,170
FY16-17,Expense,Human Resources Management,1010,,15521
FY16-17,Expense,Human Resources Management,1610,,8554
FY16-17,Expense,Human Resources Management,1610,,2541
FY16-17,Expense,Human Resources Management,1010,,200
FY16-17,Expense,Human Resources Management,1010,,52258
FY16-17,Expense,Human Resources Management,1010,,4234
FY16-17,Expense,Human Resources Management,1010,,18260
FY16-17,Expense,Human Resources Management,1610,,131
FY16-17,Expense,Human Resources Management,1010,,33824
FY16-17,Expense,Human Resources Management,1010,,1145128
FY16-17,Expense,Human Resources Management,1010,,340120
FY16-17,Expense,Human Resources Management,1010,,1230
FY16-17,Expense,Human Resources Management,1010,,2340
FY16-17,Expense,Human Resources Management,1010,,480
FY16-17,Expense,Human Resources Management,1010,,750
FY16-17,Expense,Human Resources Management,1010,,3560
FY16-17,Expense,Human Resources Management,1010,,23994
FY16-17,Expense,Human Resources Management,1010,,67021
FY16-17,Expense,Human Resources Management,1010,,8840
FY16-17,Expense,Human Resources Management,1010,,200
FY16-17,Expense,Human Resources Management,1150,,4157
FY16-17,Expense,Human Resources Management,7130,,120
FY16-17,Expense,Human Resources Management,1010,,577912
FY16-17,Expense,Human Resources Management,1610,,3928
FY16-17,Expense,Human Resources Management,1010,,200
FY16-17,Expense,Human Resources Management,1150,,2380
FY16-17,Expense,Human Resources Management,1010,,2480
FY16-17,Expense,Human Resources Management,1010,,7193
FY16-17,Expense,Human Resources Management,1010,,47390
FY16-17,Expense,Human Resources Management,1010,,12120
FY16-17,Expense,Human Resources Management,1010,,14253
FY16-17,Expense,Human Resources Management,1010,,6544
FY16-17,Expense,Human Resources Management,1010,,200
FY16-17,Expense,Human Resources Management,1010,,15000
FY16-17,Expense,Human Resources Management,1150,,1270
FY16-17,Expense,Human Resources Management,1010,,200
FY16-17,Expense,Human Resources Management,1610,,4317
FY16-17,Expense,Human Resources Management,1610,,40
FY16-17,Expense,Human Resources Management,1010,,180
FY16-17,Expense,Human Resources Management,1010,,26373
FY16-17,Expense,Human Resources Management,1010,,28332
FY16-17,Expense,Human Resources Management,1010,,56139
FY16-17,Expense,Human Resources Management,1010,,63678
FY16-17,Expense,Human Resources Management,1010,,137176
FY16-17,Expense,Human Resources Management,1010,,29238
FY16-17,Expense,Human Resources Management,1010,,2340
FY16-17,Expense,Human Resources Management,1010,,16674
FY16-17,Expense,Human Resources Management,1010,,1170
FY16-17,Expense,Human Resources Management,1010,,1600
FY16-17,Expense,Human Resources Management,1010,,11850
FY16-17,Expense,Human Resources Management,1010,,15900
FY16-17,Expense,Human Resources Management,1010,,25776
FY16-17,Expense,Human Resources Management,1010,,18914
FY16-17,Expense,Human Resources Management,1010,,1150
FY16-17,Expense,Human Resources Management,1010,,32136
FY16-17,Expense,Human Resources Management,1010,,180
FY16-17,Expense,Human Resources Management,1010,,2860
FY16-17,Expense,Human Resources Management,1010,,250
FY16-17,Expense,Human Resources Management,1010,,2200
FY16-17,Expense,Human Resources Management,1010,,2200
FY16-17,Expense,Human Resources Management,1010,,6500
FY16-17,Expense,Human Resources Management,1010,,1250
FY16-17,Expense,Human Resources Management,1010,,220
FY16-17,Expense,Human Resources Management,1010,,180
FY16-17,Expense,Human Resources Management,1010,,357
FY16-17,Expense,Human Resources Management,1010,,1750
FY16-17,Expense,Human Resources Management,1010,,80
FY16-17,Expense,Human Resources Management,1010,,5000
FY16-17,Expense,Human Resources Management,1010,,3750
FY16-17,Expense,Human Resources Management,1010,,400
FY16-17,Expense,Human Resources Management,1010,,750
FY16-17,Expense,Human Resources Management,1010,,2200
FY16-17,Expense,Human Resources Management,7130,,35418
FY16-17,Expense,Human Resources Management,7130,,16262
FY16-17,Expense,Human Resources Management,1610,,5845
FY16-17,Expense,Human Resources Management,1010,,28571
FY16-17,Expense,Human Resources Management,1010,,48547
FY16-17,Expense,Human Resources Management,1010,,44168
FY16-17,Expense,Human Resources Management,1610,,11581
FY16-17,Expense,Human Resources Management,1610,,5317
FY16-17,Expense,Human Resources Management,1610,,3440
FY16-17,Expense,Human Resources Management,1010,,96197
FY16-17,Expense,Human Resources Management,7130,,17875
FY16-17,Expense,Human Resources Management,7130,,10519
FY16-17,Expense,Human Resources Management,1150,,46089
FY16-17,Expense,Human Resources Management,1150,,3250
FY16-17,Expense,Human Resources Management,1150,,78311
FY16-17,Expense,Human Resources Management,1150,,59055
