budget_year,department,fund_code,account_type,account_category,amount
FY14-15,Police Department,1010,Expense,,5510
FY14-15,Police Department,1010,Expense,,2500
FY14-15,Police Department,1010,Expense,,5510
FY14-15,Police Department,1010,Expense,,40000
FY14-15,Police Department,1010,Expense,,500
FY14-15,Police Department,1010,Expense,,155696
FY14-15,Police Department,1010,Expense,,8700
FY14-15,Police Department,1010,Expense,,43024
FY14-15,Police Department,1010,Expense,,57828
FY14-15,Police Department,1010,Expense,,78594
FY14-15,Police Department,1010,Expense,,775000
FY14-15,Police Department,1010,Expense,,15750
FY14-15,Police Department,1010,Expense,,177461
FY14-15,Police Department,1010,Expense,,244832
FY14-15,Police Department,1010,Expense,,49036
FY14-15,Police Department,1010,Expense,,67653
FY14-15,Police Department,1010,Expense,,65910
FY14-15,Police Department,1010,Expense,,90933
FY14-15,Police Department,1010,Expense,,89579
FY14-15,Police Department,1010,Expense,,123588
FY14-15,Police Department,1010,Expense,,137210
FY14-15,Police Department,1010,Expense,,1282745
FY14-15,Police Department,1010,Expense,,80153
FY14-15,Police Department,1010,Expense,,2760
FY14-15,Police Department,1010,Expense,,7850
FY14-15,Police Department,1010,Expense,,1300
FY14-15,Police Department,1010,Expense,,9600
FY14-15,Police Department,1010,Expense,,3200
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,14908
FY14-15,Police Department,1010,Expense,,4414
FY14-15,Police Department,1010,Expense,,4625
FY14-15,Police Department,1010,Expense,,1275
FY14-15,Police Department,1010,Expense,,4295
FY14-15,Police Department,1010,Expense,,37915
FY14-15,Police Department,1010,Expense,,287130
FY14-15,Police Department,1010,Expense,,17942
FY14-15,Police Department,1010,Expense,,50962
FY14-15,Police Department,1010,Expense,,551456
FY14-15,Police Department,1010,Expense,,35987
FY14-15,Police Department,1010,Expense,,69262
FY14-15,Police Department,1010,Expense,,581795
FY14-15,Police Department,1010,Expense,,36354
FY14-15,Police Department,1010,Expense,,40000
FY14-15,Police Department,1010,Expense,,22000
FY14-15,Police Department,1010,Expense,,15000
FY14-15,Police Department,1010,Expense,,14350
FY14-15,Police Department,1010,Expense,,165000
FY14-15,Police Department,1010,Expense,,15000
FY14-15,Police Department,1010,Expense,,4000
FY14-15,Police Department,1010,Expense,,15000
FY14-15,Police Department,1010,Expense,,2000
FY14-15,Police Department,1010,Expense,,10000
FY14-15,Police Department,1010,Expense,,2000
FY14-15,Police Department,2113,Expense,,1060817
FY14-15,Police Department,2113,Expense,,-194023
FY14-15,Police Department,2113,Expense,,20000
FY14-15,Police Department,2113,Expense,,194023
FY14-15,Police Department,2113,Expense,,368468
FY14-15,Police Department,2113,Expense,,393139
FY14-15,Police Department,2113,Expense,,1747610
FY14-15,Police Department,2113,Expense,,-3590034
FY14-15,Police Department,1010,Expense,,38178
FY14-15,Police Department,1010,Expense,,1362393
FY14-15,Police Department,1010,Expense,,2520
FY14-15,Police Department,1010,Expense,,16880
FY14-15,Police Department,1010,Expense,,835070
FY14-15,Police Department,1010,Expense,,12000
FY14-15,Police Department,1010,Expense,,6316
FY14-15,Police Department,1010,Expense,,28373
FY14-15,Police Department,1010,Expense,,69142
FY14-15,Police Department,1010,Expense,,16150
FY14-15,Police Department,1010,Expense,,10550
FY14-15,Police Department,1010,Expense,,304953
FY14-15,Police Department,1010,Expense,,14180
FY14-15,Police Department,1010,Expense,,619150
FY14-15,Police Department,1010,Expense,,19272
FY14-15,Police Department,1010,Expense,,617918
FY14-15,Police Department,1010,Expense,,38178
FY14-15,Police Department,1010,Expense,,1267819
FY14-15,Police Department,1010,Expense,,7840
FY14-15,Police Department,1010,Expense,,135060
FY14-15,Police Department,1010,Expense,,4370
FY14-15,Police Department,1010,Expense,,12000
FY14-15,Police Department,1010,Expense,,51476
FY14-15,Police Department,1010,Expense,,59078
FY14-15,Police Department,1010,Expense,,16625
FY14-15,Police Department,1010,Expense,,1950
FY14-15,Police Department,1010,Expense,,10550
FY14-15,Police Department,1010,Expense,,283787
FY14-15,Police Department,1010,Expense,,14180
FY14-15,Police Department,1010,Expense,,582471
FY14-15,Police Department,1010,Expense,,19272
FY14-15,Police Department,1010,Expense,,575026
FY14-15,Police Department,1010,Expense,,38178
FY14-15,Police Department,1010,Expense,,43446
FY14-15,Police Department,1010,Expense,,822344
FY14-15,Police Department,1010,Expense,,2520
FY14-15,Police Department,1010,Expense,,15380
FY14-15,Police Department,1010,Expense,,940
FY14-15,Police Department,1010,Expense,,108230
FY14-15,Police Department,1010,Expense,,7200
FY14-15,Police Department,1010,Expense,,10106
FY14-15,Police Department,1010,Expense,,42966
FY14-15,Police Department,1010,Expense,,9250
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,10550
FY14-15,Police Department,1010,Expense,,12005
FY14-15,Police Department,1010,Expense,,184072
FY14-15,Police Department,1010,Expense,,14180
FY14-15,Police Department,1010,Expense,,16136
FY14-15,Police Department,1010,Expense,,370456
FY14-15,Police Department,1010,Expense,,19272
FY14-15,Police Department,1010,Expense,,21931
FY14-15,Police Department,1010,Expense,,372978
FY14-15,Police Department,1010,Expense,,32737
FY14-15,Police Department,1010,Expense,,106964
FY14-15,Police Department,1010,Expense,,5040
FY14-15,Police Department,1010,Expense,,14410
FY14-15,Police Department,1010,Expense,,26700
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,9046
FY14-15,Police Department,1010,Expense,,23943
FY14-15,Police Department,1010,Expense,,12159
FY14-15,Police Department,1010,Expense,,45320
FY14-15,Police Department,1010,Expense,,16525
FY14-15,Police Department,1010,Expense,,48514
FY14-15,Police Department,1010,Expense,,111452
FY14-15,Police Department,1010,Expense,,178163
FY14-15,Police Department,1010,Expense,,1448877
FY14-15,Police Department,1010,Expense,,133574
FY14-15,Police Department,1010,Expense,,1721013
FY14-15,Police Department,1010,Expense,,10420
FY14-15,Police Department,1010,Expense,,35600
FY14-15,Police Department,1010,Expense,,16350
FY14-15,Police Department,1010,Expense,,254970
FY14-15,Police Department,1010,Expense,,19560
FY14-15,Police Department,1010,Expense,,4370
FY14-15,Police Department,1010,Expense,,12000
FY14-15,Police Department,1010,Expense,,1600
FY14-15,Police Department,1010,Expense,,17600
FY14-15,Police Department,1010,Expense,,12294
FY14-15,Police Department,1010,Expense,,17670
FY14-15,Police Department,1010,Expense,,5053
FY14-15,Police Department,1010,Expense,,97992
FY14-15,Police Department,1010,Expense,,49417
FY14-15,Police Department,1010,Expense,,7579
FY14-15,Police Department,1010,Expense,,23725
FY14-15,Police Department,1010,Expense,,14475
FY14-15,Police Department,1010,Expense,,7429
FY14-15,Police Department,1010,Expense,,11951
FY14-15,Police Department,1010,Expense,,3736
FY14-15,Police Department,1010,Expense,,1950
FY14-15,Police Department,1010,Expense,,44264
FY14-15,Police Department,1010,Expense,,49232
FY14-15,Police Department,1010,Expense,,313409
FY14-15,Police Department,1010,Expense,,29898
FY14-15,Police Department,1010,Expense,,385225
FY14-15,Police Department,1010,Expense,,59494
FY14-15,Police Department,1010,Expense,,66172
FY14-15,Police Department,1010,Expense,,642929
FY14-15,Police Department,1010,Expense,,56802
FY14-15,Police Department,1010,Expense,,764480
FY14-15,Police Department,1010,Expense,,80858
FY14-15,Police Department,1010,Expense,,89935
FY14-15,Police Department,1010,Expense,,635042
FY14-15,Police Department,1010,Expense,,60582
FY14-15,Police Department,1010,Expense,,780568
FY14-15,Police Department,1010,Expense,,9000
FY14-15,Police Department,1010,Expense,,32737
FY14-15,Police Department,1010,Expense,,504710
FY14-15,Police Department,1010,Expense,,2520
FY14-15,Police Department,1010,Expense,,24200
FY14-15,Police Department,1010,Expense,,78050
FY14-15,Police Department,1010,Expense,,4800
FY14-15,Police Department,1010,Expense,,25014
FY14-15,Police Department,1010,Expense,,6300
FY14-15,Police Department,1010,Expense,,9046
FY14-15,Police Department,1010,Expense,,112973
FY14-15,Police Department,1010,Expense,,12159
FY14-15,Police Department,1010,Expense,,224972
FY14-15,Police Department,1010,Expense,,16525
FY14-15,Police Department,1010,Expense,,228913
FY14-15,Police Department,1010,Expense,,1866006
FY14-15,Police Department,1010,Expense,,3340
FY14-15,Police Department,1010,Expense,,24360
FY14-15,Police Department,1010,Expense,,4200
FY14-15,Police Department,1010,Expense,,10138
FY14-15,Police Department,1010,Expense,,515628
FY14-15,Police Department,1010,Expense,,693055
FY14-15,Police Department,1010,Expense,,941939
FY14-15,Police Department,1010,Expense,,11474
FY14-15,Police Department,1010,Expense,,975
FY14-15,Police Department,1010,Expense,,54017
FY14-15,Police Department,1010,Expense,,1733
FY14-15,Police Department,1010,Expense,,48867
FY14-15,Police Department,1010,Expense,,10500
FY14-15,Police Department,1010,Expense,,1000
FY14-15,Police Department,1010,Expense,,13800
FY14-15,Police Department,1010,Expense,,5465
FY14-15,Police Department,1010,Expense,,22500
FY14-15,Police Department,1010,Expense,,2280
FY14-15,Police Department,2159,Expense,,80330
FY14-15,Police Department,2159,Expense,,5126
FY14-15,Police Department,2159,Expense,,22197
FY14-15,Police Department,2159,Expense,,29835
FY14-15,Police Department,2159,Expense,,40549
FY14-15,Police Department,2159,Expense,,-76249
FY14-15,Police Department,1010,Expense,,117139
FY14-15,Police Department,1010,Expense,,1650
FY14-15,Police Department,1010,Expense,,32368
FY14-15,Police Department,1010,Expense,,43506
FY14-15,Police Department,1010,Expense,,59130
FY14-15,Police Department,1010,Expense,,32737
FY14-15,Police Department,1010,Expense,,1026148
FY14-15,Police Department,1010,Expense,,251850
FY14-15,Police Department,1010,Expense,,41030
FY14-15,Police Department,1010,Expense,,23970
FY14-15,Police Department,1010,Expense,,2400
FY14-15,Police Department,1010,Expense,,12675
FY14-15,Police Department,1010,Expense,,14098
FY14-15,Police Department,1010,Expense,,4825
FY14-15,Police Department,1010,Expense,,3489
FY14-15,Police Department,1010,Expense,,4307
FY14-15,Police Department,1010,Expense,,9046
FY14-15,Police Department,1010,Expense,,215682
FY14-15,Police Department,1010,Expense,,56374
FY14-15,Police Department,1010,Expense,,12159
FY14-15,Police Department,1010,Expense,,289903
FY14-15,Police Department,1010,Expense,,113397
FY14-15,Police Department,1010,Expense,,16525
FY14-15,Police Department,1010,Expense,,413041
FY14-15,Police Department,1010,Expense,,114228
FY14-15,Police Department,1010,Expense,,9210
FY14-15,Police Department,1010,Expense,,10000
FY14-15,Police Department,1010,Expense,,10175
FY14-15,Police Department,1010,Expense,,12267
FY14-15,Police Department,1010,Expense,,2165
FY14-15,Police Department,1010,Expense,,31750
FY14-15,Police Department,1010,Expense,,14000
FY14-15,Police Department,1010,Expense,,8659
FY14-15,Police Department,1010,Expense,,13710
FY14-15,Police Department,1010,Expense,,1443
FY14-15,Police Department,1010,Expense,,1443
FY14-15,Police Department,1010,Expense,,3000
FY14-15,Police Department,1010,Expense,,723
FY14-15,Police Department,1010,Expense,,17480
FY14-15,Police Department,1010,Expense,,131779
FY14-15,Police Department,1010,Expense,,700
FY14-15,Police Department,1010,Expense,,710
FY14-15,Police Department,1010,Expense,,36414
FY14-15,Police Department,1010,Expense,,48944
FY14-15,Police Department,1010,Expense,,66521
FY14-15,Police Department,1010,Expense,,28860
FY14-15,Police Department,1010,Expense,,4000
FY14-15,Police Department,1010,Expense,,13275
FY14-15,Police Department,1010,Expense,,22000
FY14-15,Police Department,1010,Expense,,15000
FY14-15,Police Department,1010,Expense,,1515
FY14-15,Police Department,1010,Expense,,47514
FY14-15,Police Department,1010,Expense,,814760
FY14-15,Police Department,1010,Expense,,61260
FY14-15,Police Department,1010,Expense,,176330
FY14-15,Police Department,1010,Expense,,1120
FY14-15,Police Department,1010,Expense,,7472
FY14-15,Police Department,1010,Expense,,13129
FY14-15,Police Department,1010,Expense,,225145
FY14-15,Police Department,1010,Expense,,17647
FY14-15,Police Department,1010,Expense,,302615
FY14-15,Police Department,1010,Expense,,23984
FY14-15,Police Department,1010,Expense,,411283
FY14-15,Police Department,1010,Expense,,75771
FY14-15,Police Department,1010,Expense,,4181372
FY14-15,Police Department,1010,Expense,,453109
FY14-15,Police Department,1010,Expense,,276190
FY14-15,Police Department,1010,Expense,,175188
FY14-15,Police Department,1010,Expense,,6680
FY14-15,Police Department,1010,Expense,,139490
FY14-15,Police Department,1010,Expense,,4200
FY14-15,Police Department,1010,Expense,,5600
FY14-15,Police Department,1010,Expense,,141682
FY14-15,Police Department,1010,Expense,,27564
FY14-15,Police Department,1010,Expense,,8375
FY14-15,Police Department,1010,Expense,,56327
FY14-15,Police Department,1010,Expense,,37700
FY14-15,Police Department,1010,Expense,,20938
FY14-15,Police Department,1010,Expense,,1155411
FY14-15,Police Department,1010,Expense,,101425
FY14-15,Police Department,1010,Expense,,28142
FY14-15,Police Department,1010,Expense,,1553012
FY14-15,Police Department,1010,Expense,,216155
FY14-15,Police Department,1010,Expense,,38249
FY14-15,Police Department,1010,Expense,,2110698
FY14-15,Police Department,1010,Expense,,205510
FY14-15,Police Department,1010,Expense,,8470
FY14-15,Police Department,1010,Expense,,23000
FY14-15,Police Department,2411,Expense,,184274
FY14-15,Police Department,2411,Expense,,3822
FY14-15,Police Department,2411,Expense,,50919
FY14-15,Police Department,2411,Expense,,68441
FY14-15,Police Department,2411,Expense,,93018
FY14-15,Police Department,2411,Expense,,28294
FY14-15,Police Department,1010,Expense,,3118755
FY14-15,Police Department,1010,Expense,,559797
FY14-15,Police Department,1010,Expense,,247284
FY14-15,Police Department,1010,Expense,,5040
FY14-15,Police Department,1010,Expense,,8070
FY14-15,Police Department,1010,Expense,,17240
FY14-15,Police Department,1010,Expense,,213640
FY14-15,Police Department,1010,Expense,,10400
FY14-15,Police Department,1010,Expense,,14653
FY14-15,Police Department,1010,Expense,,5053
FY14-15,Police Department,1010,Expense,,54868
FY14-15,Police Department,1010,Expense,,15158
FY14-15,Police Department,1010,Expense,,17425
FY14-15,Police Department,1010,Expense,,1000
FY14-15,Police Department,1010,Expense,,3736
FY14-15,Police Department,1010,Expense,,39577
FY14-15,Police Department,1010,Expense,,791346
FY14-15,Police Department,1010,Expense,,53195
FY14-15,Police Department,1010,Expense,,616962
FY14-15,Police Department,1010,Expense,,91462
FY14-15,Police Department,1010,Expense,,1379705
FY14-15,Police Department,1010,Expense,,9273
FY14-15,Police Department,1010,Expense,,18000
FY14-15,Police Department,1010,Expense,,108000
FY14-15,Police Department,1010,Expense,,300000
FY14-15,Police Department,1010,Expense,,175000
FY14-15,Police Department,1010,Expense,,15000
FY14-15,Police Department,1010,Expense,,55000
FY14-15,Police Department,1010,Expense,,9400
FY14-15,Police Department,1010,Expense,,11900
FY14-15,Police Department,1010,Expense,,11100
FY14-15,Police Department,1010,Expense,,17400
FY14-15,Police Department,1010,Expense,,45000
FY14-15,Police Department,1010,Expense,,30700
FY14-15,Police Department,1010,Expense,,3500
FY14-15,Police Department,1010,Expense,,355851
FY14-15,Police Department,1010,Expense,,48966
FY14-15,Police Department,1010,Expense,,6670
FY14-15,Police Department,1010,Expense,,1500
FY14-15,Police Department,1010,Expense,,1300
FY14-15,Police Department,1010,Expense,,98330
FY14-15,Police Department,1010,Expense,,13531
FY14-15,Police Department,1010,Expense,,132169
FY14-15,Police Department,1010,Expense,,18187
FY14-15,Police Department,1010,Expense,,179629
FY14-15,Police Department,1010,Expense,,24718
FY14-15,Police Department,1010,Expense,,12630
FY14-15,Police Department,1010,Expense,,11000
FY14-15,Police Department,1010,Expense,,2500
FY14-15,Police Department,1010,Expense,,3500
FY14-15,Police Department,1010,Expense,,1500
FY14-15,Police Department,1010,Expense,,147780
FY14-15,Police Department,1010,Expense,,63530
FY14-15,Police Department,1150,Expense,,48966
FY14-15,Police Department,1150,Expense,,75771
FY14-15,Police Department,1150,Expense,,13531
FY14-15,Police Department,1150,Expense,,20938
FY14-15,Police Department,1150,Expense,,18187
FY14-15,Police Department,1150,Expense,,28142
FY14-15,Police Department,1150,Expense,,24718
FY14-15,Police Department,1150,Expense,,38249
FY14-15,Police Department,1150,Expense,,7518
FY14-15,Police Department,1150,Expense,,11634
FY14-15,Police Department,1010,Expense,,41912
FY14-15,Police Department,1010,Expense,,216842
FY14-15,Police Department,1010,Expense,,2960
FY14-15,Police Department,1010,Expense,,1600
FY14-15,Police Department,1010,Expense,,16432
FY14-15,Police Department,1010,Expense,,3350
FY14-15,Police Department,1010,Expense,,11582
FY14-15,Police Department,1010,Expense,,48538
FY14-15,Police Department,1010,Expense,,15567
FY14-15,Police Department,1010,Expense,,98675
FY14-15,Police Department,1010,Expense,,21157
FY14-15,Police Department,1010,Expense,,98350
FY14-15,Police Department,1010,Expense,,4695
FY14-15,Police Department,1010,Expense,,21105
FY14-15,Police Department,1010,Expense,,63312
FY14-15,Police Department,1010,Expense,,25600
FY14-15,Police Department,1010,Expense,,3900
FY14-15,Police Department,1010,Expense,,833326
FY14-15,Police Department,2999,Expense,,300000
FY14-15,Police Department,1010,Expense,,484431
FY14-15,Police Department,1010,Expense,,82574
FY14-15,Police Department,1010,Expense,,2520
FY14-15,Police Department,1010,Expense,,2780
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,4548
FY14-15,Police Department,1010,Expense,,1475
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,133860
FY14-15,Police Department,1010,Expense,,18483
FY14-15,Police Department,1010,Expense,,179924
FY14-15,Police Department,1010,Expense,,37122
FY14-15,Police Department,1010,Expense,,244534
FY14-15,Police Department,1010,Expense,,37452
FY14-15,Police Department,1010,Expense,,-500000
FY14-15,Police Department,1010,Expense,,4840
FY14-15,Police Department,1010,Expense,,1820
FY14-15,Police Department,1010,Expense,,1820
FY14-15,Police Department,2112,Expense,,65458
FY14-15,Police Department,2112,Expense,,18087
FY14-15,Police Department,2112,Expense,,24312
FY14-15,Police Department,2112,Expense,,33042
FY14-15,Police Department,2112,Expense,,10050
FY14-15,Police Department,2411,Expense,,149783
FY14-15,Police Department,2411,Expense,,41389
FY14-15,Police Department,2411,Expense,,55632
FY14-15,Police Department,2411,Expense,,75610
FY14-15,Police Department,2411,Expense,,97591
FY14-15,Police Department,2411,Expense,,250000
FY14-15,Police Department,2411,Expense,,7920
FY14-15,Police Department,2411,Expense,,22998
FY14-15,Police Department,2411,Expense,,5000
FY14-15,Police Department,1010,Expense,,94840
FY14-15,Police Department,1010,Expense,,57120
FY14-15,Police Department,1010,Expense,,82574
FY14-15,Police Department,1010,Expense,,6980
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,9095
FY14-15,Police Department,1010,Expense,,1675
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,26207
FY14-15,Police Department,1010,Expense,,15783
FY14-15,Police Department,1010,Expense,,18483
FY14-15,Police Department,1010,Expense,,35225
FY14-15,Police Department,1010,Expense,,21215
FY14-15,Police Department,1010,Expense,,38979
FY14-15,Police Department,1010,Expense,,47874
FY14-15,Police Department,1010,Expense,,28833
FY14-15,Police Department,1010,Expense,,37452
FY14-15,Police Department,1010,Expense,,5000
FY14-15,Police Department,1010,Expense,,200
FY14-15,Police Department,1010,Expense,,22000
FY14-15,Police Department,1010,Expense,,100
FY14-15,Police Department,1010,Expense,,80153
FY14-15,Police Department,1010,Expense,,12470
FY14-15,Police Department,1010,Expense,,8650
FY14-15,Police Department,1010,Expense,,4660
FY14-15,Police Department,1010,Expense,,300750
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,6131
FY14-15,Police Department,1010,Expense,,4414
FY14-15,Police Department,1010,Expense,,1875
FY14-15,Police Department,1010,Expense,,17942
FY14-15,Police Department,1010,Expense,,38303
FY14-15,Police Department,1010,Expense,,36354
FY14-15,Police Department,1010,Expense,,6340
FY14-15,Police Department,1010,Expense,,1000
FY14-15,Police Department,2251,Expense,,500000
FY14-15,Police Department,2251,Expense,,186960
FY14-15,Police Department,2251,Expense,,75600
FY14-15,Police Department,1010,Expense,,1719670
FY14-15,Police Department,1010,Expense,,110195
FY14-15,Police Department,1010,Expense,,11990859
FY14-15,Police Department,1010,Expense,,84160
FY14-15,Police Department,1010,Expense,,236063
FY14-15,Police Department,1010,Expense,,390610
FY14-15,Police Department,1010,Expense,,18060
FY14-15,Police Department,1010,Expense,,19620
FY14-15,Police Department,1010,Expense,,184870
FY14-15,Police Department,1010,Expense,,988660
FY14-15,Police Department,1010,Expense,,8740
FY14-15,Police Department,1010,Expense,,600
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,2400
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,128000
FY14-15,Police Department,1010,Expense,,3200
FY14-15,Police Department,1010,Expense,,11126
FY14-15,Police Department,1010,Expense,,651055
FY14-15,Police Department,1010,Expense,,29878
FY14-15,Police Department,1010,Expense,,14128
FY14-15,Police Department,1010,Expense,,8092
FY14-15,Police Department,1010,Expense,,10915
FY14-15,Police Department,1010,Expense,,6180
FY14-15,Police Department,1010,Expense,,367632
FY14-15,Police Department,1010,Expense,,37515
FY14-15,Police Department,1010,Expense,,22524
FY14-15,Police Department,1010,Expense,,1475
FY14-15,Police Department,1010,Expense,,1475
FY14-15,Police Department,1010,Expense,,94150
FY14-15,Police Department,1010,Expense,,6100
FY14-15,Police Department,1010,Expense,,93453
FY14-15,Police Department,1010,Expense,,3061
FY14-15,Police Department,1010,Expense,,12261
FY14-15,Police Department,1010,Expense,,1300
FY14-15,Police Department,1010,Expense,,447252
FY14-15,Police Department,1010,Expense,,24666
FY14-15,Police Department,1010,Expense,,2706661
FY14-15,Police Department,1010,Expense,,52840
FY14-15,Police Department,1010,Expense,,18839
FY14-15,Police Department,1010,Expense,,87434
FY14-15,Police Department,1010,Expense,,601162
FY14-15,Police Department,1010,Expense,,53801
FY14-15,Police Department,1010,Expense,,104502
FY14-15,Police Department,1010,Expense,,37844
FY14-15,Police Department,1010,Expense,,5551968
FY14-15,Police Department,1010,Expense,,191332
FY14-15,Police Department,1010,Expense,,788201
FY14-15,Police Department,1010,Expense,,49979
FY14-15,Police Department,1010,Expense,,5484343
FY14-15,Police Department,1010,Expense,,107067
FY14-15,Police Department,1010,Expense,,38172
FY14-15,Police Department,1010,Expense,,177162
FY14-15,Police Department,1010,Expense,,16747
FY14-15,Police Department,1010,Expense,,6480
FY14-15,Police Department,2251,Expense,,73798
FY14-15,Police Department,2251,Expense,,2251041
FY14-15,Police Department,2251,Expense,,800
FY14-15,Police Department,2251,Expense,,20800
FY14-15,Police Department,2251,Expense,,130331
FY14-15,Police Department,2251,Expense,,91936
FY14-15,Police Department,2251,Expense,,9250
FY14-15,Police Department,2251,Expense,,5830
FY14-15,Police Department,2251,Expense,,3900
FY14-15,Police Department,2251,Expense,,16519
FY14-15,Police Department,2251,Expense,,484662
FY14-15,Police Department,2251,Expense,,31353
FY14-15,Police Department,2251,Expense,,1001722
FY14-15,Police Department,2251,Expense,,33471
FY14-15,Police Department,2251,Expense,,982048
FY14-15,Police Department,2416,Expense,,86702
FY14-15,Police Department,2416,Expense,,86702
FY14-15,Police Department,2416,Expense,,800
FY14-15,Police Department,2416,Expense,,800
FY14-15,Police Department,2416,Expense,,6632
FY14-15,Police Department,2416,Expense,,8754
FY14-15,Police Department,2416,Expense,,7958
FY14-15,Police Department,2416,Expense,,19408
FY14-15,Police Department,2416,Expense,,19408
FY14-15,Police Department,2416,Expense,,41808
FY14-15,Police Department,2416,Expense,,39800
FY14-15,Police Department,2416,Expense,,39324
FY14-15,Police Department,2416,Expense,,39324
FY14-15,Police Department,1010,Expense,,465655
FY14-15,Police Department,1010,Expense,,95271
FY14-15,Police Department,1010,Expense,,11200570
FY14-15,Police Department,1010,Expense,,385847
FY14-15,Police Department,1010,Expense,,19430
FY14-15,Police Department,1010,Expense,,16680
FY14-15,Police Department,1010,Expense,,1180
FY14-15,Police Department,1010,Expense,,164820
FY14-15,Police Department,1010,Expense,,892070
FY14-15,Police Department,1010,Expense,,13100
FY14-15,Police Department,1010,Expense,,600
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,105600
FY14-15,Police Department,1010,Expense,,3200
FY14-15,Police Department,1010,Expense,,7287
FY14-15,Police Department,1010,Expense,,695471
FY14-15,Police Department,1010,Expense,,22226
FY14-15,Police Department,1010,Expense,,23811
FY14-15,Police Department,1010,Expense,,347753
FY14-15,Police Department,1010,Expense,,24486
FY14-15,Police Department,1010,Expense,,45835
FY14-15,Police Department,1010,Expense,,1875
FY14-15,Police Department,1010,Expense,,96775
FY14-15,Police Department,1010,Expense,,5700
FY14-15,Police Department,1010,Expense,,86585
FY14-15,Police Department,1010,Expense,,11411
FY14-15,Police Department,1010,Expense,,128676
FY14-15,Police Department,1010,Expense,,21325
FY14-15,Police Department,1010,Expense,,2507148
FY14-15,Police Department,1010,Expense,,86367
FY14-15,Police Department,1010,Expense,,172950
FY14-15,Police Department,1010,Expense,,43549
FY14-15,Police Department,1010,Expense,,5191513
FY14-15,Police Department,1010,Expense,,181624
FY14-15,Police Department,1010,Expense,,235061
FY14-15,Police Department,1010,Expense,,43210
FY14-15,Police Department,1010,Expense,,5080067
FY14-15,Police Department,1010,Expense,,175001
FY14-15,Police Department,1010,Expense,,16747
FY14-15,Police Department,1010,Expense,,6480
FY14-15,Police Department,2251,Expense,,169276
FY14-15,Police Department,2251,Expense,,1702566
FY14-15,Police Department,2251,Expense,,1600
FY14-15,Police Department,2251,Expense,,16000
FY14-15,Police Department,2251,Expense,,12948
FY14-15,Police Department,2251,Expense,,88807
FY14-15,Police Department,2251,Expense,,107394
FY14-15,Police Department,2251,Expense,,13000
FY14-15,Police Department,2251,Expense,,16966
FY14-15,Police Department,2251,Expense,,1950
FY14-15,Police Department,2251,Expense,,37891
FY14-15,Police Department,2251,Expense,,381103
FY14-15,Police Department,2251,Expense,,76292
FY14-15,Police Department,2251,Expense,,800995
FY14-15,Police Department,2251,Expense,,76776
FY14-15,Police Department,2251,Expense,,772206
FY14-15,Police Department,2411,Expense,,86702
FY14-15,Police Department,2411,Expense,,800
FY14-15,Police Department,2411,Expense,,1675
FY14-15,Police Department,2411,Expense,,19408
FY14-15,Police Department,2411,Expense,,37364
FY14-15,Police Department,2411,Expense,,39324
FY14-15,Police Department,2411,Expense,,12765
FY14-15,Police Department,1010,Expense,,339996
FY14-15,Police Department,1010,Expense,,92478
FY14-15,Police Department,1010,Expense,,5782480
FY14-15,Police Department,1010,Expense,,27360
FY14-15,Police Department,1010,Expense,,54080
FY14-15,Police Department,1010,Expense,,1180
FY14-15,Police Department,1010,Expense,,163640
FY14-15,Police Department,1010,Expense,,1126400
FY14-15,Police Department,1010,Expense,,13100
FY14-15,Police Department,1010,Expense,,800
FY14-15,Police Department,1010,Expense,,144800
FY14-15,Police Department,1010,Expense,,344220
FY14-15,Police Department,1010,Expense,,27939
FY14-15,Police Department,1010,Expense,,673632
FY14-15,Police Department,1010,Expense,,6500
FY14-15,Police Department,1010,Expense,,1300
FY14-15,Police Department,1010,Expense,,10998
FY14-15,Police Department,1010,Expense,,20700
FY14-15,Police Department,1010,Expense,,1361549
FY14-15,Police Department,1010,Expense,,14782
FY14-15,Police Department,1010,Expense,,39220
FY14-15,Police Department,1010,Expense,,2973927
FY14-15,Police Department,1010,Expense,,20091
FY14-15,Police Department,1010,Expense,,41944
FY14-15,Police Department,1010,Expense,,2758829
FY14-15,Police Department,1010,Expense,,150000
FY14-15,Police Department,1010,Expense,,22630
FY14-15,Police Department,1010,Expense,,2106
FY14-15,Police Department,1010,Expense,,4234
FY14-15,Police Department,1010,Expense,,2920366
FY14-15,Police Department,2251,Expense,,169982
FY14-15,Police Department,2251,Expense,,962107
FY14-15,Police Department,2251,Expense,,800
