Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9460,Engineering Services,45900
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9470,Employee Parking,382
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9470,Employee Parking,1092
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9480,Computer Services-from IT,51180
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Services and Charges,9480,Computer Services-from IT,79793
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Capital Outlays,9760,Equipment,75000
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Capital Outlays,9760,Equipment,9700
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Debt Service,9910,Principal,500000
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Debt Service,9910,Principal,1465000
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Debt Service,9920,Interest to Financial Institution,242450
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Debt Service,9920,Interest to Financial Institution,930700
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Debt Service,9930,Paying Agent Fees,1600
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing,9951,Operating Trans Out-Subsidies,360000
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing,9952,Operating Transfers-A87 Cost,124062
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Financing,9952,Operating Transfers-A87 Cost,107109
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Other Financing,9955,Operating Trans-Misc,2158819
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Other Financing,9959,Appropriation Lapse,-303818
FY19,Expense,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Other Financing,9959,Appropriation Lapse,-119074
FY19,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Capital Outlays,9885,Street Preventative Maintenance,210363
FY19,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Capital Outlays,9890,Street Rehabilitation,2058183
FY19,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Capital Outlays,9895,Street Reconstruction,1074249
FY19,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2040,Vital Streets-Major,Other Financing,9953,Operating Trans-Capt Projects,1427720
FY19,Expense,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2020,Major Streets,Other Financing,9955,Operating Trans-Misc,3411315
FY19,Expense,Public Services,Streets,Major Non-FAU Operations,6020 - Major Non-FAU Operations,2020,Major Streets,Capital Outlays,9895,Street Reconstruction,199470
FY19,Expense,Public Services,Streets,Major Non-FAU Operations,6020 - Major Non-FAU Operations,2040,Vital Streets-Major,Other Financing,9953,Operating Trans-Capt Projects,440000
FY19,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2030,Local Streets,Capital Outlays,9885,Street Preventative Maintenance,2906125
FY19,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2030,Local Streets,Capital Outlays,9890,Street Rehabilitation,482371
FY19,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2030,Local Streets,Capital Outlays,9895,Street Reconstruction,740679
FY19,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2041,Vital Streets-Local,Other Financing,9953,Operating Trans-Capt Projects,959966
FY19,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2030,Local Streets,Other Financing,9955,Operating Trans-Misc,1600000
FY19,Expense,Public Services,Streets,Local Operations,6030 - Local Operations,2040,Vital Streets-Major,Other Financing,9955,Operating Trans-Misc,959966
FY19,Expense,Public Services,Streets,Bridge Operations,6040 - Bridge Operations,2040,Vital Streets-Major,Other Financing,9953,Operating Trans-Capt Projects,70000
FY19,Expense,Public Services,Streets,Traffic Safety Operations,6050 - Traffic Safety Operations,2040,Vital Streets-Major,Other Financing,9953,Operating Trans-Capt Projects,277000
FY19,Expense,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Capital Outlays,9880,Construction In Progress,293008
FY19,Expense,Public Services,Streets,Capital Admin,9000 - Capital Admin,2040,Vital Streets-Major,Other Financing,9953,Operating Trans-Capt Projects,493008
FY19,Expense,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,Other Financing,9955,Operating Trans-Misc,200000
FY19,Expense,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9885,Street Preventative Maintenance,111708
FY19,Expense,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9890,Street Rehabilitation,509704
FY19,Expense,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9895,Street Reconstruction,806308
FY19,Expense,Public Services,Streets,Major Non-FAU Projects,9020 - Major Non-FAU Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9895,Street Reconstruction,440000
FY19,Expense,Public Services,Streets,Local Projects,9030 - Local Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9895,Street Reconstruction,959966
FY19,Expense,Public Services,Streets,Bridge Projects,9040 - Bridge Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9880,Construction In Progress,70000
FY19,Expense,Public Services,Streets,Traffic Safety Projects,9050 - Traffic Safety Projects,4090,Vital Str Cap-Non Bond,Capital Outlays,9880,Construction In Progress,277000
FY19,Expense,Public Services,Traffic Safety,Administration,1000 - Administration,2020,Major Streets,Supplies,7520,Supplies,8170
FY19,Expense,Public Services,Traffic Safety,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,8010,Contractual Services,300052
FY19,Expense,Public Services,Traffic Safety,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9100,Professional Development,600
FY19,Expense,Public Services,Traffic Safety,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9110,Other Travel & Training,5000
FY19,Expense,Public Services,Traffic Safety,Administration,1000 - Administration,2020,Major Streets,Other Services and Charges,9150,Memberships,350
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7020,Full Time Employees,1158598
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7025,Acting Assignment,40660
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7055,Time & One-half,75000
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7105,Employers FICA,94421
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7110,Hospitalization Insurance,254880
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7115,Retiree Health Care-OPEB,143048
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7120,Retirement Fund Contribution,263016
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personnel Services,7135,Unemployment Compensation,1620
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Supplies,7520,Supplies,526200
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Supplies,7670,Clothing,3000
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8010,Contractual Services,28286
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8011,Contract Employees-Temporary Services,18398
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8500,Telephone,17120
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8505,Employee Phone Reimbursement,867
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8610,Transportation-Mileage Reimbursement,600
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9100,Professional Development,500
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9200,Electricity,322300
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9340,Maintenance Service,70000
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9410,Equipment Rentals or Lease,3962
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,82980
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9440,Fleet Management Equipment Charges,288570
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9450,311 Call Center Services,24613
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9480,Computer Services-from IT,37318
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Capital Outlays,9760,Equipment,30000
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Financing,9952,Operating Transfers-A87 Cost,186220
FY19,Expense,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Financing,9959,Appropriation Lapse,-220000
FY19,Expense,Public Services,Traffic Safety,Computerized Intersections,3200 - Computerized Intersections,2020,Major Streets,Supplies,7520,Supplies,1000
FY19,Expense,Public Services,Traffic Safety,Computerized Intersections,3200 - Computerized Intersections,2020,Major Streets,Other Services and Charges,8010,Contractual Services,100000
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Personnel Services,7020,Full Time Employees,444814
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Personnel Services,7055,Time & One-half,3600
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Personnel Services,7105,Employers FICA,34320
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Personnel Services,7110,Hospitalization Insurance,114480
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Personnel Services,7115,Retiree Health Care-OPEB,54931
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Personnel Services,7120,Retirement Fund Contribution,101028
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Personnel Services,7135,Unemployment Compensation,624
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Supplies,7520,Supplies,117300
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Supplies,7670,Clothing,500
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,8010,Contractual Services,284610
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,8011,Contract Employees-Temporary Services,31200
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,8450,Claims,75898
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,8500,Telephone,2400
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,9410,Equipment Rentals or Lease,4484
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,34649
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,9440,Fleet Management Equipment Charges,62017
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Services and Charges,9480,Computer Services-from IT,37318
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Capital Outlays,9760,Equipment,10000
FY19,Expense,Public Services,Traffic Safety,Sign Shop-Miscellaneous,4100 - Sign Shop-Miscellaneous,2020,Major Streets,Other Financing,9952,Operating Transfers-A87 Cost,5993
FY19,Expense,Public Services,Traffic Safety,Barricades,4250 - Barricades,2020,Major Streets,Supplies,7520,Supplies,10000
FY19,Expense,Public Services,Traffic Safety,Signal Expansion Projects,9000 - Signal Expansion Projects,4010,Capital Improvement,Capital Outlays,9880,Construction In Progress,83500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7020,Full Time Employees,618873
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7025,Acting Assignment,500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7055,Time & One-half,500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7105,Employers FICA,47328
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7110,Hospitalization Insurance,123120
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7115,Retiree Health Care-OPEB,76770
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7120,Retirement Fund Contribution,141092
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Personnel Services,7135,Unemployment Compensation,864
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Supplies,7520,Supplies,6000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Supplies,7910,Subscriptions and Publications,3000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8010,Contractual Services,200000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8030,Administrative Services,151183
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8240,Fees,37500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8400,Insurance Premiums,241791
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8450,Claims,253013
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8500,Telephone,3902
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8610,Transportation-Mileage Reimbursement,400
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,8800,Community Promotion,3000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9000,Printing & Publishing,2000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9100,Professional Development,33550
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9110,Other Travel & Training,39500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9130,Local Business Expense,1000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9150,Memberships,45670
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9180,Water,7500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9190,Refuse Collection Charges,7500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9200,Electricity,56000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9210,Natural Gas,30000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9340,Maintenance Service,120000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9400,Land Rental or Lease,3500
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,5686
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9460,Engineering Services,12750
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9470,Employee Parking,1800
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Services and Charges,9480,Computer Services-from IT,28698
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Capital Outlays,9760,Equipment,52000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Capital Outlays,9840,Software,6000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Debt Service,9920,Interest to Financial Institution,5276837
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Debt Service,9930,Paying Agent Fees,15000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Financing,9952,Operating Transfers-A87 Cost,956231
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Financing,9953,Operating Trans-Capt Projects,11977000
FY19,Expense,Public Services,Water,Administration,1000 - Administration,5910,Water Operations,Other Financing,9959,Appropriation Lapse,-1398000
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7020,Full Time Employees,1665283
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7025,Acting Assignment,4098
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7050,Regular Hourly Rate,2000
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7055,Time & One-half,102000
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7105,Employers FICA,127405
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7110,Hospitalization Insurance,428976
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7115,Retiree Health Care-OPEB,205620
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7120,Retirement Fund Contribution,378118
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7135,Unemployment Compensation,2286
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Personnel Services,7165,Shift Differential,1470
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Supplies,7520,Supplies,824952
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Supplies,7670,Clothing,4492
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,8010,Contractual Services,1080751
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,8011,Contract Employees-Temporary Services,26150
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,8500,Telephone,14832
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,8505,Employee Phone Reimbursement,2998
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,8510,Postage,8000
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,8610,Transportation-Mileage Reimbursement,11499
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,9100,Professional Development,18500
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,9410,Equipment Rentals or Lease,1388
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,146610
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,9450,311 Call Center Services,554837
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,9470,Employee Parking,3000
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Services and Charges,9480,Computer Services-from IT,134070
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Capital Outlays,9760,Equipment,6500
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Capital Outlays,9800,Furniture,3000
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Capital Outlays,9840,Software,3500
FY19,Expense,Public Services,Water,Cust Srv-Administration Genera,2110 - Cust Srv-Administration Genera,5910,Water Operations,Other Financing,9952,Operating Transfers-A87 Cost,44512
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7020,Full Time Employees,564727
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7025,Acting Assignment,2000
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7040,Temporary Noncontract Employees,60300
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7055,Time & One-half,14534
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7105,Employers FICA,49068
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7110,Hospitalization Insurance,115560
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7115,Retiree Health Care-OPEB,69727
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7120,Retirement Fund Contribution,128232
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Personnel Services,7135,Unemployment Compensation,3052
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Supplies,7520,Supplies,5000
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,8010,Contractual Services,78750
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,8500,Telephone,5000
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,8505,Employee Phone Reimbursement,1260
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,9340,Maintenance Service,8000
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,9410,Equipment Rentals or Lease,11380
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,19818
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,9470,Employee Parking,600
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Services and Charges,9480,Computer Services-from IT,52614
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Capital Outlays,9760,Equipment,7300
FY19,Expense,Public Services,Water,Engin-Adm Gen,3010 - Engin-Adm Gen,5910,Water Operations,Other Financing,9954,Operating Trans-Dev Center,21587
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7020,Full Time Employees,391200
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7055,Time & One-half,10500
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7105,Employers FICA,29919
