Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Community Services,Community Development Services,General Fund Operating,Other Services and Charges,311 Call Center Services,2844
FY20,Expense,Community Services,Community Development Services,General Fund Operating,Other Services and Charges,Employee Parking,1788
FY20,Expense,Community Services,Community Development Services,General Fund Operating,Other Services and Charges,Computer Services-from IT,4478
FY20,Revenue,Community Services,Community Development Services,General Fund Operating,Other Financing Sources,Operating Transfers-A87 Cost Allocation,10000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Supplies,Supplies,16967
FY20,Expense,Community Services,Community Development Services,Community Development Program,Supplies,Subscriptions and Publications,100
FY20,Expense,Community Services,Community Development Services,Community Development Program,Capital Outlays,Building,25000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Financing,Operating Trans Out-Subsidies,1368688
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Full Time Employees,438729
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Employers FICA,33565
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Hospitalization Insurance,86208
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Retiree Health Care-OPEB,37499
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Retirement Fund Contribution,99272
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Unemployment Compensation,616
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Contractual Services,2047362
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Fees,5000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Claims,11554
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Employee Phone Reimbursement,1000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Postage,5000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Printing & Publishing,5000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Professional Development,6000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Other Travel & Training,12000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Memberships,3000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Equipment Rentals or Lease,664
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,47308
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Employee Parking,21258
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Computer Services-from IT,24146
FY20,Revenue,Community Services,Community Development Services,Community Development Program,Federal Grants,Dept of Housing & Urban Develop,4259721
FY20,Revenue,Community Services,Community Development Services,Community Development Program,Other Revenues,Rehab Loan Repayments,350000
FY20,Revenue,Community Services,Community Development Services,Community Development Program,Other Financing Sources,Operating Transfers-Subsidy,500000
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Supplies,Supplies,2985
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Personnel Services,Full Time Employees,77190
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Personnel Services,Employers FICA,5912
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Personnel Services,Hospitalization Insurance,15396
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Personnel Services,Retiree Health Care-OPEB,6607
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Personnel Services,Retirement Fund Contribution,17471
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Personnel Services,Unemployment Compensation,108
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Other Services and Charges,Contractual Services,1384678
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Other Services and Charges,Claims,2099
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,8324
FY20,Expense,Community Services,Community Development Services,Home Investment Partnership Pr,Other Services and Charges,Computer Services-from IT,4248
FY20,Revenue,Community Services,Community Development Services,Home Investment Partnership Pr,Federal Grants,Dept of Housing & Urban Develop,1410592
FY20,Revenue,Community Services,Community Development Services,Home Investment Partnership Pr,Other Revenues,Grantee Program Income,114426
FY20,Revenue,Community Services,Community Development Services,Receivership,Investment Income & Rentals,Interest on Investment,2631
FY20,Expense,Community Services,Community Development Services,Community Development Program,Supplies,Supplies,6389
FY20,Expense,Community Services,Community Development Services,Community Development Program,Capital Outlays,Software,4000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Full Time Employees,165218
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Employers FICA,12618
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Hospitalization Insurance,38496
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Retiree Health Care-OPEB,14141
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Retirement Fund Contribution,37409
FY20,Expense,Community Services,Community Development Services,Community Development Program,Personnel Services,Unemployment Compensation,240
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Home Repair,500000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Claims,4867
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Telephone,500
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,17815
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Employee Parking,3000
FY20,Expense,Community Services,Community Development Services,Community Development Program,Other Services and Charges,Computer Services-from IT,9092
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,10452
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,804
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,1536
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,888
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,2364
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,12
FY20,Expense,Design & Development,Planning,General Fund Operating,Supplies,Supplies,24000
FY20,Expense,Design & Development,Planning,General Fund Operating,Supplies,Clothing,500
FY20,Expense,Design & Development,Planning,General Fund Operating,Supplies,Subscriptions and Publications,3000
FY20,Expense,Design & Development,Planning,General Fund Operating,Capital Outlays,Furniture,1000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Financing,Operating Trans-Dev Center,4119
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,197667
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,15133
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,30948
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,16898
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,44726
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,276
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contractual Services,20000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Fees,5000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Claims,16524
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Telephone,2500
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Employee Phone Reimbursement,950
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Postage,8000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Printing & Publishing,16000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Professional Development,8000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Other Travel & Training,2000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Local Business Expense,600
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Memberships,4500
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,68183
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,6209
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Employee Parking,2500
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Computer Services-from IT,139569
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,51900
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,3960
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,12312
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,4440
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,11748
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,72
FY20,Revenue,Design & Development,Planning,General Fund Operating,Licenses & Permits,Miscellaneous Permits,96149
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,45324
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,3468
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,10776
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,3876
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,10248
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,60
FY20,Revenue,Design & Development,Planning,General Fund Operating,Licenses & Permits,Miscellaneous Permits,3771
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Administration Services,25977
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,305568
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,23364
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,62352
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,26136
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,69132
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,444
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contractual Services,25000
FY20,Revenue,Design & Development,Planning,General Fund Operating,Licenses & Permits,Miscellaneous Permits,100567
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Planning Commission Review Fees,146483
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,LUDS Fee-Land Use & Develop,72210
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,"Zoning, Noise, Parking-Zoning Appeal",27500
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Service Fees-General,35953
FY20,Expense,Design & Development,Planning,General Fund Operating,Supplies,Supplies,10000
FY20,Expense,Design & Development,Planning,General Fund Operating,Supplies,Subscriptions and Publications,2000
FY20,Expense,Design & Development,Planning,General Fund Operating,Capital Outlays,Software,200
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,74848
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,5723
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,20016
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,6402
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,16937
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,102
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contractual Services,10000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,24024
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Postage,25000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Community Promotion,2000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Printing & Publishing,7000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Advertising - Any Media,1000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Professional Development,1500
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Other Travel & Training,2000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Local Business Expense,5150
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Memberships,250
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,6894
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Employee Parking,200
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Service Fees-General,141529
FY20,Revenue,Design & Development,Planning,General Fund Operating,Other Financing Sources,Operating Transfers-Misc,56740
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,74364
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,5688
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,15396
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,6360
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,16824
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,108
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,17160
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Historic Preservation-Other Fee,13429
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Service Fees-General,55000
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,25896
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,1980
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,6156
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,2220
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,5856
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,36
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,77892
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,5952
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,16932
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,6660
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,17616
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,108
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,65018
FY20,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Planning Commission Review Fees,210000
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Full Time Employees,241275
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Employers FICA,18464
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Hospitalization Insurance,49284
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,20629
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Retirement Fund Contribution,54612
FY20,Expense,Design & Development,Planning,General Fund Operating,Personnel Services,Unemployment Compensation,348
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contractual Services,15000
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,49978
FY20,Expense,Design & Development,Planning,General Fund Operating,Other Services and Charges,311 Call Center Services,8152
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Full Time Employees,253013
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Employers FICA,19365
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Hospitalization Insurance,50820
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retiree Health Care-OPEB,21640
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retirement Fund Contribution,57257
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Unemployment Compensation,368
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Charges for Services,Plan Review Fees-Bldg Inspection,258612
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Supplies,Supplies,25000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Supplies,Clothing,1200
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Supplies,Subscriptions and Publications,19500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Capital Outlays,Furniture,2000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Capital Outlays,Software,500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Financing,Operating Trans-Misc,56740
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Full Time Employees,692706
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Temporary Noncontract Employees,16000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Time & One-half,30000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Employers FICA,46861
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Hospitalization Insurance,145344
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retiree Health Care-OPEB,64035
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retirement Fund Contribution,160095
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Unemployment Compensation,994
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Contractual Services,128500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Contract Employees-Temporary Services,196581
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Demolition Services,55000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Fees,30500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Insurance Premiums,148
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Claims,37802
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Telephone,15000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Employee Phone Reimbursement,3500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Postage,10000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Printing & Publishing,2500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Professional Development,30100
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Other Travel & Training,2000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Local Business Expense,1500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Memberships,11425
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Equipment Rentals or Lease,2000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,78599
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Fleet Management Equipment Charges,79295
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,311 Call Center Services,118299
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Employee Parking,2000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Computer Services-from IT,226492
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,A-87 Cost Allocation,287526
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Mechanical Registrations,5500
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Plumber Registrations,1000
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Boiler Engineer Certification,500
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Boiler Operator License,10000
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Electrical License,30000
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Electrical Exam,500
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Builder Registrations,5000
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Building Permits,1416319
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Charges for Services,Service Fees-General,500
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Charges for Services,Administration Services,10000
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Other Financing Sources,Operating Transfers-Development Center,66858
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Supplies,Supplies,12000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Capital Outlays,Furniture,2000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Contractual Services,27500
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Contract Employees-Temporary Services,15000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Postage,5000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Printing & Publishing,1000
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,56955
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Other Services and Charges,311 Call Center Services,7583
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Full Time Employees,491838
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Employers FICA,37595
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Hospitalization Insurance,111636
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retiree Health Care-OPEB,39309
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retirement Fund Contribution,104052
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Unemployment Compensation,656
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Building Permits,1369804
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Full Time Employees,148387
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Employers FICA,11346
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Hospitalization Insurance,30792
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retiree Health Care-OPEB,11311
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retirement Fund Contribution,29957
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Unemployment Compensation,180
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Plumbing Permits,234592
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Full Time Employees,280254
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Employers FICA,21452
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Hospitalization Insurance,61584
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retiree Health Care-OPEB,21898
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retirement Fund Contribution,57983
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Unemployment Compensation,372
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Electrical Permits,654739
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Full Time Employees,345726
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Employers FICA,26449
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Hospitalization Insurance,76980
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retiree Health Care-OPEB,26808
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Retirement Fund Contribution,71001
FY20,Expense,Design & Development,Building Inspections,Building Inspections,Personnel Services,Unemployment Compensation,442
FY20,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Mechanical Permits,585086
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Contractual Services,200000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Printing & Publishing,5000
FY20,Revenue,Economic Development,Parking,Parking Operating,Other Revenues,Reimbursements,25000
FY20,Revenue,Economic Development,Parking,Parking Operating,Fines & Forfeitures,Parking Fines,100000
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Supplies,20000
FY20,Expense,Economic Development,Parking,Parking Operating,Capital Outlays,Computer Equipment,10000
FY20,Expense,Economic Development,Parking,Parking Operating,Capital Outlays,Software,5000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Financing,Operating Trans Out-Subsidies,140000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Financing,Operating Trans-Capt Projects,6550000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Financing,Appropriation Lapse,-150000
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Full Time Employees,1080881
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Time & One-half,3000
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Employers FICA,82931
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Hospitalization Insurance,224784
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retiree Health Care-OPEB,92424
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retirement Fund Contribution,244666
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Unemployment Compensation,1547
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Clothing-Car Allowance,1500
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Contractual Services,458299
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Contract Employees-Temporary Services,200000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Fees,2157
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Insurance Premiums,47414
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Claims,107724
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Telephone,7000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Employee Phone Reimbursement,2000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Postage,7500
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Community Promotion,200000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Printing & Publishing,5000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Professional Development,5000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Other Travel & Training,15000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Local Business Expense,10000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Memberships,2000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Equipment Rentals or Lease,5000
