Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personal Services,7055,Time & One-half,100000
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personal Services,7105,Employers FICA,92092
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personal Services,7110,Hospitalization Insurance,217325
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personal Services,7115,Retiree Health Care-OPEB,137786
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personal Services,7120,Retirement Fund Contribution,269115
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Personal Services,7135,Unemployment Compensation,1532
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8010,Contractual Services,103900
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8011,Contract Employees-Temporary Services,15000
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8500,Telephone,1000
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,8510,Postage,300
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9100,Professional Development,750
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9110,Other Travel & Training,5000
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9150,Memberships,350
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9200,Electricity,313500
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9340,Maintenance Service,95000
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,74193
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9440,Fleet Management Equipment Charges,219186
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9450,311 Call Center Services,22010
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9460,Engineering Services,2400
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Services and Charges,9480,Computer Services-from IT,36026
FY18,Revenue,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Other Revenues,6771,Claims-Damage-Accident Billings,30000
FY18,Revenue,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Charges for Services,6300,Signal System Maintenance,830000
FY18,Revenue,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Charges for Services,6302,Signal System Improvement,447000
FY18,Revenue,Enterprise Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,Investment Income & Rentals,6671,Rentals-Facilities,55000
FY18,Expense,Enterprise Services,Traffic Safety,Signal Maint-Signal Cable Loca,3100 - Signal Maint-Signal Cable Loca,2020,Major Streets,Other Services and Charges,9410,Equipment Rentals or Lease,485
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7520,Supplies,176550
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Capital Outlays,9760,Equipment,10000
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7020,Full Time Employees,698473
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7025,Acting Assignment,1200
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7055,Time & One-half,88000
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7105,Employers FICA,60257
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,134811
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,87295
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,170499
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,971
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,55000
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8011,Contract Employees-Temporary Services,15000
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8400,Insurance Premiums,3005
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8450,Claims,17058
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8500,Telephone,500
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,5000
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,700
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,10000
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,8698
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,53863
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,287407
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,23250
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9460,Engineering Services,2400
FY18,Expense,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,53622
FY18,Revenue,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Other Revenues,6771,Claims-Damage-Accident Billings,75000
FY18,Revenue,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Charges for Services,6261,Administration Services,640000
FY18,Revenue,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Charges for Services,6310,Street-Expressway Lighting Main,10000
FY18,Revenue,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Charges for Services,6312,Street Lighting Services,270000
FY18,Revenue,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Charges for Services,6423,Sale of Scrap Material,1500
FY18,Revenue,Enterprise Services,Street Lighting,Administration,1000 - Administration,1010,General Fund Operating,Charges for Services,6425,Electric Power Dist-Gas Aggregate,978500
FY18,Expense,Enterprise Services,Street Lighting,Capital Projects-Other,9000 - Capital Projects-Other,4010,Capital Improvement,Capital Outlays,9880,Construction In Progress,595000
FY18,Revenue,Enterprise Services,Street Lighting,Capital Projects-Other,9000 - Capital Projects-Other,4010,Capital Improvement,Other Financing Sources,6993,Operating Transfers-Capital Projects,595000
FY18,Expense,Enterprise Services,Street Lighting,Power Distribution-Admin,3010 - Power Distribution-Admin,1010,General Fund Operating,Supplies,7520,Supplies,350000
FY18,Expense,Enterprise Services,Street Lighting,Power Distribution-Admin,3010 - Power Distribution-Admin,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,100000
FY18,Expense,Enterprise Services,Street Lighting,Power Distribution-Admin,3010 - Power Distribution-Admin,1010,General Fund Operating,Other Services and Charges,9200,Electricity,1752471
FY18,Expense,Enterprise Services,Street Lighting,Power Distribution-Admin,3010 - Power Distribution-Admin,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,53863
FY18,Expense,Enterprise Services,Environmental Services,Indirect,1010 - Indirect,5900,Sewer Disposal Operations,Other Financing,9955,Operating Trans-Misc,69030
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Supplies,7520,Supplies,5000
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Debt Service,9920,Interest to Financial Institution,12204877
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Debt Service,9930,Paying Agent Fees,30000
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Capital Outlays,9760,Equipment,4245
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Capital Outlays,9800,Furniture,4245
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Financing,9952,Operating Transfers-A87 Cost,627720
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Financing,9953,Operating Trans-Capt Projects,7599900
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Financing,9959,Appropriation Lapse,-1318000
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Personal Services,7020,Full Time Employees,296642
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Personal Services,7105,Employers FICA,22693
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Personal Services,7110,Hospitalization Insurance,44896
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Personal Services,7115,Retiree Health Care-OPEB,37167
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Personal Services,7120,Retirement Fund Contribution,72593
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Personal Services,7135,Unemployment Compensation,413
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,8010,Contractual Services,225000
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,8240,Fees,12334
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,8400,Insurance Premiums,178955
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,8450,Claims,340485
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,8500,Telephone,4500
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9100,Professional Development,144
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9110,Other Travel & Training,6543
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9130,Local Business Expense,14165
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9150,Memberships,35000
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9410,Equipment Rentals or Lease,2528
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,26744
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9450,311 Call Center Services,1968
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9460,Engineering Services,14400
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9470,Employee Parking,9062
FY18,Expense,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Services and Charges,9480,Computer Services-from IT,14369
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Revenues,6723,Interest-Penalties on Special Assessment,2713
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Revenues,6761,Reimbursements,525000
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Revenues,6871,Refunds-Rebates,5000
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Other Revenues,6901,Miscellaneous Other Revenue,20000
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Licenses & Permits,4912,Industrial Pretreatment Permits,51709
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6140,Inspection Fees-Utilities,30000
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6150,Front Footage Fee,115240
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6152,Integrated Connection Fees,875000
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6260,Service Fees-General,4416
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6281,Retail Sewage Service,48953464
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6282,Wholesale Sewage Service,2402503
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6283,Sewage Surcharge,2406464
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6284,Wyoming Sewage Service,71895
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6285,Industrial Discharge Authorization,1000
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Charges for Services,6461,Inventory Withdrawals-Sales,15000
FY18,Revenue,Enterprise Services,Environmental Services,Administration,1000 - Administration,5900,Sewer Disposal Operations,Investment Income & Rentals,6651,Interest on Investment,80000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Supplies,7520,Supplies,760128
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Supplies,7530,Process Chemicals,550000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Supplies,7800,Inventory-Cost of Goods Sold,30000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Supplies,7910,Subscriptions and Publications,3500
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Capital Outlays,9760,Equipment,100000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Capital Outlays,9800,Furniture,10000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7020,Full Time Employees,4340790
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7025,Acting Assignment,6000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7105,Employers FICA,332070
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7110,Hospitalization Insurance,862146
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7115,Retiree Health Care-OPEB,542551
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7120,Retirement Fund Contribution,1059676
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7135,Unemployment Compensation,6033
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Personal Services,7165,Shift Differential,13571
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,8010,Contractual Services,675678
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,8011,Contract Employees-Temporary Services,85000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,8240,Fees,26575
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,8500,Telephone,30870
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,8510,Postage,1950
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9000,Printing & Publishing,9750
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9100,Professional Development,15000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9110,Other Travel & Training,75000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9130,Local Business Expense,600
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9150,Memberships,11000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9180,Water,68291
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9190,Refuse Collection Charges,11000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9200,Electricity,2350000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9210,Natural Gas,246018
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9340,Maintenance Service,15000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9410,Equipment Rentals or Lease,128360
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,61305
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9460,Engineering Services,2400
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9470,Employee Parking,5292
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Operations,3000 - WWTP-Operations,5900,Sewer Disposal Operations,Other Services and Charges,9480,Computer Services-from IT,238747
FY18,Expense,Enterprise Services,Environmental Services,Capital Projects,9000 - Capital Projects,5902,Sewer Improvement,Capital Outlays,9880,Construction In Progress,7599900
FY18,Revenue,Enterprise Services,Environmental Services,Capital Projects,9000 - Capital Projects,5902,Sewer Improvement,Other Financing Sources,6993,Operating Transfers-Capital Projects,7599900
FY18,Expense,Enterprise Services,Environmental Services,Capital Projects,9000 - Capital Projects,5907,2017 Revenue Bonds,Capital Outlays,9880,Construction In Progress,26500000
FY18,Revenue,Enterprise Services,Environmental Services,Capital Projects,9000 - Capital Projects,5907,2017 Revenue Bonds,Other Financing Sources,6981,Proceeds from Sale of Bonds-Notes,26500000
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Maintenance,3010 - WWTP-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9410,Equipment Rentals or Lease,263
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Maintenance,3010 - WWTP-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,64972
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Supplies,7520,Supplies,44416
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Supplies,7670,Clothing,5000
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Capital Outlays,9760,Equipment,69575
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7020,Full Time Employees,617429
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7025,Acting Assignment,7000
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7055,Time & One-half,30000
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7105,Employers FICA,47233
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7110,Hospitalization Insurance,139535
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7115,Retiree Health Care-OPEB,77156
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7120,Retirement Fund Contribution,150696
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Personal Services,7135,Unemployment Compensation,858
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,8010,Contractual Services,350000
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,8040,Home Repair,49783
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,8500,Telephone,36903
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9100,Professional Development,5544
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9110,Other Travel & Training,6763
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9180,Water,6891
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9200,Electricity,13846
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9210,Natural Gas,12244
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9340,Maintenance Service,7834
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9400,Land Rental or Lease,5025
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9450,311 Call Center Services,8525
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9470,Employee Parking,540
FY18,Expense,Enterprise Services,Environmental Services,San Sew-Maintenance,4290 - San Sew-Maintenance,5900,Sewer Disposal Operations,Other Services and Charges,9480,Computer Services-from IT,48128
FY18,Expense,Enterprise Services,Environmental Services,WWTP-Technical Servs,3030 - WWTP-Technical Servs,5900,Sewer Disposal Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,16677
FY18,Expense,Enterprise Services,Environmental Services,GVRBA Monthly Charges,3070 - GVRBA Monthly Charges,5900,Sewer Disposal Operations,Other Services and Charges,8010,Contractual Services,5394351
FY18,Expense,Enterprise Services,Environmental Services,SDSF Customer Service,2000 - SDSF Customer Service,5900,Sewer Disposal Operations,Other Financing,9951,Operating Trans Out-Subsidies,2391339
