Budget type,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Supplies,7520,Supplies,2000
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Capital Outlays,9760,Equipment,20000
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Capital Outlays,9840,Software,30000
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Financing,9955,Operating Trans-Misc,153140
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Personnel Services,7020,Full Time Employees,107469
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Personnel Services,7055,Time & One-half,2500
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Personnel Services,7105,Employers FICA,8224
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Personnel Services,7110,Hospitalization Insurance,23088
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Personnel Services,7115,Retiree Health Care-OPEB,9192
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Personnel Services,7120,Retirement Fund Contribution,24314
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Personnel Services,7135,Unemployment Compensation,153
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,8010,Contractual Services,368300
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,8450,Claims,2856
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,536
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9000,Printing & Publishing,6619
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9200,Electricity,10000
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9340,Maintenance Service,19575
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,5443
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,1785
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,6557
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9470,Employee Parking,696
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9480,Computer Services-from IT,3222
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Expense,Other Services and Charges,9510,A-87 Cost Allocation,21947
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Revenue,Charges for Services,6175,Police-Vehicle Storage Facility,528510
FY20,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,Revenue,Charges for Services,6429,Police-Sale of Imp Cars,290213
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Supplies,7520,Supplies,1450000
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Capital Outlays,9760,Equipment,50000
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Capital Outlays,9805,Computer Equipment,10000
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Capital Outlays,9840,Software,35000
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7020,Full Time Employees,1390529
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7055,Time & One-half,80000
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7105,Employers FICA,113248
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,354108
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,110655
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,292995
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7135,Unemployment Compensation,1817
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Personnel Services,7165,Shift Differential,10000
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Other Services and Charges,9310,Equipment Repairs,5000
FY20,Facilities & Fleet Management,Fleet Management,Equipment Services,2030 - Equipment Services,6610,Motor Equipment-Operating,Expense,Other Services and Charges,9320,Vehicle Repairs,200000
FY20,Facilities & Fleet Management,Fleet Management,Motor Equipment-Capital Fund,5000 - Motor Equipment-Capital Fund,6611,Motor Equipment-Capital,Expense,Capital Outlays,9810,Vehicles,7320920
FY20,Facilities & Fleet Management,Fleet Management,Motor Equipment-Capital Fund,5000 - Motor Equipment-Capital Fund,6611,Motor Equipment-Capital,Revenue,Other Revenues,6733,Sale of Capital Assets,344898
FY20,Facilities & Fleet Management,Fleet Management,Motor Equipment-Capital Fund,5000 - Motor Equipment-Capital Fund,6611,Motor Equipment-Capital,Revenue,Investment Income & Rentals,6673,Rentals-Equipment,6061962
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,5356
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7020,Full Time Employees,19968
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7105,Employers FICA,1524
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,4620
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,1500
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,3972
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7135,Unemployment Compensation,24
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8400,Insurance Premiums,7290
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,14889
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,110000
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,474
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9220,Steam,100000
FY20,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,25000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,22000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Supplies,7670,Clothing,1500
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Supplies,7910,Subscriptions and Publications,1500
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Capital Outlays,9760,Equipment,5000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Capital Outlays,9800,Furniture,10000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Capital Outlays,9805,Computer Equipment,12000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Capital Outlays,9840,Software,15000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Financing,9959,Appropriation Lapse,-54094
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7020,Full Time Employees,640413
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7040,Temporary Noncontract Employees,14283
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7055,Time & One-half,20000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7105,Employers FICA,52457
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,132024
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,54092
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,143103
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7135,Unemployment Compensation,894
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8010,Contractual Services,18200
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8011,Contract Employees-Temporary Services,26375
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8400,Insurance Premiums,1513
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8450,Claims,25463
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8500,Telephone,10403
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,1250
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9100,Professional Development,10000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9110,Other Travel & Training,1000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9150,Memberships,3000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,4000
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9460,Engineering Services,3060
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9470,Employee Parking,13500
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9480,Computer Services-from IT,156333
FY20,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9510,A-87 Cost Allocation,264187
FY20,Facilities & Fleet Management,Facilities Management,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,Expense,Capital Outlays,9750,Building,4491101
FY20,Facilities & Fleet Management,Facilities Management,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,Revenue,Other Financing Sources,6993,Operating Transfers-Capital Projects,3775381
FY20,Facilities & Fleet Management,Facilities Management,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,Revenue,Contribution from Local Units,5806,Other Local Government Program,715720
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,11330
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7020,Full Time Employees,19968
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7105,Employers FICA,1524
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,4620
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,1500
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,3972
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7135,Unemployment Compensation,565
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8500,Telephone,500
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,3605
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,56650
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,10094
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,91264
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9630,Property Taxes,5257
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Revenue,Charges for Services,6371,Building Maint Charges to Departments,4310474
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Revenue,Investment Income & Rentals,6671,Rentals-Facilities,201319
FY20,Facilities & Fleet Management,Facilities Management,601 Ottawa Building,2080 - 601 Ottawa Building,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,3800
FY20,Facilities & Fleet Management,Facilities Management,601 Ottawa Building,2080 - 601 Ottawa Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,800
FY20,Facilities & Fleet Management,Facilities Management,601 Ottawa Building,2080 - 601 Ottawa Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,17200
FY20,Facilities & Fleet Management,Facilities Management,601 Ottawa Building,2080 - 601 Ottawa Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,7500
FY20,Facilities & Fleet Management,Facilities Management,601 Ottawa Building,2080 - 601 Ottawa Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,8000
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,5000
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7020,Full Time Employees,19968
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7105,Employers FICA,1524
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,4620
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,1500
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,3972
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7135,Unemployment Compensation,24
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,3543
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,38110
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,11680
FY20,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,40000
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,39140
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7020,Full Time Employees,96794
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7055,Time & One-half,300
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7105,Employers FICA,7400
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,23100
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,7244
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,19184
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7135,Unemployment Compensation,120
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8500,Telephone,1200
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,12978
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,302390
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,29149
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,278100
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9630,Property Taxes,37988
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6311,Facilities Management-Capital,Expense,Capital Outlays,9750,Building,222719
FY20,Facilities & Fleet Management,Facilities Management,Police Headquarters,2100 - Police Headquarters,6311,Facilities Management-Capital,Revenue,Charges for Services,6371,Building Maint Charges to Departments,222719
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,45320
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7020,Full Time Employees,73220
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7055,Time & One-half,800
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7105,Employers FICA,5592
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,16932
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,5508
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,14568
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7135,Unemployment Compensation,96
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8400,Insurance Premiums,10398
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,15000
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,77250
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,61719
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,250000
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,3980
FY20,Facilities & Fleet Management,Facilities Management,City Hall Only Projects,3050 - City Hall Only Projects,6311,Facilities Management-Capital,Expense,Capital Outlays,9750,Building,506064
FY20,Facilities & Fleet Management,Facilities Management,City Hall Only Projects,3050 - City Hall Only Projects,6311,Facilities Management-Capital,Revenue,Charges for Services,6371,Building Maint Charges to Departments,506064
FY20,Facilities & Fleet Management,Facilities Management,Pistol Range Maintenance,2090 - Pistol Range Maintenance,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,550
FY20,Facilities & Fleet Management,Facilities Management,Pistol Range Maintenance,2090 - Pistol Range Maintenance,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,6375
FY20,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,2575
FY20,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,146542
FY20,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9630,Property Taxes,15874
FY20,Facilities & Fleet Management,Facilities Management,Pistol Range Improvements,3110 - Pistol Range Improvements,6311,Facilities Management-Capital,Expense,Capital Outlays,9750,Building,20113
FY20,Facilities & Fleet Management,Facilities Management,Pistol Range Improvements,3110 - Pistol Range Improvements,6311,Facilities Management-Capital,Revenue,Charges for Services,6371,Building Maint Charges to Departments,20113
FY20,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,8500
FY20,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,30000
FY20,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,30000
FY20,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,30000
