AccountType,FiscalYear,FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,Budget
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,53010016,NON-CAPITAL FURNITURE & FIXTUR,1500000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,53000001,BUDGET-MATERIALS AND SUPPLIES,1046294
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,52044025,NON-CAPITAL ADMIN COST,5000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,52340019,BUILDING MAINTENANCE,80000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,53010016,NON-CAPITAL FURNITURE & FIXTUR,250000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,52044002,NON-CAPITAL A&E,20000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,52044025,NON-CAPITAL ADMIN COST,5000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,52044002,NON-CAPITAL A&E,5000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,52044025,NON-CAPITAL ADMIN COST,5000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,54040007,CONSTRUCTION IN PROGRESS,65000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,52000001,BUDGET-OTHER SRVCS & CHARGES,449269
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,54000001,BUDGET-CAPITAL OUTLAY,864967
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,54040007,CONSTRUCTION IN PROGRESS,1375000
Expense,fy15-16,20,POLICE,101,POLICE CAPITAL-RSTR,4205500,POLICE SALES TAX CAPITAL,42055,Police Sales Tax Capital,54040007,CONSTRUCTION IN PROGRESS,350000
Expense,fy15-16,750,SPECIAL PURPOSE,1626,POLICE DONATIONS-RSTR,4207000,POLICE DONATIONS,42070,Police Special Purpose,53890022,OTHER SUPPLIES,13158
Expense,fy15-16,750,SPECIAL PURPOSE,1626,POLICE DONATIONS-RSTR,4207000,POLICE DONATIONS,42070,Police Special Purpose,52340034,OTHER REPAIRS AND MAINTENANCE,5000
Expense,fy15-16,750,SPECIAL PURPOSE,1626,POLICE DONATIONS-RSTR,4207000,POLICE DONATIONS,42070,Police Special Purpose,53000001,BUDGET-MATERIALS AND SUPPLIES,10000
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,52049001,EMPLOYEE TRAINING,6500
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,52049002,EMPLOYEE TUITION REIMBURSEMENT,11985
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52049002,EMPLOYEE TUITION REIMBURSEMENT,1332
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,1065786
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,51985
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51000004,BUDGET-VACANCY DISCOUNT,-7704
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51000004,BUDGET-VACANCY DISCOUNT,-1103
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200845,POLICE INMATE PROCESSING,42008,Police Public Safety Support,51000004,BUDGET-VACANCY DISCOUNT,-716
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,51000004,BUDGET-VACANCY DISCOUNT,-1103
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,5000
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT,-449
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51000004,BUDGET-VACANCY DISCOUNT,-2064
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT,-2849
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51000004,BUDGET-VACANCY DISCOUNT,-1505
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,51000004,BUDGET-VACANCY DISCOUNT,-1012
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51000004,BUDGET-VACANCY DISCOUNT,-1763
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,53160004,UNIFORMS & EQUIPMENT,108675
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280007,CHARGEBACK-RISK MANAGEMENT,12981
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51070004,RETIREMENT PENSION CONTRIB,10011
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51010001,SALARIES AND WAGES,78122
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51070001,HEALTH AND WELFARE INSURANCE,11593
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52280019,CHARGEBACK-VEHICLE MAINTENANCE,4340
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52280022,CHARGEBACK FUEL,4005
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51070004,RETIREMENT PENSION CONTRIB,21541
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51010001,SALARIES AND WAGES,356742
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51070001,HEALTH AND WELFARE INSURANCE,92744
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51000004,BUDGET-VACANCY DISCOUNT,-7566
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,53160004,UNIFORMS & EQUIPMENT,38800
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,52000004,BUDGET-CONTINGENCY,60000
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE,3147
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB,26840
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB,388413
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB,47553
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB,69297
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB,103611
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,153
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY,1212
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS,1032
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200109,POLICE EMERGENCY MANAGEMENT,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR,619
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51510035,WAGE ADJUSTMENT-SALARY REIMB,151479
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,51510035,WAGE ADJUSTMENT-SALARY REIMB,4192636
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,51510035,WAGE ADJUSTMENT-SALARY REIMB,772012
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,51510035,WAGE ADJUSTMENT-SALARY REIMB,83424
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51510035,WAGE ADJUSTMENT-SALARY REIMB,382680
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,51510035,WAGE ADJUSTMENT-SALARY REIMB,1498941
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51510035,WAGE ADJUSTMENT-SALARY REIMB,343531
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51510035,WAGE ADJUSTMENT-SALARY REIMB,726285
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,51510035,WAGE ADJUSTMENT-SALARY REIMB,134843
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200843,POLICE RECORDS MANAGEMENT,42008,Police Public Safety Support,51510035,WAGE ADJUSTMENT-SALARY REIMB,149879
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200845,POLICE INMATE PROCESSING,42008,Police Public Safety Support,51510035,WAGE ADJUSTMENT-SALARY REIMB,69659
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200847,POLICE PERMIT SERVICES,42008,Police Public Safety Support,51510035,WAGE ADJUSTMENT-SALARY REIMB,13755
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200842,POLICE 911 COMMUNICATIONS,42008,Police Public Safety Support,51000004,BUDGET-VACANCY DISCOUNT,-240
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE,26582
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200402,TRAINING & RECRUITING,42004,Police Admin Bureau-E911,51040001,EMPLOYER'S FICA EXPENSE,16956
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,52340013,NONTARGET REPAIR LABOR,36237
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,53040019,NONTARGET REPAIR PARTS,60394
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51130001,UNIFORM ALLOWANCE,45330
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,51130001,UNIFORM ALLOWANCE,175503
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,51130001,UNIFORM ALLOWANCE,40911
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,51130001,UNIFORM ALLOWANCE,15132
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200843,POLICE RECORDS MANAGEMENT,42008,Police Public Safety Support,51130001,UNIFORM ALLOWANCE,20891
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200845,POLICE INMATE PROCESSING,42008,Police Public Safety Support,51130001,UNIFORM ALLOWANCE,11048
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200847,POLICE PERMIT SERVICES,42008,Police Public Safety Support,51130001,UNIFORM ALLOWANCE,1674
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,51000004,BUDGET-VACANCY DISCOUNT,-243402
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE,15802
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200847,POLICE PERMIT SERVICES,42008,Police Public Safety Support,51000004,BUDGET-VACANCY DISCOUNT,-1045
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,52280022,CHARGEBACK FUEL,4005
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,52280019,CHARGEBACK-VEHICLE MAINTENANCE,4340
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200847,POLICE PERMIT SERVICES,42008,Police Public Safety Support,52000004,BUDGET-CONTINGENCY,77
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200847,POLICE PERMIT SERVICES,42008,Police Public Safety Support,52280023,CHARGEBACK FUEL CONTINGENCY,606
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200847,POLICE PERMIT SERVICES,42008,Police Public Safety Support,52340013,NONTARGET REPAIR LABOR,310
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200847,POLICE PERMIT SERVICES,42008,Police Public Safety Support,53040019,NONTARGET REPAIR PARTS,516
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,52000004,BUDGET-CONTINGENCY,184
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,52280023,CHARGEBACK FUEL CONTINGENCY,1455
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,52340013,NONTARGET REPAIR LABOR,743
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200841,POLICE TRAINING,42008,Police Public Safety Support,53040019,NONTARGET REPAIR PARTS,1239
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,52000004,BUDGET-CONTINGENCY,413
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,52280023,CHARGEBACK FUEL CONTINGENCY,3273
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,52340013,NONTARGET REPAIR LABOR,1672
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,53040019,NONTARGET REPAIR PARTS,2787
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,52000004,BUDGET-CONTINGENCY,184
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,52280023,CHARGEBACK FUEL CONTINGENCY,1455
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,52340013,NONTARGET REPAIR LABOR,743
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,53040019,NONTARGET REPAIR PARTS,1239
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200732,POLICE INVESTIGATIONS SUPPORT,42007,Police Investigations,53040013,REPAIR & MAINTENANCE PARTS,5110
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52000004,BUDGET-CONTINGENCY,1124
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52280023,CHARGEBACK FUEL CONTINGENCY,8909
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,52340013,NONTARGET REPAIR LABOR,4553
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200731,POLICE INVESTIGATIONS,42007,Police Investigations,53040019,NONTARGET REPAIR PARTS,7588
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52000004,BUDGET-CONTINGENCY,489
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52280023,CHARGEBACK FUEL CONTINGENCY,3879
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,52340013,NONTARGET REPAIR LABOR,1982
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200625,POLICE YOUTH SERVICES,42006,Police Operational,53040019,NONTARGET REPAIR PARTS,3304
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52000004,BUDGET-CONTINGENCY,474
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52280023,CHARGEBACK FUEL CONTINGENCY,3758
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,52340013,NONTARGET REPAIR LABOR,1920
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,53040019,NONTARGET REPAIR PARTS,3200
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,52000004,BUDGET-CONTINGENCY,411174
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,52280023,CHARGEBACK FUEL CONTINGENCY,170908
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,77
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY,606
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR,310
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS,516
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,421
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY,3333
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR,1703
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200101,POLICE EXEC LEADERSHIP,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS,2839
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,53160004,UNIFORMS & EQUIPMENT,526000
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200621,POLICE PATROL,42006,Police Operational,52000004,BUDGET-CONTINGENCY,138000
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52340034,OTHER REPAIRS AND MAINTENANCE,2409
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52340013,NONTARGET REPAIR LABOR,310
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280007,CHARGEBACK-RISK MANAGEMENT,3542
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200623,POLICE TRAFFIC SAFETY,42006,Police Operational,51000004,BUDGET-VACANCY DISCOUNT,-25792
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT,-1673
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51000004,BUDGET-VACANCY DISCOUNT,-1465
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51070004,RETIREMENT PENSION CONTRIB,1278
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51010001,SALARIES AND WAGES,21142
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51070001,HEALTH AND WELFARE INSURANCE,4636
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200843,POLICE RECORDS MANAGEMENT,42008,Police Public Safety Support,51000004,BUDGET-VACANCY DISCOUNT,-4247
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,53040019,NONTARGET REPAIR PARTS,516
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,51010007,OVERTIME WAGES,76
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,224
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280007,CHARGEBACK-RISK MANAGEMENT,33879
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280007,CHARGEBACK-RISK MANAGEMENT,586277
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280007,CHARGEBACK-RISK MANAGEMENT,4810
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52280023,CHARGEBACK FUEL CONTINGENCY,606
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200110,POLICE BUSINESS SERVICES,42001,Police Chiefs Office,52000004,BUDGET-CONTINGENCY,77
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200105,POLICE HUMAN RESOURCES,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE,4955
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200106,POLICE PUBLIC INFORMATION,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE,7633
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200108,POLICE PROFESSIONAL STANDARDS,42001,Police Chiefs Office,51130001,UNIFORM ALLOWANCE,9374
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200402,TRAINING & RECRUITING,42004,Police Admin Bureau-E911,51010004,PART TIME & TEMPORARY WAGES,221644
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51010019,EMPLOYEE INCENTIVE,1800
Expense,fy15-16,20,POLICE,100,POLICE SALES TAX-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,51130001,UNIFORM ALLOWANCE,86043
