Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing Fees-Lienable,277539
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Other Financing Sources,Operating Transfers-Subsidy,150556
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing Fees-Lienable,219871
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing-Code Enforcement Fees,5212
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing-Housing Appeal Fee,6422
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Other Financing Sources,Operating Transfers-Subsidy,684344
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing-Zoning,38715
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Other Financing Sources,Operating Transfers-Subsidy,68434
FY19,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Electrical Permits,715495
FY19,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Plumbing Permits,254189
FY19,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Mechanical Permits,630480
FY19,Revenue,Design & Development,Building Inspections,Building Inspections,Licenses & Permits,Building Permits,1373463
FY19,Revenue,Design & Development,Planning,General Fund Operating,Licenses & Permits,Miscellaneous Permits,3959
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Planning Commission Review Fees,180171
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,"Zoning, Noise, Parking-Zoning Appeal",15013
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Service Fees-General,34292
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Historic Preservation-Other Fee,12319
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Service Fees-General,55000
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing Fees-Lienable,790173
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Other Financing Sources,Operating Transfers-Subsidy,465354
FY19,Revenue,Design & Development,Planning,General Fund Operating,Licenses & Permits,Miscellaneous Permits,98635
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing Fees-Lienable,591565
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,LUDS Fee-Land Use & Develop,76996
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Administration Services,115290
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Housing Fees-Lienable,365782
FY19,Revenue,Design & Development,Planning,General Fund Operating,Charges for Services,Service Fees-General,154922
FY19,Revenue,Design & Development,Planning,General Fund Operating,Other Financing Sources,Operating Transfers-Misc,93000
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Nuisance Fees,33607
FY19,Revenue,Design & Development,Code Compliance,General Fund Operating,Charges for Services,Nuisance Fees,4950
FY19,Revenue,Design & Development,Code Compliance,Refuse Collection,Charges for Services,Nuisance Fees,310459
FY19,Revenue,District Court,61st District Court,61st District Court,State Grants,Drunk Driving Case Flow Assistance,50000
FY19,Revenue,District Court,61st District Court,61st District Court,State Grants,Drug Case Information Management Account,4000
FY19,Revenue,District Court,61st District Court,61st District Court,State Grants,Judges Standardization,274344
FY19,Revenue,District Court,61st District Court,61st District Court,Charges for Services,Court Filing Fees,6000000
FY19,Revenue,District Court,61st District Court,61st District Court,Charges for Services,Processing Fees,150000
FY19,Revenue,District Court,61st District Court,61st District Court,Charges for Services,Rehabilitation Fees,425000
FY19,Revenue,District Court,61st District Court,61st District Court,Charges for Services,Service Fees-General,8100
FY19,Revenue,District Court,61st District Court,61st District Court,Other Financing Sources,Operating Transfers-Subsidy,5565000
FY19,Revenue,District Court,61st District Court,61st District Court,Other Financing Sources,Operating Transfers-Capital Projects,1451900
FY19,Revenue,Economic Development,Economic Development,Property Management,Licenses & Permits,Miscellaneous Licenses,600
FY19,Revenue,Economic Development,Economic Development,Economic Development,Charges for Services,Processing Fees,23427
FY19,Revenue,Economic Development,Economic Development,Economic Development,Charges for Services,NEZ Application Fees,8470
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees,57600
FY19,Revenue,Economic Development,Parking,Parking Operating,Investment Income & Rentals,Rentals-Facilities,111467
FY19,Revenue,Economic Development,Economic Development,Property Management,Investment Income & Rentals,Rentals-Other,750
FY19,Revenue,Economic Development,Parking,Parking Operating,Other Revenues,Property Sales,2500000
FY19,Revenue,Economic Development,Economic Development,Property Management,Other Revenues,Property Sales,300000
FY19,Revenue,Economic Development,Economic Development,Economic Development,Other Revenues,Reimbursements,6400
FY19,Revenue,Economic Development,Economic Development,Economic Development,Other Financing Sources,Operating Transfers-Subsidy,205000
FY19,Revenue,Economic Development,Economic Development,Economic Development,Other Financing Sources,Operating Transfers-Subsidy,130000
FY19,Revenue,Economic Development,Business Improvement District,Uptown Business Improv Dist,Charges for Services,Service Fees-General,17614
FY19,Revenue,Economic Development,Business Improvement District,Uptown Business Improv Dist,Investment Income & Rentals,Interest on Investment,130
FY19,Revenue,Economic Development,Business Improvement District,Uptown Business Improv Dist,Other Revenues,Special Assessments,101418
FY19,Revenue,Economic Development,Business Improvement District,Uptown Business Improv Dist,Other Revenues,Interest-Penalties on Special Assessment,200
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees,2000000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Meters-On Street,1500000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Meters-Off Street,5000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Rental of Hooded Meters,600000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,3800000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Monthly,6804930
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,2222400
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,477702
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Monthly,970494
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,150731
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Trans to Owner,-356464
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Administration Services,-750132
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,300000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Monthly,300000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,918000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Trans to Owner,-600000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Administration Services,-252450
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,408000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,7500
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Trans to Owner,-122400
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees,25000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,10000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Monthly,103200
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,10000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Meters-Off Street,20000
FY19,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Service Fees-General,150000
FY19,Revenue,Economic Development,Parking,Parking Capital Projects,Other Financing Sources,Operating Transfers-Capital Projects,6821200
FY19,Revenue,Engineering,Engineering Services,Engineering Services,Licenses & Permits,Utility Construction Permits,20000
FY19,Revenue,Engineering,Engineering Services,Engineering Services,Licenses & Permits,Temporary Occupancy Permits,235000
FY19,Revenue,Engineering,Engineering Services,Engineering Services,Licenses & Permits,Encroachment Permits,16000
FY19,Revenue,Engineering,Engineering Services,Engineering Services,Charges for Services,Service Fees-General,7500
FY19,Revenue,Engineering,Engineering Services,Engineering Services,Charges for Services,Administration Services,214137
FY19,Revenue,Engineering,Engineering Services,Engineering Services,Charges for Services,Prelim-Design-Constr Engineering,5514866
FY19,Revenue,Engineering,Engineering Services,Major Streets,State Grants,Gas-Weight Tax,6754110
FY19,Revenue,Engineering,Engineering Services,Major Streets,State Grants,Gas-Weight Tax,199470
FY19,Revenue,Engineering,Engineering Services,Local Streets,State Grants,Gas-Weight Tax,2317860
FY19,Revenue,Engineering,Engineering Services,Local Streets,Other Financing Sources,Operating Transfers-Misc,3411315
FY19,Revenue,Engineering,Engineering Services,Sidewalk Repair,Licenses & Permits,Sidewalks-Builders License,4000
FY19,Revenue,Engineering,Engineering Services,Sidewalk Repair,Licenses & Permits,Snow Plow License,7500
FY19,Revenue,Engineering,Engineering Services,Sidewalk Repair,Licenses & Permits,Sidewalks-Form-Final Inspection,16000
FY19,Revenue,Engineering,Engineering Services,Sidewalk Repair,Charges for Services,Service Fees-General,6500
FY19,Revenue,Engineering,Engineering Services,Sidewalk Repair,Other Revenues,Interest-Penalties on Special Assessment,3000
FY19,Revenue,Engineering,Engineering Services,Sidewalk Repair,Other Financing Sources,Operating Transfers-Misc,2158819
FY19,Revenue,Engineering,Engineering Services,Capital Improvement,Other Financing Sources,Proceeds from Sale of Bonds-Notes,5000000
FY19,Revenue,Engineering,Engineering Services,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,4900000
FY19,Revenue,Engineering,Engineering Services,Streets-Capital Projects,Other Financing Sources,Operating Transfers-Capital Projects,203000
FY19,Revenue,Executive Office,City Commission,General Fund Operating,Charges for Services,Service Fees-General,300
FY19,Revenue,Executive Office,Executive Office,Capital Reserve,Other Revenues,Reimbursements,232661
FY19,Revenue,Executive Office,Executive Office,Capital Reserve,Other Financing Sources,Operating Transfers-Subsidy,630935
FY19,Revenue,Executive Office,311 Customer Service,Customer Service,Charges for Services,Service Fees-General,1733323
FY19,Revenue,Executive Office,Executive Office,General Fund Operating,Other Revenues,Restricted Contributions,20000
FY19,Revenue,Executive Office,Executive Office,General Fund Operating,Other Revenues,Reimbursements,480
FY19,Revenue,Executive Office,Executive Office,General Fund Operating,Other Financing Sources,Operating Transfers-Subsidy,75000
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Motor Equipment-Operating,Charges for Services,Service Fees-General,850000
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Investment Income & Rentals,Rentals-Facilities,28317
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Motor Equipment-Operating,Investment Income & Rentals,Rentals-Equipment,7152692
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Motor Equipment-Operating,Investment Income & Rentals,Rentals-Other,6961
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Motor Equipment-Operating,Other Revenues,Claims-Damage-Accident Billings,150000
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Charges for Services,Building Maint Charges to Departments,4210470
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Investment Income & Rentals,Rentals-Facilities,197940
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Charges for Services,Building Maint Charges to County,573027
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Charges for Services,Building Maint Charges to Departments,239200
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Charges for Services,Building Maint Charges to Departments,157550
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Charges for Services,Building Maint Charges to Departments,330625
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Charges for Services,Building Maint Charges to Departments,463007
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Contribution from Local Units,Kent County-Misc & PSAP 911,1358304
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Charges for Services,Building Maint Charges to Departments,345270
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Charges for Services,Building Maint Charges to Departments,231655
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Motor Equipment-Capital,Investment Income & Rentals,Rentals-Equipment,5883117
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Motor Equipment-Capital,Other Revenues,Sale of Capital Assets,256804
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Charges for Services,Police-Vehicle Storage Facility,550091
FY19,Revenue,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Charges for Services,Police-Sale of Imp Cars,247875
FY19,Revenue,Facilities & Fleet Management,Facilities Management,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,2836392
FY19,Revenue,Fire,Fire,General Fund Operating,State Grants,Fire Protect-State Owned Build,251905
FY19,Revenue,Fire,Fire,General Fund Operating,Charges for Services,Service Fees-General,37142
FY19,Revenue,Fire,Fire,General Fund Operating,Charges for Services,Service Fees-General,10120
FY19,Revenue,Fire,Fire,General Fund Operating,Charges for Services,Service Fees-General,391375
FY19,Revenue,Fire,Fire,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,255000
FY19,Revenue,Fiscal Services,Income Tax,General Fund Operating,Taxes,City Income Taxes,92703067
FY19,Revenue,Fiscal Services,Income Tax,Capital Reserve,Taxes,City Income Taxes,4368200
FY19,Revenue,Fiscal Services,Income Tax,General Fund Operating,Taxes,City Income Tax Refunds,-9262392
FY19,Revenue,Fiscal Services,Income Tax,Capital Reserve,Taxes,City Income Tax Refunds,-436447
FY19,Revenue,Fiscal Services,Income Tax,General Fund Operating,Taxes,City Income Tax Penalties and Interest,317192
FY19,Revenue,Fiscal Services,Income Tax,Capital Reserve,Taxes,City Income Tax Penalties and Interest,14937
FY19,Revenue,Fiscal Services,Income Tax,Capital Reserve,State Grants,Sales & Use Tax,2644539
FY19,Revenue,Fiscal Services,Assessor,General Fund Operating,Charges for Services,Processing Fees,250
FY19,Revenue,Fiscal Services,Assessor,General Fund Operating,Charges for Services,Management Fee,15000
FY19,Revenue,Fiscal Services,Assessor,General Fund Operating,Charges for Services,Service Fees-General,15000
FY19,Revenue,Fiscal Services,Assessor,General Fund Operating,Charges for Services,Data Processing Service Charges,500
FY19,Revenue,Fiscal Services,Fiscal Services,General Fund Operating,Other Revenues,Reimbursements,1500
FY19,Revenue,Fiscal Services,Assessor,General Fund Operating,Other Revenues,Miscellaneous Other Revenue,600
FY19,Revenue,Fiscal Services,Fiscal Services,General Fund Operating,Other Financing Sources,Operating Transfers-Subsidy,37863
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Taxes,Payment In Lieu of Taxes,15000
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Licenses & Permits,Cable TV Franchise Fees,2350741
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Other Revenues,Restricted Contributions,7000
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Other Revenues,Refunds-Rebates,572350
FY19,Revenue,Fiscal Services,Income Tax,Transformation Fund,Investment Income & Rentals,Interest on Investment,28154
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,State Grants,Sales & Use Tax,18278055
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Charges for Services,Service Fees-General,55000
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Other Financing Sources,Operating Transfers-A87 Cost Allocation,6695590
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Other Financing Sources,Operating Transfers-Misc,769400
FY19,Revenue,Fiscal Services,General Administration,General Fund Operating,Charges for Services,Service Fees-General,3663747
FY19,Revenue,Other Activities,Historical Commission,Historical Commission,Charges for Services,Service Fees-General,4750
FY19,Revenue,Other Activities,Downtown Improvement District,DID-General,Investment Income & Rentals,Interest on Investment,22115
FY19,Revenue,Other Activities,Downtown Improvement District,DID-General,Other Revenues,Special Assessments,902863
FY19,Revenue,Other Activities,Downtown Improvement District,DID-General,Other Financing Sources,Operating Transfers-Misc,-24386
FY19,Revenue,Other Activities,Downtown Improvement District,DID-Campau,Investment Income & Rentals,Interest on Investment,2783
FY19,Revenue,Other Activities,Downtown Improvement District,DID-Monroe Center,Investment Income & Rentals,Interest on Investment,2190
FY19,Revenue,Other Activities,Downtown Improvement District,DID-Campau,Other Revenues,Special Assessments,46305
FY19,Revenue,Other Activities,Downtown Improvement District,DID-Monroe Center,Other Revenues,Special Assessments,163909
FY19,Revenue,Other Activities,Downtown Improvement District,DID-Monument Park,Other Revenues,Special Assessments,6364
FY19,Revenue,Other Activities,Downtown Improvement District,DID-Monument Park,Other Financing Sources,Operating Transfers-Misc,24386
FY19,Revenue,Police,Dispatch,Community Dispatch,Contribution from Local Units,Kent County-Misc & PSAP 911,2198254
FY19,Revenue,Police,Dispatch,Community Dispatch,Other Financing Sources,Operating Transfers-Subsidy,3299702
FY19,Revenue,Police,Police,General Fund Operating,State Grants,Liquor Licenses,217000
FY19,Revenue,Police,Police,General Fund Operating,Charges for Services,Special Event Fees,200000
FY19,Revenue,Police,Police,General Fund Operating,Fines & Forfeitures,Parking Fines,350000
FY19,Revenue,Police,Police,General Fund Operating,Other Revenues,Claims-Damage-Accident Billings,15000
FY19,Revenue,Police,Police,General Fund Operating,Other Revenues,Refunds-Rebates,510000
FY19,Revenue,Police,Police,General Fund Operating,Other Revenues,Miscellaneous Other Revenue,5000
FY19,Revenue,Police,Police,General Fund Operating,Other Financing Sources,Operating Transfers-Misc,154980
FY19,Revenue,Police,Police,General Fund Operating,Licenses & Permits,Alarm Permits,11000
FY19,Revenue,Police,Police,General Fund Operating,Charges for Services,False Alarm Fines-Fees,30000
FY19,Revenue,Police,Police,General Fund Operating,Charges for Services,Police Records-Reproc Fees,82000
FY19,Revenue,Police,Police,General Fund Operating,Other Financing Sources,Operating Transfers-Misc,90661
FY19,Revenue,Police,Police,Michigan Justice Training,State Grants,MI Dept of Justice,55000
FY19,Revenue,Police,Police,Federal Forfeitures-Dept of Justice,Federal Grants,Dept of Justice,66000
FY19,Revenue,Police,Police,Federal Forfeitures-Treasury Dept,Federal Grants,Dept of Justice,13500
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Charges for Services,Service Fees-General,2250
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Charges for Services,Sales-General,19000
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Charges for Services,Auction Sales,39000
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Charges for Services,Police-Confiscated Gun-Money,7500
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Charges for Services,Police-Sale of Imp Cars,46500
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Fines & Forfeitures,Police Seized Property,123000
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Fines & Forfeitures,Seizures,200000
FY19,Revenue,Police,Police,Drug Law Enforcement-State-Local,Other Revenues,Refunds-Rebates,5500
FY19,Revenue,Police,Police,Metropolitan Enforcement Team,Federal Grants,Federal Other Agencies-Pass Thru,50000
FY19,Revenue,Police,Police,Metropolitan Enforcement Team,Charges for Services,Service Fees-General,8000
FY19,Revenue,Police,Police,Metropolitan Enforcement Team,Charges for Services,Auction Sales,25000
FY19,Revenue,Police,Police,Metropolitan Enforcement Team,Fines & Forfeitures,Seizures,190000
FY19,Revenue,Police,Police,Metropolitan Enforcement Team,Investment Income & Rentals,Interest on Investment,500
FY19,Revenue,Police,Police,Metropolitan Enforcement Team,Other Revenues,Refunds-Rebates,36667
FY19,Revenue,Police,Police,Metropolitan Enforcement Team,Other Financing Sources,Operating Transfers-Misc,86160
FY19,Revenue,Police,Police,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,175500
FY19,Revenue,Public Library,Library,Public Library Operating,Taxes,Allowance for Charge Backs,29432
FY19,Revenue,Public Library,Library,Public Library Operating,State Grants,Library Aid,120000
FY19,Revenue,Public Library,Library,Public Library Operating,Contribution from Local Units,Local Government Revenues,365000
FY19,Revenue,Public Library,Library,Public Library Operating,Charges for Services,Service Fees-General,125000
FY19,Revenue,Public Library,Library,Public Library Operating,Fines & Forfeitures,Library Book Fines,170000
FY19,Revenue,Public Library,Library,Public Library Grants/Projects,Other Financing Sources,Operating Transfers-Capital Projects,1401543
FY19,Revenue,Public Services,Streets,Vital Streets-Major,Taxes,City Income Taxes,14933644
FY19,Revenue,Public Services,Streets,Vital Streets-Major,Taxes,City Income Tax Refunds,-1492089
FY19,Revenue,Public Services,Streets,Vital Streets-Major,Taxes,City Income Tax Penalties and Interest,51065
FY19,Revenue,Public Services,Water,Water Operations,Licenses & Permits,Contractor Underground License,7700
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Licenses & Permits,Industrial Pretreatment Permits,50750
FY19,Revenue,Public Services,Water,Water Operations,Licenses & Permits,Tapping Permits,35000
FY19,Revenue,Public Services,Streets,Major Streets,State Grants,Gas-Weight Tax,8286928
FY19,Revenue,Public Services,Streets,Local Streets,State Grants,Gas-Weight Tax,2762309
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Contribution from Local Units,Other Local Government Program,20000
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Inspection Fees-Utilities,70000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Inspection Fees-Utilities,26658
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Front Footage Fee,150000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Front Footage Fee,127500
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Meter Setting Fees,30000
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Integrated Connection Fees,548001
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Integrated Connection Fees,419100
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Fire Hydrant Billings,35000
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Service Fees-General,375000
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Service Fees-General,15000
FY19,Revenue,Public Services,Streets,Major Streets,Charges for Services,Service Fees-General,725000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Service Fees-General,4040
FY19,Revenue,Public Services,Street Lighting,General Fund Operating,Charges for Services,Administration Services,680000
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Services for Contractors,20000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Retail Sewage Service,49266843
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Wholesale Sewage Service,2614985
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Sewage Surcharge,2131500
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Wyoming Sewage Service,79577
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Industrial Discharge Authorization,800
FY19,Revenue,Public Services,Streets,Major Streets,Charges for Services,Street Services for State of MI,115000
FY19,Revenue,Public Services,Street Lighting,General Fund Operating,Charges for Services,Street-Expressway Lighting Main,10000
FY19,Revenue,Public Services,Street Lighting,General Fund Operating,Charges for Services,Street Lighting Services,270000
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Sale of Scrap Material,1000
FY19,Revenue,Public Services,Street Lighting,General Fund Operating,Charges for Services,Sale of Scrap Material,1500
FY19,Revenue,Public Services,Street Lighting,General Fund Operating,Charges for Services,Electric Power Dist-Gas Aggregate,978500
FY19,Revenue,Public Services,Cemetery,Cemetery Perpetual Care,Charges for Services,Cemetery Lot Sales,19412
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Retail Metered Water Sales,38676071
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Wholesale Water Sales,3811587
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Unmetered Water Sales,75000
FY19,Revenue,Public Services,Water,Water Operations,Charges for Services,Wyoming Water Sales,2808
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Inventory Withdrawals-Sales,40000
FY19,Revenue,Public Services,Water,Water Operations,Fines & Forfeitures,Water Penalties,1195000
FY19,Revenue,Public Services,Water,Water Operations,Investment Income & Rentals,Interest on Investment,25000
FY19,Revenue,Public Services,Streets,Vital Streets-Major,Investment Income & Rentals,Interest on Investment,191977
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Investment Income & Rentals,Interest on Investment,80000
FY19,Revenue,Public Services,Water,Water Operations,Investment Income & Rentals,Rentals-Facilities,660000
FY19,Revenue,Public Services,Water,Water Operations,Other Revenues,Interest-Penalties on Special Assessment,5000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Interest-Penalties on Special Assessment,1122
FY19,Revenue,Public Services,Streets,Major Streets,Other Revenues,Reimbursements,250000
FY19,Revenue,Public Services,Streets,Local Streets,Other Revenues,Reimbursements,20000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Reimbursements,600000
FY19,Revenue,Public Services,Streets,Major Streets,Other Revenues,Claims-Damage-Accident Billings,500
FY19,Revenue,Public Services,Street Lighting,General Fund Operating,Other Revenues,Claims-Damage-Accident Billings,36000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Refunds-Rebates,5000
FY19,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Miscellaneous Other Revenue,100
FY19,Revenue,Public Services,Water,Water Operations,Other Financing Sources,Operating Transfers-Subsidy,2510424
FY19,Revenue,Public Services,Streets,Local Streets,Other Financing Sources,Operating Transfers-Subsidy,360000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Subsidy,350000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Other Financing Sources,Operating Transfers-Subsidy,6163056
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Capital Projects,325000
FY19,Revenue,Public Services,Water,Water Operations,Other Financing Sources,Operating Transfers-Misc,80000
FY19,Revenue,Public Services,Streets,Local Streets,Other Financing Sources,Operating Transfers-Misc,1600000
FY19,Revenue,Public Services,Streets,Vital Streets-Major,Other Financing Sources,Operating Transfers-Misc,914883
FY19,Revenue,Public Services,Cemetery,Cemetery Perpetual Care,Other Financing Sources,Operating Transfers-Misc,107220
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Misc,59364
FY19,Revenue,Public Services,Parks and Recreation,Belknap Ice Arena,Other Revenues,Restricted Contributions,118150
FY19,Revenue,Public Services,Parks and Recreation,Belknap Ice Arena,Other Revenues,Refunds-Rebates,123500
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse Cart Program,5063415
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse-Bags,85000
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse-Tags,9000
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse-Tags,156000
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse-Yard Bags,550000
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse-Tags,200000
